candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_notes
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,state,Individual latent neural state learned by a shallow piecewise-linear recurrent neural network; linear decoder maps latent state to 66-dimensional ROI-PC observations,Latent nonlinear neural state reconstructed by a shallow piecewise-linear recurrent neural network from 66 regional principal-component signals,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,observation_decoder,Reconstructed fMRI trajectories; power spectra; functional connectivity; target-distribution likelihood and control energy,Linear decoder maps latent state to regional fMRI observations; target affective states represented by Gaussian-mixture distributions,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,action,Additive state-dependent latent control restricted globally or to selected regions,"Additive, state-dependent control input, including controls restricted to individual brain regions",,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,action_provenance,Simulated model control; not an administered physiological stimulation,Simulated model-based control; not an administered human intervention,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,transition_mechanism,Individual nonlinear latent state-space transition plus optimized feedback controller toward a Gaussian-mixture target,"Shallow piecewise-linear recurrent neural network learned separately for group/condition dynamics, coupled to an optimized state-feedback controller",,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,maximum_horizon,80 model steps for evaluation trajectories; approximately 120 seconds at TR 1.5 seconds,Control trajectories evaluated for 80 model steps; DSR train/test segments span 120/40 observed points per condition,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,rollout_regime,Free generative reconstruction and simulated closed-loop control from empirical initial states,Free-running controlled model simulation toward target distributions; no real closed-loop human experiment,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,capability_claim,Planning: optimize controls that move reconstructed brain dynamics between rest and sad-mood targets,Planning: optimized feedback controls are selected from learned dynamics to move between resting and sad-mood state distributions,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,baselines,Group and region comparisons; uncontrolled trajectories; no independent action-agnostic predictive model,Uncontrolled dynamics and region-restricted control solutions; rMDD versus healthy-control models; no separate action-agnostic learned baseline beyond zero control,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,state_fidelity_metrics,Power-spectrum Hellinger distance and empirical-versus-reconstructed functional-connectivity correlations,"Power-spectrum Hellinger distance (reported mean 0.22 ± 0.04), functional-connectivity cross-correlations, negative log likelihood, and target-distribution proximity",,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,transition_metrics,Test-sequence reconstruction plus target negative log likelihood and cumulative control energy over controlled trajectories,"Controlled trajectory convergence, target likelihood/proximity, and control energy; Lyapunov exponent reported for reconstructed dynamics (0.10 ± 0.02)",,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,rollout_stability,Target proximity and control energy over 80-step trajectories; no systematic multi-horizon drift or constraint-violation analysis,Sensitivity across control horizon/regularization and target convergence is shown; no explicit physiological-constraint or long-horizon drift-rate audit,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,action_sensitivity,Region-restricted interventions and control-parameter sensitivity analyses; no real stimulation-response validation,Zero-control comparison and 11 region-specific control analyses; no empirical delivered-dose or randomized action perturbation,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,calibration_and_uncertainty,"NI: no predictive interval, reliability, ECE, or coverage assessment reported","Model/trajectory variability across five initializations is represented, but no reliability, ECE, calibration slope, or interval-coverage calibration is reported",,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,external_validation,"No external, temporal, or institutional validation; authors identify single-dataset generalizability as a limitation","No frozen external, temporal, institutional, device, or population validation",,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,decision_utility,Simulated target attainment and energy quantify control feasibility; no clinician or patient decision outcome,Offline control energy and target-state reachability provide mechanistic utility; no clinician or patient decision outcome,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,safety_evaluation,"No clinical hazard, physiological constraint, failure-recovery, or override evaluation","No explicit clinical hazard, adverse-state severity, override, recovery, or deployment monitoring test",,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,statistical_analysis,"Mann-Whitney U tests, Pearson correlations, Benjamini-Hochberg FDR control, and IQR outlier handling",Group comparisons and associations are reported with inferential statistics; exact multiplicity coverage is only as documented in the article methods/results,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,causal_language,"Authors describe model-based causal intervention analyses and mechanistic insight, but interventions occur only in a learned latent model","Uses mechanistic and optimal-control language for simulated transitions, not an identified clinical treatment-effect claim",,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,estimand,Model-specific individual controlled trajectory and target proximity; no identified real-world treatment-effect estimand,NA: simulated individual/group model trajectory under an optimized controller; no population treatment-effect estimand,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,confounding_strategy,No design-based or measured-confounder adjustment for real stimulation effects,NA: no observational treatment-effect estimation,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,positivity_and_overlap,NI: overlap/support for latent controls was not evaluated,NA: simulated controls are not justified by treatment-support/overlap analysis,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,counterfactual_validation,Only internal model interventions and regional perturbations; no randomized or empirical counterfactual validation,Domain constraints and target-state convergence within a learned model only; no randomized or quasi-experimental counterfactual validation,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,code_access,Public code and analysis repository: https://github.com/humml-lab/fmri-control; MIT license,Public repository reported at https://github.com/humml-lab/fmri-control,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,weights_access,"Unclear: checkpoint-consuming scripts are present, but study-specific trained weights were not clearly released",Unclear: trained model weights were not confirmed as a separately reusable artifact,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,data_access,Paper reports fully preprocessed data with the code; raw participant data access is governed by the original study,Fully preprocessed study data are reported in the public repository; raw-data access was not established,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,preprocessing_reproducibility,"Detailed ROI, PCA, filtering, model-training, and control procedures; repository contains analysis notebooks",Public code and preprocessed arrays support substantial reproduction; scanner preprocessing from raw data is only partially reproducible from inspected materials,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,randomness,Five Xavier-initialized models per participant; best test loss selected; fixed random seeds not reported,Five Xavier-initialized models are trained; model-selection procedure and reported variation are described,,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,evidence_anchors,"PMC13370802 Methods: Participants, fMRI preprocessing, DSR training and closed-loop control; Results Figs. 2-6; Limitations; Data Availability. GitHub README identifies training, evaluation and control code.","Methods sections 'Data', 'Dynamical system reconstruction', and 'Control framework'; Results figures on reconstruction, regional controllability, control energy, and target proximity; Data Availability points to humml-lab/fmri-control",,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,appraisal_strengths,"Individual models, explicit held-out sequence evaluation, and direct closed-loop target/energy analyses","Direct neural-state and transition evaluation, genuinely free-running control trajectories, regional action sensitivity, and public code/preprocessed data",,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,appraisal_limitations,Test-set involvement in hyperparameter/model selection; one source cohort; abstract latent controls lack physiological dose/support and empirical intervention validation,"Small single-site cohort; final test segment participates in model selection; no external validation, formal calibration, real intervention, causal identification, or safety evaluation",,
MWM-XD5F16C34AE,A Data-Driven Closed-Loop Control Approach to Drive Neural State Transitions for Mechanistic Insight.,source_status,full_text_inspected,Primary peer-reviewed full text inspected through Europe PMC full-text XML; repository availability checked independently,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,primary_source_url,https://www.medrxiv.org/content/10.64898/2026.05.15.26353296v1.full,https://doi.org/10.64898/2026.05.15.26353296,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,publication_status,medRxiv preprint version 1; posted 2026-05-22,"Preprint (medRxiv/openRxiv, version 1, 2026)",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,domain,Hospital epidemiology; antimicrobial resistance; synthetic contact-network digital twin,Hospital epidemiology and antimicrobial resistance digital twin,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,dataset_or_cohort,"Author-developed synthetic hospital simulator under canonical, partial-observation, shock, superspreader, surveillance, and distribution-shift regimes",Synthetic medium-hospital agent/contact-network simulator under canonical and shifted epidemiological/surveillance regimes,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,sample_scale,"10 wards, 200 patients, 300 staff; 60-day canonical and 360-day shifted trajectories; 12 independent replicates per family","10 wards, 200 patients, and 300 staff; canonical 60-day trajectories plus 360-day shifted experiments with 12 replicates per shift family",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,institution_count,NA: fully synthetic hospital rather than an observed institutional cohort,NA: fully synthetic hospital rather than observed institutions,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,split_strategy,Trajectory-level train/validation/test partitions with disjoint simulator seed ranges; matched counterfactual branches share initial state and exogenous random stream,Disjoint simulation seeds for train/test; trajectory-level train/validation/test partitions for causal/action experiments; canonical-trained models are also tested zero-shot under shifts,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,observation_process,"Daily directed weighted patient-staff contact graphs; patient/staff attributes, admissions, antibiotic exposure, infection/resistance, isolation, screening and surveillance",Daily evolving patient-staff contact graph; full latent-state setting and partially observed surveillance setting with positive/knownness channels,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,missingness,"Partial-observation experiments explicitly delay, reduce, or compress surveillance; no real-world missing-data mechanism","Partial observation is explicitly generated through delayed, less-frequent, and incomplete surveillance; incident channels are masked according to the observation regime",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,censoring_or_competing_events,"Admissions, discharges and importation are generated by the simulator; no observational censoring problem",NA: simulated fixed trajectories; importation and transmission are modeled processes rather than censoring events,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,state,"Daily hospital graph with node features, ward/contact structure, colonization/infection/resistance status, antibiotic exposure and containment state","Node/contact states encoding patient, staff, colonization/resistance, antibiotic, admission/importation, and surveillance information",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,observation_decoder,Forecast of endogenous spread versus importation and intervention-conditioned future resistant burden/action ranking,Forecasts resistance-spread driver and future burden; intervention branch produces policy-specific future burden/ranking,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,action,"Library of hospital-wide screening and isolation policies subject to budgets, maximum-use and cooldown constraints",Five-policy library: baseline containment plus four screening/isolation variants,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,action_provenance,Explicit simulated screening/isolation policies applied to cloned hospital states,Defined simulated hospital policies applied to branched common starting states,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,transition_mechanism,Mechanistic agent/contact simulator plus GraphSAGE and temporal transformer forecasting; MILP selects a constrained policy,Temporal GraphSAGE representation plus transformer forecasting; intervention selection also uses constrained mathematical programming,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,maximum_horizon,7 observed days to forecast or branch 7 future days,Input window T=7 days and forecast horizon H=7 days for primary tasks; simulator trajectories extend to 60 or 360 days,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,rollout_regime,Mechanistic free simulation and matched closed-loop policy branches; learned forecast evaluated at fixed H=7,Learned fixed-horizon forecasts from branched simulator states; policy evaluation uses shared past and shared deterministic noise streams rather than recursive learned rollouts,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,capability_claim,Planning: forecast action-conditioned outcomes and optimize constrained screening/isolation policy,Planning: policy-conditioned future forecasts support constrained intervention choice and within-state action ranking,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,baselines,Predictive baselines and feature/contact ablations; baseline containment protocol serves as no-change comparator,"Baseline containment policy, alternative screening/isolation policies, simple predictive baselines, model ablations, full-state versus partial-state models, and canonical versus shifted training",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,state_fidelity_metrics,"AUROC, accuracy, F1, sensitivity and specificity for spread-source classification",AUROC/ranking performance for endogenous-versus-importation mechanism and burden/ranking outcomes across observation regimes,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,transition_metrics,"Within-state action-ranking accuracy, top-2 accuracy, strict improvement, non-worsening rate, regret and AUROC",Seven-day forecast performance and policy-specific burden contrast; shifted-regime and zero-shot transfer results,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,rollout_stability,Distribution-shift and surveillance stress tests; non-worsening and regret reported; no formal long-horizon learned-model drift curve,Distribution-shift and surveillance-delay/frequency stress tests; no recursive learned-model drift curve,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,action_sensitivity,"Ground-truth versus partial observation, contact-weight and node-feature ablations, delayed/frequent surveillance changes, and multiple policy actions","Policy branching from common states, baseline-policy comparison, and multiple screening/isolation interventions under a shock-and-superspreader regime",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,calibration_and_uncertainty,"Threshold fragility under shift is discussed; no reliability diagram, ECE, slope/intercept, or interval-coverage calibration","Threshold fragility is discussed and probability scores are evaluated, but no formal reliability/ECE/slope or interval-coverage calibration is reported",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,external_validation,Only synthetic regime shifts and retraining/zero-shot transfer; no external hospital or simulated-to-real validation,Synthetic zero-shot evaluation across epidemiological and surveillance shifts; not external real-hospital validation,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,decision_utility,Seventy held-out states support action ranking; MILP demonstrates constrained policy selection in simulation,Within-state action ranking and constrained policy selection against baseline containment protocols,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,safety_evaluation,Containment burden and non-worsening are measured; budget/max-use/cooldown constraints and stress regimes are tested; no clinical deployment safety,"Constraints are built into optimization and worsening policies can be detected; no real clinical hazard severity, human override, or incident-response evaluation",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,statistical_analysis,"Independent replicates, held-out seed ranges and reported performance distributions; exact inferential test details are limited",Multiple simulation replicates and comparisons across shift families are reported; uncertainty derives from repeated synthetic runs rather than formal predictive intervals,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,causal_language,The paper labels a causal/intervention branch and generates matched counterfactual futures from identical states,"Uses digital-twin, intervention-conditioned, causal-trajectory, and policy-optimization language within a fully specified simulator",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,estimand,Baseline-relative 7-day resistant-infection burden and policy value within the specified simulator,"Seven-day burden contrast ΔB7(a)=B7(baseline)-B7(a), with burden combining transmission and imported resistant cases",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,confounding_strategy,Simulator structure and matched exogenous random streams remove simulated confounding; no real-world confounding analysis,Synthetic design controls data generation; policy branches share the same history and deterministic noise streams,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,positivity_and_overlap,Within-simulator actions are available by construction; real-hospital positivity/overlap is NA,Policy library is predefined and fully executable in the simulator; real-world treatment positivity is NA,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,counterfactual_validation,Matched simulator branches provide synthetic counterfactual ground truth only,"Common-state/common-noise simulator branching validates action ranking internally; no real randomized, quasi-experimental, or target-trial validation",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,code_access,Public implementations: https://github.com/harrytr/dt_amr_predictive and https://github.com/harrytr/dt_amr_causal,Public repositories reported for predictive and causal components: harrytr/dt_amr_predictive and harrytr/dt_amr_causal,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,weights_access,Unclear: pretrained learned-model weights were not stated as released,Unclear: reusable trained weights were not confirmed,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,data_access,Publicly regenerable synthetic trajectories and driver scripts; no real patient data,Synthetic data can be regenerated through the public implementation; no real patient data are used,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,preprocessing_reproducibility,"Simulator, feature construction, seed partitions and model/optimization workflow are described and coded","Code, simulator, configurations, and seed-based generation provide a reproducible synthetic pipeline",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,randomness,Disjoint seed ranges and 12 independent replicates are reported,Disjoint seeds and 12 replicates per shift family are reported,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,evidence_anchors,"medRxiv source XML Methods: hospital simulator, predictive task, causal branching and MILP; Results stress tests and held-out action ranking; Code Availability links both official repositories.","Preprint Methods on synthetic hospital, T=7/H=7 graph-transformer task, partial observation, and constrained optimization; Results on surveillance perturbations, distribution shift, and intervention-conditioned branching; equations defining ΔB7(a)",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,appraisal_strengths,"Matched branches, explicit action library, action baselines, stress tests and constrained optimization","Explicit observation-process stress tests, common-noise policy comparisons, action ranking, constraints, and public generative code",,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,appraisal_limitations,"All evidence is generated by an assumed simulator; no external hospital data, formal calibration, or deployment hazard evaluation",Preprint-only evidence; entirely synthetic; learned forecasts are fixed-horizon rather than demonstrated free-running world-model rollouts; no formal calibration or real external validation,,
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,source_status,full_text_inspected,Primary medRxiv PDF version 1 inspected; public code repositories identified from the preprint,,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",publication_status,bioRxiv preprint version 2; 2026-04-09,"Preprint (bioRxiv, version 2 dated 2026-04-09)",,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",domain,Single-cell transcriptomics; gene-regulatory-network and developmental trajectory modeling,"Single-cell transcriptomics, gene-regulatory networks, and cell-state dynamics",,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",dataset_or_cohort,"Accessible abstract plus official repository experimental datasets: Schiebinger mouse reprogramming, Semrau mouse embryonic stem cells, Kameneva human sympathoadrenal development, and in-silico network benchmarks","Synthetic network benchmarks plus documented experimental time-series datasets including Semrau mouse ESC, Kameneva, and Schiebinger reprogramming data",,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",sample_scale,NI: exact cell counts and all paper-level sample totals could not be verified because bioRxiv full text returned HTTP 429,"Repository documents synthetic FN4/FN8/CN5/BN8 systems and experimental series with 5 days, 4 stages/97 genes, and 18 time points/108 genes respectively; exact cell counts NI because full paper was inaccessible",,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",institution_count,NA: public experimental and simulated datasets rather than a clinical institutional cohort,Multiple public datasets/studies; exact institution count NA for this computational secondary analysis,,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",split_strategy,"NI: full paper split protocol unavailable; official repository contains Schiebinger data_train.h5ad and data_test.h5ad, full datasets for other examples, and repeated benchmark result files",Repository provides explicit train/test handling for Schiebinger and repeated synthetic experiments; full paper's complete split protocol NI,,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",observation_process,Time-labeled scRNA-seq snapshots with gene counts; exact labels and literature RNA/protein kinetic-rate priors,Irregular population snapshots of scRNA-seq at labeled time points; proteins are latent and not directly observed,,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",missingness,NI: manuscript treatment of missing genes/cells/dropout could not be inspected; repository documents required AnnData inputs and zero-inflated/negative-binomial mixture components,Snapshot sampling and dropout/time-point-noise experiments are represented in repository analyses; full missingness assumptions and exact rates NI,,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",censoring_or_competing_events,NA: no clinical censoring or competing-event outcome,NA: cell-snapshot trajectory reconstruction; no clinical censoring or competing-risk endpoint identified,,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",state,"Observed RNA counts plus latent proteins, kinetic parameters, cell-time distributions and inferred GRN state",Mechanistic latent mRNA/protein state with inferred gene-regulatory interactions and kinetic parameters,,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",observation_decoder,"Reconstructed RNA/protein trajectories, GRN edges/velocity fields, and generated single-cell datasets under wild type or perturbation","Generates reconstructed mRNA/protein trajectories, velocity fields, and synthetic single-cell expression snapshots",,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",action,"Exogenous stimulus schedules and virtual gene knockout, partial knockout and overexpression","Gene knock-out, overexpression, and time-varying stimulus/regulatory modifications",,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",action_provenance,Simulated modifications of calibrated regulatory interactions; not administered interventions in a prospective experiment,In silico modifications of calibrated regulatory interactions; unseen perturbations according to abstract and official repository,,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",transition_mechanism,Mechanistic transcriptional-bursting and translation/degradation model calibrated by optimal transport across time snapshots,"Mechanistic transcriptional bursting, translation, and degradation dynamics calibrated jointly with optimal-transport coupling across exact time labels",,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",maximum_horizon,Up to day 18 in the Schiebinger real-data example; NI: manuscript-wide maximum horizon could not be verified,Repository supports forward generative simulations across dataset time grids; exact maximum rollout length and paper-defined horizon NI,,
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",rollout_regime,Free-running mechanistic simulation from a calibrated GRN; official artifacts compare simulated and observed temporal distributions,Free-running stochastic mechanistic generation after calibration; optimal-transport coupling is used during fitting,,
