candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_notes
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,action,NA: passive progression model,NA: no treatment or controllable action,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,action_provenance,NA: no treatment or control input,NA: passive disease-progression forecasting,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,transition_mechanism,Stage-specific conditional DCGAN modules arranged as a proposed cascade,"Cascaded conditional DCGAN modules; each later module conditions on the current or previously generated stage, with k-space manipulation and cortical-ribbon extraction",,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,rollout_regime,Proposed recursive cascade; complete held-out free-running patient rollout not demonstrated,Recursive cascade can feed a generated stage to the next module; evaluation is generated examples and fractal trends rather than held-out trajectory error,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,capability_claim,Passive forecasting/simulation of MCI-to-AD atrophy,passive_forecasting,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,baselines,0: no predictive baseline,No standard forecasting baseline; descriptive full versus undersampled k-space and healthy/MCI fractal-range comparisons,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,state_fidelity_metrics,Generated-image examples and cortical-ribbon fractal dimension; no held-out image metric,"Fractal-dimension ranges and qualitative image inspection; NI: no SSIM, PSNR, clinical-label fidelity, or held-out distribution metric",,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,transition_metrics,Fractal trend by visit; ranges 1.68-1.76 full k-space and 1.50-1.60 undersampled,Direction of fractal-dimension change across visits; NI: no error against matched future patient images,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,rollout_stability,"0: no drift, divergence, or recursive-error metric","NI: no drift, collapse, constraint-violation, or long-rollout stability analysis",,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,action_sensitivity,NA: no action,NA: no action input,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,calibration_and_uncertainty,"0: no intervals, coverage, or calibration","NI: no predictive intervals, calibration, coverage, or repeated-model uncertainty",,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,external_validation,0: no external validation,NI: no external cohort or institution,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,decision_utility,0: clinical usefulness discussed but not tested,"Conceptual early-diagnosis/atrophy visualization only; no clinician, workflow, or decision comparison",,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,safety_evaluation,0: no safety evaluation,NI: no safety or failure-mode evaluation,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,statistical_analysis,"0: no confidence intervals, resampling, or hypothesis tests for progression","Descriptive fractal summaries; NI: no CIs, significance tests, resampling, or multiplicity control for forecasting",,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,causal_language,Prediction/simulation language only; no treatment-effect claim,Prediction/simulation language for atrophy progression without a causal intervention claim,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,estimand,Observed-process image progression; no formal estimand,NA: observational future-image generation; no causal estimand,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,confounding_strategy,NA: no intervention claim,NA: no treatment-effect claim; NI for adjustment of cohort differences,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,positivity_and_overlap,NA: no intervention contrast,NA: no causal treatment comparison,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,code_access,0: code not reported,NI: no public code identified,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,weights_access,0: weights not reported,NI: no public model weights identified,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,data_access,Credentialed ADNI access,ADNI is credentialed/request-based,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,preprocessing_reproducibility,"1: source preprocessing, resampling, ribbon extraction, k-space processing, and thresholds described; split absent","Partial: image extraction, size, k-space variants, and GAN architecture described; cohort construction/split details insufficient",,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,randomness,0: GAN noise used but seeds and repeated runs not reported,"NI: seeds, repeated runs, and stochastic variability not reported",,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,evidence_anchors,Primary PDF pp. 3-7; Fig. 3; Sec. IV; Sec. V-A/V-B; Fig. 21; stable DOI,Public author PDF pp. 3-7; Fig. 3; Experiments V.A-V.B; Figs. 11-21; Conclusion,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,appraisal_strengths,"Longitudinal dataset, explicit future stages, cohort counts, and imaging pipeline",Explicit recursive multistage generation and interpretable atrophy proxy over named horizons,,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,appraisal_limitations,"No split, held-out trajectory fidelity, baseline, uncertainty, external validation, or demonstrated full cascade","No patient-level split, matched-future error, competitive baseline, uncertainty, external validation, or utility test",,
MWM-X10E1E2640B,A Modular Framework to Predict Alzheimer’s Disease Progression Using Conditional Generative Adversarial Networks,source_status,Full primary conference PDF inspected,Exact paper inspected via the University of Missouri public WCCI/IJCNN archive; DOI identifies the IEEE publication,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,publication_status,medRxiv preprint posted 22 March 2026,medRxiv preprint v1 posted 2026-03-22,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,domain,Critical-care EHR; sepsis and AKI,Sepsis acute kidney injury; ICU cardio-renal forecasting,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,dataset_or_cohort,MIMIC-IV v2.2 and Indiana University Health ICU v1.0 sepsis cohorts,MIMIC-IV v2.2 from Beth Israel Deaconess and IUH ICU v1.0 across 11 hospitals,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,sample_scale,Parent databases contain 73181 MIMIC stays and 6918 IUH admissions; 6673 MIMIC test windows in BP analysis,"Source databases: 73,181 MIMIC ICU stays and 6,918 IUH admissions; analytic sepsis count NI; 6,673 MIMIC BP test windows",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,institution_count,Two systems: one Boston hospital and 11 IUH hospitals,12 hospitals: one MIMIC hospital plus 11 IUH hospitals,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,split_strategy,Five-fold MIMIC cross-validation at ICU-stay level; independent IUH external evaluation,Five-fold ICU-stay-level MIMIC cross-validation; independent IUH evaluation; Phase-1 encoders frozen before Phase-2 heads,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,observation_process,Irregular EHR aligned hourly; 12-hour by 49-variable sequence plus 42 baseline/context variables,42 baseline variables plus 49 time-varying variables binned hourly over the preceding 12 hours; next-window outcomes forecast,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,missingness,"2: exclusions, median imputation, SOFA forward-fill, lab carry-forward/interpolation, and no whole-group imputation described",Baseline median fill; SOFA forward fill; lab/physiology carry-forward or median interpolation; absent respiratory documentation coded absent; IUH medication stop times use 12-hour decay,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,censoring_or_competing_events,1: 12-hour survival outcome and exclusion of stays under 48 hours; no time-to-event censoring model,"Near-term survival is an outcome; NI: discharge, informative missingness, repeat admissions, and competing risks otherwise not modeled",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,state,"Cardiovascular, renal, and other-organ variational latent states","Cardiovascular, renal, and other-organ latent states from a 12x49 temporal matrix plus 42 baseline variables",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,observation_decoder,"Next-12-hour features, SOFA, mortality, AKI onset, and AKI trajectory","Next-12-hour feature sequence and cardiovascular/renal SOFA; heads predict mortality, AKI onset, and ordinal trajectory",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,action,Medication/support exposures; vasopressor withdrawal sets four agents absent,"Vasoactive exposure; simulated withdrawal sets norepinephrine, phenylephrine, vasopressin, and epinephrine absent",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,action_provenance,Observed documented administrations; withdrawal is simulated,"Observed EHR-administered/documented exposure; counterfactual action is an altered input, not randomized treatment",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,transition_mechanism,"GRU variational organ encoders/decoders followed by frozen encoders, cross-attention, and outcome heads",Organ-specific variational GRU encoders/decoders with sparse gates and cross-organ attention; frozen encoders feed heads,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,maximum_horizon,One subsequent 12-hour window,"12 hours in Methods/decoders/figures; Results prose also says 24 hours, an internal inconsistency",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,rollout_regime,One-step next-window forecast; no recursive rollout,Direct next-window forecasting; no recursive free-running multi-window rollout,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,capability_claim,Short-horizon forecasting plus counterfactual-labeled vasopressor sensitivity,counterfactual,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,baselines,0: no strong alternative model comparison for core tasks,"Cross-cohort results reported, but NI: no standard clinical or ML prediction baseline in the main manuscript",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,state_fidelity_metrics,Mortality AUC 0.86/0.88; AKI-onset 0.78/0.82; trajectory 0.73/0.78; BP MAE 8.5 mmHg and r=0.76,"SBP correlation 0.76, MAE 8.52 mmHg, RMSE 10.79, and 95th-percentile error 21.62 on 6,673 windows",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,transition_metrics,"Next-window MSE, SOFA error, and 12-hour outcome/trajectory AUC","AUC: mortality 0.86-0.88, AKI onset 0.78-0.82, AKI trajectory 0.73-0.78 across MIMIC/IUH",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,rollout_stability,0: no multistep stability metric; future drift monitoring recommended,NA for free-running rollout; NI: no recursive drift/stability test,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,action_sensitivity,1: vasopressor-withdrawal input ablation on 6673 samples and one case; no dose/timing test,Observed-treatment forecasts versus vasopressor withdrawal shift toward lower BP and higher risk; one detailed case,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,calibration_and_uncertainty,0: VAE and aggregate AUC confidence intervals but no predictive calibration,"Variational latents and AUC CIs; NI: no calibration slope, reliability curve, Brier score, or interval coverage",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,external_validation,2: frozen independent IUH evaluation across 11 hospitals,Independent 11-hospital IUH cohort with frozen components implied; discrimination transfers but calibration/drift not evaluated,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,decision_utility,1: offline sensitivity and illustrative case; no prospective workflow,"Retrospective bedside what-if illustration; no clinician study, silent deployment, or measured benefit",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,safety_evaluation,"0: no defined hazard, override, or recovery test","Safety-oriented tapering discussion and causal warnings; NI: no hazard threshold, override, stress test, or prospective endpoint",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,statistical_analysis,"AUC with 95% CI, Pearson correlation, MAE, and cross-validation","Five-fold summaries and 95% AUC CIs; exact CI method, repeated-seed variance, and multiplicity NI",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,causal_language,"Counterfactual language is explicitly bounded as sensitivity, not causal effect",Calls withdrawal counterfactual while explicitly stating it is not a causal estimate because treatment is confounded,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,estimand,No explicit estimand; model-prediction contrast after setting vasopressors absent,Predicted difference after setting vasopressor indicators absent versus observed; not an identified treatment effect,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,confounding_strategy,0: treatment confounding acknowledged but not adjusted,No causal adjustment; confounding by indication and incomplete titration representation acknowledged,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,positivity_and_overlap,0: overlap not evaluated,NI: no overlap/positivity diagnostics,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,counterfactual_validation,0: clinical-direction coherence only; no causal validation,"Clinical-direction check on one case and 6,673 windows; no randomized/interventional known-effect validation",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,code_access,1: code promised on GitHub but no inspectable link,Not currently public; manuscript says code will be released on GitHub,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,weights_access,0: weights unavailable,NI: no public pretrained weights,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,data_access,MIMIC credentialed; IUH request-based pending approval,MIMIC credentialed; IUH by request pending institutional approval,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,preprocessing_reproducibility,"2: feature, missingness, architecture, fold, loss, and training details reported","Moderate: cohorts, windows, features, missingness, exposure encoding, architecture, and phases described; analytic counts/timing inconsistent",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,randomness,1: five-fold CV and latent sampling; no seeds or repeated initialization analysis,NI: seeds and repeated independent runs not reported,,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,evidence_anchors,Preprint pp. 16-24 Methods and intervention analysis; Figs. 2 and 4; pp. 14-16 limitations; stable DOI,"Preprint Data/Code availability; Results/Figs. 2-5; Methods data, windows, phases, external validation; Discussion limitations",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,appraisal_strengths,"Leakage control, detailed missingness, multicenter external test, confidence intervals, and explicit causal boundary","Organ structure, external health-system evaluation, quantitative BP fidelity, and meaningful action perturbation",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,appraisal_limitations,"One-step horizon, no calibration/model baseline, simplified intervention, incomplete IUH stop times, and no prospective utility","Preprint; analytic count absent, 12h/24h inconsistency, weak baselines, no calibration, no causal identification",,
MWM-XF6449FE2D4,AKI-twinX: explainable organ structured digital twin for sepsis AKI trajectory forecasting,source_status,Full primary preprint PDF inspected,Exact medRxiv PDF/source inspected from the DOI record,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",publication_status,bioRxiv preprint posted 26 February 2026,bioRxiv preprint v1 posted 2026-02-26,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",dataset_or_cohort,Mouse embryo lineages; palate RNA-ATAC multiome; MOSTA spatial atlas,"Mouse embryo atlas scRNA-seq lineages, posterior embryo, and mouse-palate paired RNA-ATAC from public repositories",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",sample_scale,Epithelial 54k; retinal 35275; endothelial 9k; posterior embryo 121k; palate 36154 cells,"Atlas >11M cells; somite subset ~2M/32 stages; modeled epithelial 54k, retinal 35k, endothelial 9k, posterior embryo 121k, palate 36,154",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",institution_count,"NA: public biological datasets, not a clinical institution cohort",NA: public experimental datasets; clinical institution count not applicable,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",split_strategy,Deterministic stage holdout for interpolation/extrapolation and validation; training-only feature selection,Deterministic stage holdouts: test S12/S15/S18 and S33/S34; validation S10/S11/S22/S31/S32; rest train. Palate holds every fifth bin and pt46-pt49; preprocessing uses train only,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",observation_process,Destructive cross-sectional snapshots at irregular stages; multiome uses inferred pseudotime,Destructive cross-sectional snapshots at irregular somite stages or inferred pseudotime; cells are not longitudinally followed,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",missingness,"2: intentional stage holdouts, QC, doublet removal, and leakage controls; no cell-level imputation claim",No ordinary missing-value model; absent/held-out stages are the target problem; posterior stages 13 and 19 absent,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",censoring_or_competing_events,NA: no patient censoring,"NA: developmental snapshots, not event data",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",state,scVI/MultiVI latent cell states with continuous stage and gap-aware encoding,scVI/MultiVI latent cell-state distributions conditioned on continuous developmental position and time gap,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",observation_decoder,"Generated RNA and chromatin profiles at observed, missing, and future stages",scVI decodes RNA with ZINB; MultiVI decodes RNA and ATAC including Bernoulli accessibility,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",action,NA: developmental time is not an intervention,"NA: time/stage is conditioning, not a controllable intervention",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",action_provenance,NA: no treatment/control action,NA: passive developmental forecasting,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",transition_mechanism,Temporal diffusion-forcing transformer with pyramid scheduling and sliding-window extrapolation,"Causally masked temporal diffusion-forcing transformer with gap-aware conditioning, pyramid denoising, and sliding windows",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",maximum_horizon,Future somites 33-34 and pseudotime bins 46-49; extrapolation beyond training block,Retinal through somite 34 beyond training; palate through pt49 beyond pt45; arbitrary-length generation claimed,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",rollout_regime,Autoregressive/free-running latent-sequence generation from noise,Free-running sliding windows use generated latent states as later context,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",capability_claim,"Passive simulation, interpolation, and forecasting",passive_forecasting,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",baselines,scDiffusion; cfDiffusion; ESCFD; CFGen; scNODE; scIMF on matched splits,"scDiffusion, cfDiffusion, ESCFD, CFGen, scNODE, scIMF on common splits/HVGs; CFGen for multiome",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",state_fidelity_metrics,"miLISI, MMD, W1/W2, energy distance, expression, marker, spatial, and GRN measures","miLISI, MMD, 1/2-Wasserstein, marker dynamics, RNA-ATAC metrics, spatial mapping, regulon concordance",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",transition_metrics,Stage-resolved W2/miLISI; pseudotime distances/correlations; PAGA topology distance,"Held-out interpolation/extrapolation pseudotime, correlations, graph topology/IM distance, lineage and regulatory dynamics",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",rollout_stability,1: interpolation/extrapolation and topology degradation assessed; no explicit constraint-violation metric,Multistage trajectories/topology assessed; NI: explicit drift/constraint metric beyond evaluated stages,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",action_sensitivity,NA: no action,NA: no action input,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",calibration_and_uncertainty,1: stochastic samples and bootstrap metric construction; no calibration/coverage,"Stochastic samples and bootstrap-assisted MMD bandwidths; NI: coverage, reliability calibration, or uncertainty-quality test",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",external_validation,0: models evaluated within each source rather than frozen cross-source,"No frozen cross-study transfer; each dataset is trained separately. Spatial-atlas mapping is downstream fidelity, not external forecasting validation",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",decision_utility,0: no decision outcome,"Offline trajectory, spatial, topology, and regulation analyses; no experimental decision/intervention study",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",safety_evaluation,0: no safety evaluation,NA: nonclinical developmental modeling,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",statistical_analysis,"Fixed-seed subsampling; 20 bootstrap samples; correlations, p-values, and KS tests","Fixed-seed subsampling, 20 bootstrap samples for MMD bandwidth, KS tests, correlations, and stage summaries; training variability NI",,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",causal_language,Causal-attention terminology only; no treatment-effect claim,Developmental dynamics/forecasting language without intervention-effect claims,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",estimand,Developmental-state distribution at specified time; no causal estimand,NA: cell-state distribution at observed or unobserved developmental positions,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",confounding_strategy,NA: no intervention claim,NA: no causal treatment-effect claim,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",positivity_and_overlap,NA: no treatment strategies,NA: no treatment comparison,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",counterfactual_validation,NA: no counterfactual claim,NA: no counterfactual intervention claim,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",code_access,2: public CellPace-release GitHub repository,Public CellPace-release GitHub repository,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",weights_access,1: public software; pretrained-weight availability unclear,NI: public pretrained weights for all experiments not clearly promised,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",data_access,2: all analyzed datasets public with identifiers,Public CZ CellxGene embryo collection and public palate repository,,
MWM-X1BBCF32528,"CellPace: A temporal diffusion-forcing framework for simulation, interpolation and forecasting of single-cell dynamics",preprocessing_reproducibility,"2: QC, normalization, splits, baselines, metrics, and versions detailed","Strong: versions, QC, normalization, feature selection, deterministic splits, leakage controls, baseline harmonization, and metrics specified",,
