audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence,lead_final_decision,lead_final_corpus_type,lead_final_reason_code,lead_rationale,lead_full_text_anchor,lead_confidence
ALT-0c7ca3990ee0,fresh_alternate_public_search,"Digital Twins in Neurology Care: Evidence, Limitations, and a Path Forward.","Digital twins are increasingly promoted in neurology as an advancement beyond conventional artificial intelligence, yet the term is often applied without conceptual or methodological rigor. Strict definitions describe digital twins as dynamically updated, bidirectionally linked models that generate predictive, decision-relevant value, criteria rarely met by current neurological applications. This Opinion critically examines the state of digital twins across major neurological domains, including dementia, multiple sclerosis, Parkinson's disease, epilepsy, stroke, pain, and migraine. We argue that most existing systems are more accurately described as twin-inspired longitudinal decision-support or trial-analytics models rather than true clinical digital twins. While neurology is well-suited to digital twin approaches due to disease heterogeneity, multimodal data, and iterative care pathways, progress is limited by gaps in measurement validity, uncertainty handling, prospective evaluation, and governance. A pragmatic path forward is proposed, emphasizing question-specific, validated neurological digital twins over overgeneralized brain twin narratives, and suggesting that much of the current field is better understood as twin-inspired modeling rather than true clinical digital twin implementation.",Parisa Gazerani,2026,2026,Journal of integrative neuroscience,10.31083/jin50563,,https://pubmed.ncbi.nlm.nih.gov/42216639/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,review,include_review,"This neurology review provides a strict definition, evidence assessment, limitations, and clinical-translation pathway.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins neurology care evidence limitations path forward, including prediction, simulation, or intervention use.",exclude,not_applicable,review_scope_too_broad,post_adjudication_inclusion_qc,This is an opinion spanning many neurological domains and proposed standards; it does not centrally synthesize inspectable learned-transition systems with operational dynamics evaluations.,exclude,not_applicable,review_scope_too_broad,This is an opinion spanning many neurological domains and proposed standards; it does not centrally synthesize inspectable learned-transition systems with operational dynamics evaluations.,"Primary article abstract: conceptual critique across dementia, multiple sclerosis, Parkinson disease, epilepsy, stroke, pain, and migraine; most systems are labeled twin-inspired.",high,,,,,,
ALT-b5ebc3599d50,fresh_alternate_public_search,"Digital twins in precision pharmacotherapy: emerging applications, challenges, and future directions.","Digital twin technology, defined as dynamic digital models that represent individual patients, is emerging as a promising paradigm in precision pharmacotherapy. The integration of pharmacokinetic and pharmacodynamic (PK/PD) modeling, clinical data, genomic information, and real-time patient monitoring enables digital twins to shift drug therapy away from population-based averages toward individualized, adaptive decisions. This narrative review explores conceptual frameworks, emerging applications, methodological approaches, clinical value, limitations, and future directions of digital twins in pharmacotherapy, with particular emphasis on the role of clinical pharmacists. Unlike broader digital twin reviews that primarily emphasize technical architectures, disease-specific applications, or pharmaceutical research and development, this review focuses on the clinical-pharmacy translation layer: how digital twin outputs can be interpreted, validated, communicated, and converted into actionable medication decisions at the bedside and across ambulatory care settings. Key applications include precision dosing, polypharmacy management, antimicrobial stewardship, and the optimization of complex therapies, alongside important ethical, regulatory, and implementation challenges.","Jarab AS, Al-Qerem W, Jarab H, Jrab O, Elsherif R, Al Meslamani AZ, Al Hamarneh Y, Aburuz S.",2026,2026-08-18,,10.3389/fdgth.2026.1881217,,https://europepmc.org/article/MED/42682858,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This pharmacotherapy review synthesizes digital-twin methods, medication applications, validation, and bedside translation.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins precision pharmacotherapy emerging applications challenges future directions, including prediction, simulation, or intervention use.",exclude,not_applicable,review_scope_too_broad,post_adjudication_inclusion_qc,"The narrative review emphasizes conceptual translation, clinical-pharmacy workflows, and prospective applications; learned or adapted transition models with direct rollout evidence are not systematically central.",exclude,not_applicable,review_scope_too_broad,"The narrative review emphasizes conceptual translation, clinical-pharmacy workflows, and prospective applications; learned or adapted transition models with direct rollout evidence are not systematically central.","Full text sections: conceptual framework, MIPD distinction, use cases, implementation, current status, and future directions.",medium,,,,,,
ALT-1d78c0c833ef,fresh_alternate_public_search,Digital twins in urology: a vision for the future of urological practice.,"Digital twins, dynamic, patient-specific virtual replicas of physical systems are gaining momentum across various medical fields. Their capacity to simulate and predict biological behavior offers unprecedented opportunities for personalized care. While their utility has been demonstrated in oncology, their application in urology remains nascent, and there is still a significant gap in literature findings. This review explores the theoretical framework, current evidence, and future potential of digital twins technology in managing urological conditions such as urolithiasis, benign prostatic hyperplasia (BPH), and nonmuscle invasive bladder cancer. A narrative literature review, guided by SANRA criteria, was conducted using PubMed and Scopus databases to identify relevant studies on the application of digital twins in healthcare, with a focus on urology and related fields. Additional sources from AI, imaging, and computational modelling were incorporated to support technological and theoretical concepts. Real-world use cases and clinical scenarios were constructed to illustrate the conceptual application of digital twins in endourology. Although limited in number, preliminary studies have shown promising results in uro-oncology, particularly for prostate and renal cancers. No models have yet been developed for benign urological diseases. Hypothetical applications in endourology include personalized procedural planning, dynamic follow-up, prediction of obstruction or recurrence, and real-time intraoperative guidance. Integration of imaging, functional data, and AI algorithms could create continuously adaptive simulations to support decision-making and improve treatment outcomes. However, barriers such as data complexity, cost, lack of validation frameworks, and clinician trust persist. Digital twins hold transformative potential for the future of urology, promising to personalize care across diagnosis, treatment, and surveillance. While the path to clinical integration is challenged by technical, ethical, and infrastructural hurdles, collaborative efforts and real-world validation studies are critical to realizing their full potential in clinical practice.","Nedbal C, Madaan S, Nabi G, Somani BK.",2026,2026-01-01,,10.1177/17562872261419592,,https://europepmc.org/article/MED/41684950,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,This urology review assesses current evidence and provides disease-specific applications and clinical-translation challenges.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins urology vision future urological practice, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,The urology review reports very limited existing evidence and develops hypothetical clinical scenarios; it does not centrally synthesize evaluated learned dynamics.,,,,,,,,,,,,
ALT-2ff62462ed4f,fresh_alternate_public_search,Digital Twins: From Personalised Medicine to Precision Public Health.,"A digital twin is a virtual model of a physical entity, with dynamic, bi-directional links between the physical entity and its corresponding twin in the digital domain. Digital twins are increasingly used today in different industry sectors. Applied to medicine and public health, digital twin technology can drive a much-needed radical transformation of traditional electronic health/medical records (focusing on individuals) and their aggregates (covering populations) to make them ready for a new era of precision (and accuracy) medicine and public health. Digital twins enable learning and discovering new knowledge, new hypothesis generation and testing, and in silico experiments and comparisons. They are poised to play a key role in formulating highly personalised treatments and interventions in the future. This paper provides an overview of the technology's history and main concepts. A number of application examples of digital twins for personalised medicine, public health, and smart healthy cities are presented, followed by a brief discussion of the key technical and other challenges involved in such applications, including ethical issues that arise when digital twins are applied to model humans.","Kamel Boulos MN, Zhang P.",2021,2021-07-29,,10.3390/jpm11080745,,https://europepmc.org/article/MED/34442389,,europe_pmc,europe_pmc_core,indexed,,exclude,review,review_not_primary,"This generic overview spans medicine, public health, and cities without focused healthcare world-model evidence synthesis.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins personalised medicine precision public health, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"This broad overview covers digital-twin concepts, public health examples, and ethics rather than learned medical transition or rollout evidence as a central category.",,,,,,,,,,,,
ALT-6557539979ea,fresh_alternate_public_search,Digital-twin Healthcare: A Gateway to Future Medicine (Preprint),"UNSTRUCTURED With the development of the world economy and improvements in living standards, people are paying more attention to their healthcare. As simulation is playing an increasingly important role in the field of medicine, providing the individual patient with a customised diagnosis and treatment is envisage as part of future precision medicine. Such customisation will become possible through the emergence of digital twin (DT) technology. As an engineering concept that reflects the true mirror image of a physical entity, the DT is increasingly being used in the field of precision health and personalised medicine. This review summarises the progress of prominent research on DT technology in the medical field and forecasts potential applications and future opportunities and discusses several challenges remaining in digital healthcare. The author hopes that the review encourages additional efforts towards the development and acceptance of DT techniques.",Zhonghai Li,2022,2022,JMIR Publications Inc.,10.2196/preprints.36867,,https://doi.org/10.2196/preprints.36867,posted-content,crossref,"""medical digital twin"" trajectory",registered,,exclude,review,review_not_primary,Reviews medical digital twins broadly rather than healthcare world models with an operational taxonomy or evidence map.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twin healthcare gateway future medicine, including prediction, simulation, or intervention use.",exclude,not_applicable,duplicate_publication,third_full_text_adjudication,This preprint is an earlier version of the subsequently published Digital-twin Healthcare article and is not retained separately.,,,,,,,,,,,,
ALT-f58f7b29b390,fresh_alternate_public_search,Disease Modeling and External Model Evaluation Through Clinical Data Sharing Platform for HR+/HER2- Breast Cancer.,"Predictive models for disease progression are valuable for clinical trial design and interpretation; however, suitable data are needed for the development of such models. This study aimed to develop a Tumor Growth Inhibition-Overall Survival (TGI-OS) model for hormone receptor-positive (HR+)/human epidermal growth factor receptor 2 negative (HER2-) breast cancer using clinical trial data available through Vivli, a clinical trial data sharing platform. The CONFIRM study (Phase 3 study comparing fulvestrant 250 vs. 500 mg) was used for model development, and the PALOMA-3 and SANDPIPER Phase 3 studies (palbociclib and taselisib) were used for external model qualifications. Longitudinal tumor size profiles were first analyzed with the TGI model. The TGI-OS model, a parametric model linking TGI metrics and baseline predictors of survival outcomes, was then developed using data from the CONFIRM study and showed successful internal qualification, including the prediction of the survival difference between two dose groups. The TGI-OS model showed large underestimation for the OS for PALOMA-3; nevertheless, the predicted treatment effect (hazard ratio of OS) was in good agreement with the observation for both studies, suggesting its potential as a tool to support drug development decisions. While integrating shared clinical trial data from multiple sources, facilitated by platforms like Vivli, is crucial for advancing predictive modeling efforts, caution should be exercised when such models are applied for new studies, especially when there are breakthroughs in the treatment landscape.","Yoshida K, Bruno R, Chanu P.",2025,2025-07-17,,10.1002/psp4.70073,,https://europepmc.org/article/MED/40671643,,europe_pmc,europe_pmc_core,indexed,,exclude,empirical,no_learned_dynamics,This pharmacometric tumor-growth and survival model lacks learned state-transition dynamics.,include,empirical,include_empirical,The disease external through clinical data sharing platform hr her2 breast study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,exclude,not_applicable,outside_world_model_conceptual_boundary,post_qc_lead_source_sufficiency,"The fitted tumor-growth-inhibition and survival model is conventional pharmacometric disease modeling and external qualification, without qualifying twin or simulator framing and without iterative planning or control.",include,empirical,fitted_multistep_dynamics,"A tumor-growth inhibition transition is fitted to longitudinal breast-cancer measurements and linked to survival, then externally evaluated on two independent Phase III trials.","Full text, TGI and TGI-OS model development and External qualification: CONFIRM fitting with PALOMA-3 and SANDPIPER validation.",high,exclude,not_applicable,outside_world_model_conceptual_boundary,"The fitted tumor-growth-inhibition and survival model is conventional pharmacometric disease modeling and external qualification, without qualifying twin or simulator framing and without iterative planning or control.",Version-of-record TGI and TGI-OS model-development and external-qualification sections: CONFIRM fitting with PALOMA-3 and SANDPIPER validation.,high
ALT-38a784f6d7ac,fresh_alternate_public_search,Disease progression simulation via generative AI: assessing the credibility of a conditional longitudinal autoencoder via a case study in Alzheimer’s Disease,,Nick Henscheid; Jagdeep Podichetty,2026,2026,Disease progression simulation via generative AI: assessing the credibility of a conditional longitudinal autoencoder via a case study in Alzheimer’s Disease,10.70534/sxwc6774,,https://doi.org/10.70534/sxwc6774,proceedings-article,crossref,"""disease progression model"" generative intervention",registered,,uncertain,empirical,insufficient_abstract,"The title suggests learned longitudinal simulation, but no abstract confirms transition learning or future-state evaluation.",uncertain,empirical,insufficient_abstract,"The disease progression simulation generative ai assessing credibility conditional longitudinal autoencoder title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",exclude,not_applicable,inaccessible_full_text,third_full_text_adjudication,"A stable conference record and poster link exist, but accessible primary text was insufficient to verify the conditional autoencoder data, rollout protocol, and reported credibility results.",,,,,,,,,,,,
ALT-436d568a61b6,fresh_alternate_public_search,"Drug Development Digital Twins for Drug Discovery, Testing and Repurposing: A Schema for Requirements and Development.","There has been a great deal of interest in the concept, development and implementation of medical digital twins. This interest has led to wide ranging perceptions of what constitutes a medical digital twin. This Perspectives article will provide 1) a description of fundamental features of industrial digital twins, the source of the digital twin concept, 2) aspects of biology that challenge the implementation of medical digital twins, 3) a schematic program of how a specific medical digital twin project could be defined, and 4) an example description within that schematic program for a specific type of medical digital twin intended for drug discovery, testing and repurposing, the Drug Development Digital Twin (DDDT).",Gary An; Chase Cockrell,2022,2022,Frontiers in systems biology,10.3389/fsysb.2022.928387,,https://pubmed.ncbi.nlm.nih.gov/35935475/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,exclude,not_applicable,no_primary_empirical_evaluation,This perspective proposes a digital-twin schema without primary empirical model evaluation.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for drug digital twins drug discovery testing repurposing schema requirements, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,This Perspectives article specifies requirements and a development schema for a future drug-development twin rather than reviewing or reporting evaluated learned dynamics.,,,,,,,,,,,,
ALT-4d8c92d03168,fresh_alternate_public_search,DYNAMIC CLASSIFICATION OF LATENT DISEASE PROGRESSION WITH AUXILIARY SURROGATE LABELS.,"Disease progression prediction based on patients' evolving health information is challenging when true disease states are unknown due to diagnostic capabilities or high costs. For example, the absence of gold-standard neurological diagnoses hinders distinguishing Alzheimer's disease (AD) from related conditions such as AD-related dementias (ADRDs), including Lewy body dementia (LBD). Combining temporally dependent surrogate labels and health markers may improve disease prediction. However, existing literature models informative surrogate labels and observed variables that reflect the underlying states using purely generative approaches, often posing unrealistic assumptions on the outcomes and suffering from misspecification thereof. We propose integrating the conventional hidden Markov model as a generative model with a time-varying discriminative classification model to simultaneously handle potentially misspecified surrogate labels and incorporate important markers of disease progression. We develop an adaptive forward-backward algorithm with subjective labels for estimation, and utilize the modified posterior and Viterbi algorithms to predict the progression of future states or new patients based on objective markers only. Importantly, the adaptation eliminates the need to model the marginal distribution of longitudinal markers, a requirement in traditional algorithms. Asymptotic properties are established, and significant improvements in finite samples are demonstrated via simulation studies. Analysis of the neuropathological dataset of the National Alzheimer's Coordinating Center (NACC) shows much improved accuracy in distinguishing LBD from AD.","Cai Z, Zeng D, Marder KS, Honig LS, Wang Y.",2026,2026-03-20,,10.1214/26-aoas2150,,https://europepmc.org/article/MED/41867350,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,A hidden Markov transition model predicts future disease states and is evaluated in simulations and NACC data.,exclude,not_applicable,no_learned_dynamics,The dynamic classification latent disease progression auxiliary surrogate labels study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,The latent model is evaluated mainly by current-state classification from accumulated markers; its empirical tests do not assess free-running future trajectories or action-conditioned transitions.,,,,,,,,,,,,
ALT-531d7f078a79,fresh_alternate_public_search,EczemaPred: A computational framework for personalised prediction of eczema severity dynamics.,"BACKGROUND: Atopic dermatitis (AD) is a chronic inflammatory skin disease leading to substantial quality of life impairment with heterogeneous treatment responses. People with AD would benefit from personalised treatment strategies, whose design requires predicting how AD severity evolves for each individual. OBJECTIVE: This study aims to develop a computational framework for personalised prediction of AD severity dynamics. METHODS: We introduced EczemaPred, a computational framework to predict patient-dependent dynamic evolution of AD severity using Bayesian state-space models that describe latent dynamics of AD severity items and how they are measured. We used EczemaPred to predict the dynamic evolution of validated patient-oriented scoring atopic dermatitis (PO-SCORAD) by combining predictions from the models for the nine severity items of PO-SCORAD (six intensity signs, extent of eczema, and two subjective symptoms). We validated this approach using longitudinal data from two independent studies: a published clinical study in which PO-SCORAD was measured twice weekly for 347 AD patients over 17 weeks, and another one in which PO-SCORAD was recorded daily by 16 AD patients for 12 weeks. RESULTS: EczemaPred achieved good performance for personalised predictions of PO-SCORAD and its severity items daily to weekly. EczemaPred outperformed standard time-series forecasting models such as a mixed effect autoregressive model. The uncertainty in predicting PO-SCORAD was mainly attributed to that in predicting intensity signs (75% of the overall uncertainty). CONCLUSIONS: EczemaPred serves as a computational framework to make a personalised prediction of AD severity dynamics relevant to clinical practice. EczemaPred is available as an R package.",Guillem Hurault; Jean François Stalder; Sophie Mery; Alain Delarue; Markéta Saint Aroman; Gwendal Josse; Reiko J Tanaka,2022,2022,Clinical and translational allergy,10.1002/clt2.12140,,https://pubmed.ncbi.nlm.nih.gov/35344305/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Bayesian state-space transitions are learned from longitudinal eczema data and evaluated for multi-horizon future severity prediction.,include,empirical,include_empirical,The eczemapred computational personalised prediction eczema severity dynamics study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,exclude,not_applicable,outside_world_model_conceptual_boundary,post_qc_lead_source_sufficiency,EczemaPred is an ordinary personalized state-space forecasting framework for daily-to-weekly severity trajectories; it is not framed as a patient simulator or twin and is not used for planning or closed-loop control.,include,empirical,learned_multistep_dynamics,"Bayesian state-space models learn latent eczema-severity transitions and measurement processes, then directly forecast daily-to-weekly patient trajectories in two independent longitudinal cohorts.","Full text, Methods and Validation: nine latent severity-item models, PO-SCORAD trajectory composition, and comparison with autoregressive baselines across two studies.",high,exclude,not_applicable,outside_world_model_conceptual_boundary,EczemaPred is an ordinary personalized state-space forecasting framework for daily-to-weekly severity trajectories; it is not framed as a patient simulator or twin and is not used for planning or closed-loop control.,"Version-of-record Methods and Validation: nine latent severity-item models, PO-SCORAD trajectory composition, and comparison with autoregressive baselines across two studies.",high
ALT-5da29b0ea727,fresh_alternate_public_search,Editorial: The future of oncology: digital twins and precision cancer care.,,"Stahlberg E, Deng J, Hernandez-Boussard T, Wang Q, Liu H, Syeda-Mahmood T, Aguilar B, Wu H, Zhang A.",2026,2026-07-29,,10.3389/frai.2026.1912241,,https://europepmc.org/article/MED/42591663,,europe_pmc,europe_pmc_core,indexed,,uncertain,review,insufficient_abstract,"The oncology digital-twin editorial may offer clinical-translation synthesis, but absent content prevents eligibility assessment.",exclude,not_applicable,no_primary_empirical_evaluation,"The editorial future oncology digital twins precision cancer care record is editorial, corrective, conceptual, or consensus-based and lacks a primary learned-dynamics evaluation.",exclude,not_applicable,no_primary_empirical_evaluation,reviewer_consensus,A: Is an editorial on oncology digital twins; contains no primary methods and results evaluation. B: The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,,,,,,,,,,,,
ALT-95ce497fab31,fresh_alternate_public_search,EE221 ECONOMIC IMPACT OF AN AI-ENABLED DIGITAL TWIN INTERVENTION IN TYPE 2 DIABETES,,Caleb Brooks; Aleksandra V. Schifman; Tyler Koep,2026,2026,Value in Health,10.1016/j.jval.2026.03.516,,https://doi.org/10.1016/j.jval.2026.03.516,journal-article,crossref,"""clinical digital twin"" intervention",registered,,uncertain,empirical,insufficient_abstract,"The title mentions a diabetes digital twin, but no abstract permits assessment of learned dynamics or rollout evaluation.",exclude,not_applicable,no_learned_dynamics,"The ee221 economic impact ai enabled digital twin intervention type 2 record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",exclude,not_applicable,no_primary_empirical_evaluation,third_full_text_adjudication,The record is a short economic conference abstract and does not expose sufficient model methods or results to verify learned transition dynamics and direct simulation evaluation.,,,,,,,,,,,,
ALT-daca74f7c431,fresh_alternate_public_search,"Erotic cue exposure increases physiological arousal, biases choices toward immediate rewards, and attenuates model-based reinforcement learning.","Computational psychiatry focuses on identifying core cognitive processes that appear altered across distinct psychiatric disorders. Temporal discounting of future rewards and model-based control during reinforcement learning have proven as two promising candidates. Despite its trait-like stability, temporal discounting may be at least partly under contextual control. Highly arousing cues were shown to increase discounting, although evidence to date remains somewhat mixed. Whether model-based reinforcement learning is similarly affected by arousing cues remains unclear. Here, we tested cue-reactivity effects (erotic pictures) on subsequent temporal discounting and model-based reinforcement learning in a within-subjects design in n = 39 healthy heterosexual male participants. Self-reported and physiological arousal (cardiac activity and pupil dilation) were assessed before and during cue exposure. Arousal was increased during exposure of erotic versus neutral cues both on the subjective and autonomic level. Erotic cue exposure increased discounting as reflected by more impatient choices. Hierarchical drift diffusion modeling (DDM) linked increased discounting to a shift in the starting point bias of evidence accumulation toward immediate options. Model-based control during reinforcement learning was reduced following erotic cues according to model-agnostic analysis. Notably, DDM linked this effect to attenuated forgetting rates of unchosen options, leaving the model-based control parameter unchanged. Our findings replicate previous work on cue-reactivity effects in temporal discounting and for the first time show similar effects in model-based reinforcement learning in a heterosexual male sample. This highlights how environmental cues can impact core human decision processes and reveal that comprehensive modeling approaches can yield novel insights in reward-based decision processes.",David Mathar; Annika Wiebe; Deniz Tuzsus; Kilian Knauth; Jan Peters,2023,2023,Psychophysiology,10.1111/psyp.14381,,https://pubmed.ncbi.nlm.nih.gov/37435973/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,"The study tests physiologically modulated model-based reinforcement learning, directly evaluating transition-based planning control in humans.",exclude,not_applicable,no_future_or_action_evaluation,"The erotic cue exposure increases physiological arousal biases choices immediate rewards study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,wrong_domain,reviewer_consensus,A: Models reward learning in healthy participants after erotic cues; does not model a medical or biomedical health state. B: The modeled system is outside the review’s substantive medical or biomedical scope.,,,,,,,,,,,,
ALT-3620e85be32e,fresh_alternate_public_search,"Erotic cue exposure increases physiological arousal, biases choices towards immediate rewards and attenuates model-based reinforcement learning","Computational psychiatry focuses on identifying core cognitive processes that appear altered across a broad range of psychiatric disorders. Temporal discounting of future rewards and model-based control during reinforcement learning have proven as two promising candidates. Despite its trait-like stability, temporal discounting has been suggested to be at least partly under contextual control. For example, highly arousing cues such as erotic pictures were shown to increase discounting, although overall evidence to date remains somewhat mixed. Whether model-based reinforcement learning is similarly affected by arousing cues is unclear. Here we tested cue-reactivity effects (erotic pictures) on subsequent temporal discounting and model-based reinforcement learning in a within-subjects design in n=39 healthy male participants. Self-reported and physiological arousal (cardiac activity and pupil dilation) were assessed before and during cue exposure. Arousal was increased during exposure of erotic vs. neutral cues both on the subjective and autonomic level. Erotic cue exposure nominally increased discounting as reflected by reduced choices of delayed options. Hierarchical drift diffusion modeling (DDM) linked increased discounting to a shift in the starting point bias of evidence accumulation towards immediate options. Model-based control during reinforcement learning was reduced following erotic cues according to model-agnostic analysis. Notably, DDM linked this effect to attenuated forgetting rates of unchosen options, leaving the model-based control parameter unchanged. Our findings replicate previous work on cue-reactivity effects in temporal discounting and for the first time show similar effects in model-based reinforcement learning. Our results highlight how environmental cues can impact core human decision processes and reveal that comprehensive drift diffusion modeling approaches can yield novel insights in reward-based decision processes.","Mathar D, Wiebe A, Tuzsus D, Knauth K, Peters J.",2022,2022-09-06,,10.1101/2022.09.04.506507,,https://europepmc.org/article/PPR/PPR540247,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,"The study tests physiologically modulated model-based reinforcement learning, directly evaluating transition-based planning control in humans.",exclude,not_applicable,no_future_or_action_evaluation,"The erotic cue exposure increases physiological arousal biases choices immediate rewards study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,duplicate_publication,reviewer_consensus,A: Preprint reports the same behavioral study as row 74; superseded by the peer-reviewed journal article. B: This is an earlier or less complete publication version of the retained study.,,,,,,,,,,,,
ALT-75c423c80690,fresh_alternate_public_search,Exploring the suitability of piecewise-linear dynamical system models for cognitive neural dynamics.,"Dynamical system models have proven useful for decoding the current brain state from neural activity. So far, neuroscience has largely relied on either linear models or non-linear models based on artificial neural networks (ANNs). Piecewise linear approximations of non-linear dynamics have proven useful in other technical applications. Moreover, such explicit models provide a clear advantage over ANN-based models when the dynamical system is not only supposed to be observed, but also controlled, in particular when a controller with guarantees is needed. Here we explore whether piecewise-linear dynamical system models (recurrent Switching Linear Dynamical System or rSLDS models) could be useful for modeling brain dynamics, in particular in the context of cognitive tasks. These models have the advantage that they can be estimated not only from continuous observations like field potentials or smoothed firing rates, but also from sparser single-unit spiking data. We first generate artificial neural data based on a non-linear computational model of perceptual decision-making and demonstrate that piecewise-linear dynamics can be successfully recovered from these observations. We then demonstrate that the piecewise-linear model outperforms a linear model in terms of predicting future states of the system and associated neural activity. Finally, we apply our approach to a publicly available dataset recorded from monkeys performing perceptual decisions. Much to our surprise, the piecewise-linear model did not provide a significant advantage over a linear model for these particular data, although linear models that were estimated from different trial epochs showed qualitatively different dynamics. In summary, we present a dynamical system modeling approach that could prove useful in situations, where the brain state needs to be controlled in a closed-loop fashion, for example, in new neuromodulation applications for treating cognitive deficits. Future work will have to show under what conditions the brain dynamics are sufficiently non-linear to warrant the use of a piecewise-linear model over a linear one.","Wu J, Asamoah B, Kong Z, Ditterich J.",2025,2025-05-12,,10.3389/fnins.2025.1582080,,https://europepmc.org/article/MED/40421134,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Data-fitted rSLDS models predict future neural states and are evaluated on simulated and monkey recordings.,exclude,not_applicable,no_future_or_action_evaluation,"The exploring suitability piecewise linear dynamical system cognitive neural dynamics study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,outside_world_model_conceptual_boundary,post_qc_lead_source_sufficiency,"The rSLDS study estimates and predicts neural dynamics, while closed-loop neuromodulation is stated only as a possible future use; the learned transition is not operationally used for planning or control and has no simulator identity.",include,empirical,learned_one_step_state_transition,Recurrent switching linear dynamical systems are fitted to neural time series and directly evaluated for future-state and neural-activity prediction on synthetic and macaque data.,"Full text, rSLDS model and Evaluation metrics: held-out R2, mean Euclidean distance, synthetic recovery, and future-state prediction on monkey decision-task recordings.",high,exclude,not_applicable,outside_world_model_conceptual_boundary,"The rSLDS study estimates and predicts neural dynamics, while closed-loop neuromodulation is stated only as a possible future use; the learned transition is not operationally used for planning or control and has no simulator identity.",Version-of-record rSLDS model and Evaluation sections: synthetic recovery and future-state prediction on monkey recordings; the Discussion presents closed-loop control as future work.,high
