audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence
ALT-36f6d95f9f66,fresh_alternate_public_search,Digital Twins as the Implementation Layer of Precision Medicine in Pediatric Neurosurgery.,"Pediatric neurosurgery increasingly utilizes precision medicine, but practitioners encounter challenges in translating complex data into individualized care. Digital twin (DT) bridges this gap by linking real-world data to a dynamic patient in-silico model, facilitating prediction and adaptive management as new data emerge. This narrative review explores the essential features of DTs, highlighting their relevance and associated risks in pediatric neurosurgery. The DT framework is structured around five components : the patient, a data connection, a patient-in-silico model, a clinician interface, and temporal synchronization. Foundational modeling approaches are summarized, spanning mechanistic simulations, artificial intelligence, and hybrid models that combine mechanistic structure with datadriven inference. Clinical translation is framed around uncertainty and calibration, along with interpretability and detection of distribution shifts. Potential applications are organized by concrete clinical questions in epilepsy surgery, pediatric neuro-oncology, cerebrovascular disease, hydrocephalus, and craniosynostosis. A translational pathway is outlined that progresses from decision-oriented prototypes and retrospective validation to prospective evaluation and interventional studies within learning health systems, supported by robust governance and auditable workflows. With meticulous validation and cautious deployment tailored to pediatric populations, DTs may enhance transparency, testability, and shared decision-making in precision pediatric neurosurgery.",Koh EJ.,2026,2026-05-15,,10.3340/jkns.2026.0060,,https://europepmc.org/article/MED/42135038,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,This pediatric-neurosurgery review defines digital-twin components and provides a staged clinical-translation framework.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins as implementation layer precision medicine pediatric neurosurgery, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The narrative review offers a translational framework and hypothetical pediatric neurosurgical uses, while noting that decision-oriented twins still require validation; learned rollout evidence is not central.",,,,,,
ALT-386154555f3d,fresh_alternate_public_search,Digital Twins for Personalized Medicine Require Epidemiological Data and Mathematical Modeling: Viewpoint.,"Digital twin (DT) technology is revolutionizing clinical practice by integrating diverse epidemiological data sources to create dynamic, patient-specific simulations. By leveraging data from genomics, proteomics, imaging, sociodemographics, and real-world behaviors, DTs provide a computational framework to model disease progression, optimize treatments, and personalize health care interventions. Through artificial intelligence (AI) and mathematical modeling, DTs facilitate predictive analytics for disease risk assessment, early diagnosis, and treatment response forecasting. This viewpoint explores the mathematical foundations of DTs, including differential equations for health trajectory modeling, Bayesian networks for multiomics integration, Markov models for disease progression, and reinforcement learning for treatment optimization. In addition, machine learning techniques such as recurrent neural networks and transformers enhance the predictive power of DTs by analyzing time-series clinical data and predicting future health events. The potential applications of DTs extend beyond individual patient care to public health surveillance, hospital resource management, and epidemiological modeling. However, several challenges persist, including data privacy concerns, computational infrastructure requirements, validation of predictive models, and regulatory compliance. Addressing these limitations requires interdisciplinary collaboration among health care providers, data scientists, and policy makers. With advancements in AI, wearable technology, and multiomics data integration, DTs are poised to reshape precision medicine. Future research should focus on refining computational efficiency, standardizing data interoperability, and ensuring ethical AI-driven decision-making. The continued evolution of DTs offers a transformative approach to proactive and personalized health care, reducing disease burden and enhancing patient outcomes.",Vallée A.,2025,2025-08-05,,10.2196/72411,,https://europepmc.org/article/MED/40762974,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This medical digital-twin viewpoint synthesizes modeling foundations, clinical applications, and implementation challenges.",exclude,not_applicable,review_not_primary,This review centers on digital twins personalized medicine require epidemiological data mathematical viewpoint rather than evaluated medical learned world-model dynamics as its primary subject.,exclude,not_applicable,review_not_primary,third_full_text_adjudication,This viewpoint explains mathematical and AI building blocks for future digital twins but is not a substantial evidence synthesis of evaluated learned dynamic simulators.,,,,,,
ALT-5fbea853f1dc,fresh_alternate_public_search,"Digital Twins for Predictive, Preventive Personalized, and Participatory Treatment of Immune-Mediated Diseases.","Digital twins are computational models of complex systems, which aim to understand and optimize those systems more effectively than would be possible in real life. Ideally, digital twins can be translated to individual patients, to characterize and computationally treat their diseases with thousands of drugs, to select the drug or drugs that cure the patients. The background problem is that many patients do not respond adequately to drug treatment. This problem reflects a wide gap between the complexity of diseases and clinical practice. Each disease may involve altered interactions between thousands of genes that vary between different cell types in different organs. To our knowledge, these altered interactions have not been characterized on a genome-, cellulome-, and organ-wide scale in any disease. Thus, clinical translation of the digital twin ideal for predictive, preventive, personalized and participatory treatment involves formidable challenges, which are close to the limits of, or beyond today's technologies. Here, I discuss recent developments and challenges in relation to that ideal focusing on immune-mediated inflammatory diseases, as well as examples from other diseases.",Benson M.,2023,2023-01-26,,10.1161/atvbaha.122.318331,,https://europepmc.org/article/MED/36700428,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,This disease-focused review synthesizes digital-twin applications and translation challenges for personalized immune-disease treatment.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins predictive preventive personalized participatory treatment immune mediated diseases, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The short review discusses the digital-twin ideal and technological challenges in immune-mediated disease, with few examples and no central synthesis of learned transition evaluations.",,,,,,
ALT-0c7ca3990ee0,fresh_alternate_public_search,"Digital Twins in Neurology Care: Evidence, Limitations, and a Path Forward.","Digital twins are increasingly promoted in neurology as an advancement beyond conventional artificial intelligence, yet the term is often applied without conceptual or methodological rigor. Strict definitions describe digital twins as dynamically updated, bidirectionally linked models that generate predictive, decision-relevant value, criteria rarely met by current neurological applications. This Opinion critically examines the state of digital twins across major neurological domains, including dementia, multiple sclerosis, Parkinson's disease, epilepsy, stroke, pain, and migraine. We argue that most existing systems are more accurately described as twin-inspired longitudinal decision-support or trial-analytics models rather than true clinical digital twins. While neurology is well-suited to digital twin approaches due to disease heterogeneity, multimodal data, and iterative care pathways, progress is limited by gaps in measurement validity, uncertainty handling, prospective evaluation, and governance. A pragmatic path forward is proposed, emphasizing question-specific, validated neurological digital twins over overgeneralized brain twin narratives, and suggesting that much of the current field is better understood as twin-inspired modeling rather than true clinical digital twin implementation.",Parisa Gazerani,2026,2026,Journal of integrative neuroscience,10.31083/jin50563,,https://pubmed.ncbi.nlm.nih.gov/42216639/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,review,include_review,"This neurology review provides a strict definition, evidence assessment, limitations, and clinical-translation pathway.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins neurology care evidence limitations path forward, including prediction, simulation, or intervention use.",exclude,not_applicable,review_scope_too_broad,post_adjudication_inclusion_qc,This is an opinion spanning many neurological domains and proposed standards; it does not centrally synthesize inspectable learned-transition systems with operational dynamics evaluations.,exclude,not_applicable,review_scope_too_broad,This is an opinion spanning many neurological domains and proposed standards; it does not centrally synthesize inspectable learned-transition systems with operational dynamics evaluations.,"Primary article abstract: conceptual critique across dementia, multiple sclerosis, Parkinson disease, epilepsy, stroke, pain, and migraine; most systems are labeled twin-inspired.",high
ALT-b5ebc3599d50,fresh_alternate_public_search,"Digital twins in precision pharmacotherapy: emerging applications, challenges, and future directions.","Digital twin technology, defined as dynamic digital models that represent individual patients, is emerging as a promising paradigm in precision pharmacotherapy. The integration of pharmacokinetic and pharmacodynamic (PK/PD) modeling, clinical data, genomic information, and real-time patient monitoring enables digital twins to shift drug therapy away from population-based averages toward individualized, adaptive decisions. This narrative review explores conceptual frameworks, emerging applications, methodological approaches, clinical value, limitations, and future directions of digital twins in pharmacotherapy, with particular emphasis on the role of clinical pharmacists. Unlike broader digital twin reviews that primarily emphasize technical architectures, disease-specific applications, or pharmaceutical research and development, this review focuses on the clinical-pharmacy translation layer: how digital twin outputs can be interpreted, validated, communicated, and converted into actionable medication decisions at the bedside and across ambulatory care settings. Key applications include precision dosing, polypharmacy management, antimicrobial stewardship, and the optimization of complex therapies, alongside important ethical, regulatory, and implementation challenges.","Jarab AS, Al-Qerem W, Jarab H, Jrab O, Elsherif R, Al Meslamani AZ, Al Hamarneh Y, Aburuz S.",2026,2026-08-18,,10.3389/fdgth.2026.1881217,,https://europepmc.org/article/MED/42682858,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This pharmacotherapy review synthesizes digital-twin methods, medication applications, validation, and bedside translation.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins precision pharmacotherapy emerging applications challenges future directions, including prediction, simulation, or intervention use.",exclude,not_applicable,review_scope_too_broad,post_adjudication_inclusion_qc,"The narrative review emphasizes conceptual translation, clinical-pharmacy workflows, and prospective applications; learned or adapted transition models with direct rollout evidence are not systematically central.",exclude,not_applicable,review_scope_too_broad,"The narrative review emphasizes conceptual translation, clinical-pharmacy workflows, and prospective applications; learned or adapted transition models with direct rollout evidence are not systematically central.","Full text sections: conceptual framework, MIPD distinction, use cases, implementation, current status, and future directions.",medium
ALT-1d78c0c833ef,fresh_alternate_public_search,Digital twins in urology: a vision for the future of urological practice.,"Digital twins, dynamic, patient-specific virtual replicas of physical systems are gaining momentum across various medical fields. Their capacity to simulate and predict biological behavior offers unprecedented opportunities for personalized care. While their utility has been demonstrated in oncology, their application in urology remains nascent, and there is still a significant gap in literature findings. This review explores the theoretical framework, current evidence, and future potential of digital twins technology in managing urological conditions such as urolithiasis, benign prostatic hyperplasia (BPH), and nonmuscle invasive bladder cancer. A narrative literature review, guided by SANRA criteria, was conducted using PubMed and Scopus databases to identify relevant studies on the application of digital twins in healthcare, with a focus on urology and related fields. Additional sources from AI, imaging, and computational modelling were incorporated to support technological and theoretical concepts. Real-world use cases and clinical scenarios were constructed to illustrate the conceptual application of digital twins in endourology. Although limited in number, preliminary studies have shown promising results in uro-oncology, particularly for prostate and renal cancers. No models have yet been developed for benign urological diseases. Hypothetical applications in endourology include personalized procedural planning, dynamic follow-up, prediction of obstruction or recurrence, and real-time intraoperative guidance. Integration of imaging, functional data, and AI algorithms could create continuously adaptive simulations to support decision-making and improve treatment outcomes. However, barriers such as data complexity, cost, lack of validation frameworks, and clinician trust persist. Digital twins hold transformative potential for the future of urology, promising to personalize care across diagnosis, treatment, and surveillance. While the path to clinical integration is challenged by technical, ethical, and infrastructural hurdles, collaborative efforts and real-world validation studies are critical to realizing their full potential in clinical practice.","Nedbal C, Madaan S, Nabi G, Somani BK.",2026,2026-01-01,,10.1177/17562872261419592,,https://europepmc.org/article/MED/41684950,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,This urology review assesses current evidence and provides disease-specific applications and clinical-translation challenges.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins urology vision future urological practice, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,The urology review reports very limited existing evidence and develops hypothetical clinical scenarios; it does not centrally synthesize evaluated learned dynamics.,,,,,,
ALT-2ff62462ed4f,fresh_alternate_public_search,Digital Twins: From Personalised Medicine to Precision Public Health.,"A digital twin is a virtual model of a physical entity, with dynamic, bi-directional links between the physical entity and its corresponding twin in the digital domain. Digital twins are increasingly used today in different industry sectors. Applied to medicine and public health, digital twin technology can drive a much-needed radical transformation of traditional electronic health/medical records (focusing on individuals) and their aggregates (covering populations) to make them ready for a new era of precision (and accuracy) medicine and public health. Digital twins enable learning and discovering new knowledge, new hypothesis generation and testing, and in silico experiments and comparisons. They are poised to play a key role in formulating highly personalised treatments and interventions in the future. This paper provides an overview of the technology's history and main concepts. A number of application examples of digital twins for personalised medicine, public health, and smart healthy cities are presented, followed by a brief discussion of the key technical and other challenges involved in such applications, including ethical issues that arise when digital twins are applied to model humans.","Kamel Boulos MN, Zhang P.",2021,2021-07-29,,10.3390/jpm11080745,,https://europepmc.org/article/MED/34442389,,europe_pmc,europe_pmc_core,indexed,,exclude,review,review_not_primary,"This generic overview spans medicine, public health, and cities without focused healthcare world-model evidence synthesis.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins personalised medicine precision public health, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"This broad overview covers digital-twin concepts, public health examples, and ethics rather than learned medical transition or rollout evidence as a central category.",,,,,,
ALT-6557539979ea,fresh_alternate_public_search,Digital-twin Healthcare: A Gateway to Future Medicine (Preprint),"UNSTRUCTURED With the development of the world economy and improvements in living standards, people are paying more attention to their healthcare. As simulation is playing an increasingly important role in the field of medicine, providing the individual patient with a customised diagnosis and treatment is envisage as part of future precision medicine. Such customisation will become possible through the emergence of digital twin (DT) technology. As an engineering concept that reflects the true mirror image of a physical entity, the DT is increasingly being used in the field of precision health and personalised medicine. This review summarises the progress of prominent research on DT technology in the medical field and forecasts potential applications and future opportunities and discusses several challenges remaining in digital healthcare. The author hopes that the review encourages additional efforts towards the development and acceptance of DT techniques.",Zhonghai Li,2022,2022,JMIR Publications Inc.,10.2196/preprints.36867,,https://doi.org/10.2196/preprints.36867,posted-content,crossref,"""medical digital twin"" trajectory",registered,,exclude,review,review_not_primary,Reviews medical digital twins broadly rather than healthcare world models with an operational taxonomy or evidence map.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twin healthcare gateway future medicine, including prediction, simulation, or intervention use.",exclude,not_applicable,duplicate_publication,third_full_text_adjudication,This preprint is an earlier version of the subsequently published Digital-twin Healthcare article and is not retained separately.,,,,,,
ALT-38a784f6d7ac,fresh_alternate_public_search,Disease progression simulation via generative AI: assessing the credibility of a conditional longitudinal autoencoder via a case study in Alzheimer’s Disease,,Nick Henscheid; Jagdeep Podichetty,2026,2026,Disease progression simulation via generative AI: assessing the credibility of a conditional longitudinal autoencoder via a case study in Alzheimer’s Disease,10.70534/sxwc6774,,https://doi.org/10.70534/sxwc6774,proceedings-article,crossref,"""disease progression model"" generative intervention",registered,,uncertain,empirical,insufficient_abstract,"The title suggests learned longitudinal simulation, but no abstract confirms transition learning or future-state evaluation.",uncertain,empirical,insufficient_abstract,"The disease progression simulation generative ai assessing credibility conditional longitudinal autoencoder title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",exclude,not_applicable,inaccessible_full_text,third_full_text_adjudication,"A stable conference record and poster link exist, but accessible primary text was insufficient to verify the conditional autoencoder data, rollout protocol, and reported credibility results.",,,,,,
ALT-436d568a61b6,fresh_alternate_public_search,"Drug Development Digital Twins for Drug Discovery, Testing and Repurposing: A Schema for Requirements and Development.","There has been a great deal of interest in the concept, development and implementation of medical digital twins. This interest has led to wide ranging perceptions of what constitutes a medical digital twin. This Perspectives article will provide 1) a description of fundamental features of industrial digital twins, the source of the digital twin concept, 2) aspects of biology that challenge the implementation of medical digital twins, 3) a schematic program of how a specific medical digital twin project could be defined, and 4) an example description within that schematic program for a specific type of medical digital twin intended for drug discovery, testing and repurposing, the Drug Development Digital Twin (DDDT).",Gary An; Chase Cockrell,2022,2022,Frontiers in systems biology,10.3389/fsysb.2022.928387,,https://pubmed.ncbi.nlm.nih.gov/35935475/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,exclude,not_applicable,no_primary_empirical_evaluation,This perspective proposes a digital-twin schema without primary empirical model evaluation.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for drug digital twins drug discovery testing repurposing schema requirements, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,This Perspectives article specifies requirements and a development schema for a future drug-development twin rather than reviewing or reporting evaluated learned dynamics.,,,,,,
ALT-4d8c92d03168,fresh_alternate_public_search,DYNAMIC CLASSIFICATION OF LATENT DISEASE PROGRESSION WITH AUXILIARY SURROGATE LABELS.,"Disease progression prediction based on patients' evolving health information is challenging when true disease states are unknown due to diagnostic capabilities or high costs. For example, the absence of gold-standard neurological diagnoses hinders distinguishing Alzheimer's disease (AD) from related conditions such as AD-related dementias (ADRDs), including Lewy body dementia (LBD). Combining temporally dependent surrogate labels and health markers may improve disease prediction. However, existing literature models informative surrogate labels and observed variables that reflect the underlying states using purely generative approaches, often posing unrealistic assumptions on the outcomes and suffering from misspecification thereof. We propose integrating the conventional hidden Markov model as a generative model with a time-varying discriminative classification model to simultaneously handle potentially misspecified surrogate labels and incorporate important markers of disease progression. We develop an adaptive forward-backward algorithm with subjective labels for estimation, and utilize the modified posterior and Viterbi algorithms to predict the progression of future states or new patients based on objective markers only. Importantly, the adaptation eliminates the need to model the marginal distribution of longitudinal markers, a requirement in traditional algorithms. Asymptotic properties are established, and significant improvements in finite samples are demonstrated via simulation studies. Analysis of the neuropathological dataset of the National Alzheimer's Coordinating Center (NACC) shows much improved accuracy in distinguishing LBD from AD.","Cai Z, Zeng D, Marder KS, Honig LS, Wang Y.",2026,2026-03-20,,10.1214/26-aoas2150,,https://europepmc.org/article/MED/41867350,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,A hidden Markov transition model predicts future disease states and is evaluated in simulations and NACC data.,exclude,not_applicable,no_learned_dynamics,The dynamic classification latent disease progression auxiliary surrogate labels study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,The latent model is evaluated mainly by current-state classification from accumulated markers; its empirical tests do not assess free-running future trajectories or action-conditioned transitions.,,,,,,
ALT-5da29b0ea727,fresh_alternate_public_search,Editorial: The future of oncology: digital twins and precision cancer care.,,"Stahlberg E, Deng J, Hernandez-Boussard T, Wang Q, Liu H, Syeda-Mahmood T, Aguilar B, Wu H, Zhang A.",2026,2026-07-29,,10.3389/frai.2026.1912241,,https://europepmc.org/article/MED/42591663,,europe_pmc,europe_pmc_core,indexed,,uncertain,review,insufficient_abstract,"The oncology digital-twin editorial may offer clinical-translation synthesis, but absent content prevents eligibility assessment.",exclude,not_applicable,no_primary_empirical_evaluation,"The editorial future oncology digital twins precision cancer care record is editorial, corrective, conceptual, or consensus-based and lacks a primary learned-dynamics evaluation.",exclude,not_applicable,no_primary_empirical_evaluation,reviewer_consensus,A: Is an editorial on oncology digital twins; contains no primary methods and results evaluation. B: The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.,,,,,,
ALT-95ce497fab31,fresh_alternate_public_search,EE221 ECONOMIC IMPACT OF AN AI-ENABLED DIGITAL TWIN INTERVENTION IN TYPE 2 DIABETES,,Caleb Brooks; Aleksandra V. Schifman; Tyler Koep,2026,2026,Value in Health,10.1016/j.jval.2026.03.516,,https://doi.org/10.1016/j.jval.2026.03.516,journal-article,crossref,"""clinical digital twin"" intervention",registered,,uncertain,empirical,insufficient_abstract,"The title mentions a diabetes digital twin, but no abstract permits assessment of learned dynamics or rollout evaluation.",exclude,not_applicable,no_learned_dynamics,"The ee221 economic impact ai enabled digital twin intervention type 2 record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",exclude,not_applicable,no_primary_empirical_evaluation,third_full_text_adjudication,The record is a short economic conference abstract and does not expose sufficient model methods or results to verify learned transition dynamics and direct simulation evaluation.,,,,,,
ALT-daca74f7c431,fresh_alternate_public_search,"Erotic cue exposure increases physiological arousal, biases choices toward immediate rewards, and attenuates model-based reinforcement learning.","Computational psychiatry focuses on identifying core cognitive processes that appear altered across distinct psychiatric disorders. Temporal discounting of future rewards and model-based control during reinforcement learning have proven as two promising candidates. Despite its trait-like stability, temporal discounting may be at least partly under contextual control. Highly arousing cues were shown to increase discounting, although evidence to date remains somewhat mixed. Whether model-based reinforcement learning is similarly affected by arousing cues remains unclear. Here, we tested cue-reactivity effects (erotic pictures) on subsequent temporal discounting and model-based reinforcement learning in a within-subjects design in n = 39 healthy heterosexual male participants. Self-reported and physiological arousal (cardiac activity and pupil dilation) were assessed before and during cue exposure. Arousal was increased during exposure of erotic versus neutral cues both on the subjective and autonomic level. Erotic cue exposure increased discounting as reflected by more impatient choices. Hierarchical drift diffusion modeling (DDM) linked increased discounting to a shift in the starting point bias of evidence accumulation toward immediate options. Model-based control during reinforcement learning was reduced following erotic cues according to model-agnostic analysis. Notably, DDM linked this effect to attenuated forgetting rates of unchosen options, leaving the model-based control parameter unchanged. Our findings replicate previous work on cue-reactivity effects in temporal discounting and for the first time show similar effects in model-based reinforcement learning in a heterosexual male sample. This highlights how environmental cues can impact core human decision processes and reveal that comprehensive modeling approaches can yield novel insights in reward-based decision processes.",David Mathar; Annika Wiebe; Deniz Tuzsus; Kilian Knauth; Jan Peters,2023,2023,Psychophysiology,10.1111/psyp.14381,,https://pubmed.ncbi.nlm.nih.gov/37435973/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,"The study tests physiologically modulated model-based reinforcement learning, directly evaluating transition-based planning control in humans.",exclude,not_applicable,no_future_or_action_evaluation,"The erotic cue exposure increases physiological arousal biases choices immediate rewards study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,wrong_domain,reviewer_consensus,A: Models reward learning in healthy participants after erotic cues; does not model a medical or biomedical health state. B: The modeled system is outside the review’s substantive medical or biomedical scope.,,,,,,
ALT-3620e85be32e,fresh_alternate_public_search,"Erotic cue exposure increases physiological arousal, biases choices towards immediate rewards and attenuates model-based reinforcement learning","Computational psychiatry focuses on identifying core cognitive processes that appear altered across a broad range of psychiatric disorders. Temporal discounting of future rewards and model-based control during reinforcement learning have proven as two promising candidates. Despite its trait-like stability, temporal discounting has been suggested to be at least partly under contextual control. For example, highly arousing cues such as erotic pictures were shown to increase discounting, although overall evidence to date remains somewhat mixed. Whether model-based reinforcement learning is similarly affected by arousing cues is unclear. Here we tested cue-reactivity effects (erotic pictures) on subsequent temporal discounting and model-based reinforcement learning in a within-subjects design in n=39 healthy male participants. Self-reported and physiological arousal (cardiac activity and pupil dilation) were assessed before and during cue exposure. Arousal was increased during exposure of erotic vs. neutral cues both on the subjective and autonomic level. Erotic cue exposure nominally increased discounting as reflected by reduced choices of delayed options. Hierarchical drift diffusion modeling (DDM) linked increased discounting to a shift in the starting point bias of evidence accumulation towards immediate options. Model-based control during reinforcement learning was reduced following erotic cues according to model-agnostic analysis. Notably, DDM linked this effect to attenuated forgetting rates of unchosen options, leaving the model-based control parameter unchanged. Our findings replicate previous work on cue-reactivity effects in temporal discounting and for the first time show similar effects in model-based reinforcement learning. Our results highlight how environmental cues can impact core human decision processes and reveal that comprehensive drift diffusion modeling approaches can yield novel insights in reward-based decision processes.","Mathar D, Wiebe A, Tuzsus D, Knauth K, Peters J.",2022,2022-09-06,,10.1101/2022.09.04.506507,,https://europepmc.org/article/PPR/PPR540247,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,"The study tests physiologically modulated model-based reinforcement learning, directly evaluating transition-based planning control in humans.",exclude,not_applicable,no_future_or_action_evaluation,"The erotic cue exposure increases physiological arousal biases choices immediate rewards study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,duplicate_publication,reviewer_consensus,A: Preprint reports the same behavioral study as row 74; superseded by the peer-reviewed journal article. B: This is an earlier or less complete publication version of the retained study.,,,,,,
ALT-a34805bc05f7,fresh_alternate_public_search,Fast-acting insulin aspart (Fiasp®) improves glycemic outcomes when used with MiniMed,"INTRODUCTION: Medtronic has developed a virtual patient simulator for modeling and predicting insulin therapy outcomes for people with type 1 diabetes (T1D). An enhanced simulator was created to estimate outcomes when using the MiniMedTM 670G system with standard NovoLog® (EU: NovoRapid, US: NovoLog) versus Fiasp ® by using clinical data. METHODS: Sixty-seven participants' PK profiles were generated per type of insulin (Total of 134 PK profiles). 7,485 virtual patients' PK measurements was matched with one of the 67 NovoLog® PK Tmax values. These 7,485 virtual patients were then simulated using the Medtronic MiniMed™ 670G algorithm following an in-silico protocol of 90 days: 14 days in open loop (Manual Mode) followed by 76 days in closed loop (Auto Mode). Simulation study was repeated with each NovoLog® PK profile being replaced by its corresponding Fiasp® PK profile in the same virtual patient. To validate our in-silico analysis, we compared the results of ""actual"" 19 ""real life"" patients from a clinical study RESULTS: Simulated overall and postprandial glycemic outcomes improved in all age groups with Fiasp®. The percentage of time in the euglycemic range increased by about ~2.2% with Fiasp®, in all age groups (p < 0.01). The percentage of time spent at <70 mg/dL was reduced by about ~0.6% with insulin Fiasp® (p < 0.01) and the mean glucose was reduced by about 1.3 mg/dL (p < 0.01), excluding those age <7 years. The simulated mean postprandial SG was reduced by ~5 mg/dL, a significant difference for all age groups. A clinical study results showed similar improvements with MiniMedTM 670G system when switching from NovoLog® to Fiasp®. CONCLUSIONS: The simulation studies indicate that using Fiasp® in place of NovoLog® with the MiniMedTM 670G system will significantly improve the time spent in the healthy, euglycemic range and reduce exposure to hyperglycemia and hypoglycemia in most patients.",Benyamin Grosman; Di Wu; Neha Parikh; Anirban Roy; Gayane Voskanyan; Natalie Kurtz; Jeppe Sturis; Ohad Cohen; Magnus Ekelund; Robert Vigersky,2021,2021,Computer methods and programs in biomedicine,10.1016/j.cmpb.2021.106087,,https://pubmed.ncbi.nlm.nih.gov/33873075/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,The clinically adapted virtual-patient simulator compares insulin substitutions through validated 90-day closed-loop rollouts.,exclude,not_applicable,no_primary_empirical_evaluation,"The fast acting insulin aspart improves glycemic outcomes when used minimed record is editorial, corrective, conceptual, or consensus-based and lacks a primary learned-dynamics evaluation.",exclude,not_applicable,no_learned_transition,post_adjudication_inclusion_qc,The study runs a pre-existing virtual-patient simulator and closed-loop algorithm after matching fixed pharmacokinetic profiles; it does not learn or adapt the glucose transition from observed patient trajectories.,exclude,not_applicable,no_learned_transition,The study runs a pre-existing virtual-patient simulator and closed-loop algorithm after matching fixed pharmacokinetic profiles; it does not learn or adapt the glucose transition from observed patient trajectories.,"Primary article, Methods: 7,485 existing virtual patients were assigned one of 67 PK profiles and simulated for 90 days; clinical data were used only for comparison.",high
ALT-ba03c9107843,fresh_alternate_public_search,Fictive Learning in Model-based Reinforcement Learning by Generalized Reward Prediction Errors,"Abstract Reinforcement learning (RL) is a normative computational framework to account for reward-based learning. However, widely used RL models, including Q-learning and its variants, fail to capture some key behavioral phenomena observed in animal experiments, particularly the dynamic switch between model-free and model-based control in the two-step task. A fundamental discrepancy is that learning is restricted to experienced outcomes in the models, whereas biological agents may generalize learning to unvisited options based on internal world models, so-called fictive learning. We propose a simple, brain-inspired fictive learning rule and conduct the rodent two-step task to examine whether fictive learning could explain the observed behavior. The learning rule uses a generalized reward prediction error to update both experienced and non-encountered states and actions. The factual prediction error is scaled by the event correlation inferred from the internal model for fictive update. The generalized reward prediction error might be supported by brain-wide dopaminergic broadcasting. Through simulations, we show that this model reproduces key behavioral traits in the two-step task, including stay probabilities and regression analysis, which common RL models fail to explain. Model fitting validates its superior fit over existing alternatives. Furthermore, the model replicates dopaminergic dynamics observed in the same task. This framework bridges normative RL theory and biological learning, offering new insights into adaptive behavior.",Jianning Chen; Masakazu Taira; Kenji Doya,2025,2025,openRxiv,10.1101/2025.06.12.659433,,https://doi.org/10.1101/2025.06.12.659433,posted-content,crossref,"""model-based reinforcement learning"" medical;""model-based reinforcement learning"" surgical",registered,,include,empirical,include_empirical,The fitted internal model learns action-outcome correlations and reproduces rodent behavior and dopaminergic dynamics through simulation.,exclude,not_applicable,no_future_or_action_evaluation,"The fictive learning reinforcement learning by generalized reward prediction errors study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,wrong_domain,reviewer_consensus,A: Models fictive reinforcement learning in a rodent task; the modeled state is behavioral learning rather than health dynamics. B: The modeled system is outside the review’s substantive medical or biomedical scope.,,,,,,
