candidate_id,title,field,reviewer_a,reviewer_b,reviewer_a_notes,reviewer_b_notes,reviewer_a_anchors,reviewer_b_anchors
MWM-XB41D731350,A digital twin for hospital antimicrobial resistance forecasting and constrained intervention optimisation,safety_hazard_test,yes,no,"This is strong within-simulator planning evidence with baseline containment, multiple policy perturbations and constraints. Causal evidence is partial because the estimand and matched random streams are explicit only within an assumed synthetic system; no real-hospital identification or external validation exists. Safety is a constraint/stress proxy, not clinical safety.","The causal/policy contrast is fully defined inside a known synthetic simulator, hence causal evidence is strong for that simulated data-generating process but does not establish real-hospital effects. The learned predictor is fixed-horizon, not shown consuming its own generated states recursively. Frozen validation is synthetic zero-shot shift.","medRxiv v1 Methods: synthetic hospital, H=7 graph forecasting, matched policy branches and MILP; Results report stress tests, held-out action-ranking accuracy/regret/non-worsening; official predictive and causal GitHub repositories.","Preprint Methods define the synthetic 10-ward/200-patient/300-staff hospital, T=7/H=7 prediction, partial surveillance, five-policy branch, common deterministic noise, and constrained optimization; Results report surveillance and distribution-shift stress tests and policy ranking; equation defines ΔB7(a)=B7(baseline)-B7(a)."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",highest_capability_claim,action_conditioned,counterfactual,"Full-text-only sample totals, exact metric definitions, inferential tests and causal assumptions are NI because of HTTP 429. Scores rely on the accessible abstract and official executable artifacts. Multiple real datasets are fitted separately, so external evidence is limited and not frozen. No formal uncertainty calibration, decision task or safety test was verifiable.","Full PDF/HTML access was blocked by bioRxiv HTTP 1015, so exact sample counts, paper tables, numerical findings, complete baselines, statistical procedures, maximum horizon, and frozen-validation status are NI rather than guessed. Counterfactual language is present, but no explicit population intervention estimand or complete causal identification was found in accessible primary artifacts.","Accessible bioRxiv v2 abstract; official GitHub README/docs; experimental_datasets Schiebinger, Semrau and Kameneva; article result scripts figure3.py-figure8.py; wild-type, KO, partial-KO, overexpression, stimulus and weights artifacts. bioRxiv PDF/XML returned HTTP 429 repeatedly on 2026-09-12.","BioRxiv API abstract/version record states joint GRN/protein trajectory reconstruction and prediction of unseen perturbations; official CardamomOT README, configs, tests, dataset modules, and results/figure scripts document mechanistic transcription/translation/degradation, Semrau/Kameneva/Schiebinger data, synthetic networks, AUPR/velocity analyses, dropout/time-point noise, and KO/overexpression/stimulus operators."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",rollout_evidence,2,1,"Full-text-only sample totals, exact metric definitions, inferential tests and causal assumptions are NI because of HTTP 429. Scores rely on the accessible abstract and official executable artifacts. Multiple real datasets are fitted separately, so external evidence is limited and not frozen. No formal uncertainty calibration, decision task or safety test was verifiable.","Full PDF/HTML access was blocked by bioRxiv HTTP 1015, so exact sample counts, paper tables, numerical findings, complete baselines, statistical procedures, maximum horizon, and frozen-validation status are NI rather than guessed. Counterfactual language is present, but no explicit population intervention estimand or complete causal identification was found in accessible primary artifacts.","Accessible bioRxiv v2 abstract; official GitHub README/docs; experimental_datasets Schiebinger, Semrau and Kameneva; article result scripts figure3.py-figure8.py; wild-type, KO, partial-KO, overexpression, stimulus and weights artifacts. bioRxiv PDF/XML returned HTTP 429 repeatedly on 2026-09-12.","BioRxiv API abstract/version record states joint GRN/protein trajectory reconstruction and prediction of unseen perturbations; official CardamomOT README, configs, tests, dataset modules, and results/figure scripts document mechanistic transcription/translation/degradation, Semrau/Kameneva/Schiebinger data, synthetic networks, AUPR/velocity analyses, dropout/time-point noise, and KO/overexpression/stimulus operators."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",uncertainty_evidence,0,1,"Full-text-only sample totals, exact metric definitions, inferential tests and causal assumptions are NI because of HTTP 429. Scores rely on the accessible abstract and official executable artifacts. Multiple real datasets are fitted separately, so external evidence is limited and not frozen. No formal uncertainty calibration, decision task or safety test was verifiable.","Full PDF/HTML access was blocked by bioRxiv HTTP 1015, so exact sample counts, paper tables, numerical findings, complete baselines, statistical procedures, maximum horizon, and frozen-validation status are NI rather than guessed. Counterfactual language is present, but no explicit population intervention estimand or complete causal identification was found in accessible primary artifacts.","Accessible bioRxiv v2 abstract; official GitHub README/docs; experimental_datasets Schiebinger, Semrau and Kameneva; article result scripts figure3.py-figure8.py; wild-type, KO, partial-KO, overexpression, stimulus and weights artifacts. bioRxiv PDF/XML returned HTTP 429 repeatedly on 2026-09-12.","BioRxiv API abstract/version record states joint GRN/protein trajectory reconstruction and prediction of unseen perturbations; official CardamomOT README, configs, tests, dataset modules, and results/figure scripts document mechanistic transcription/translation/degradation, Semrau/Kameneva/Schiebinger data, synthetic networks, AUPR/velocity analyses, dropout/time-point noise, and KO/overexpression/stimulus operators."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",causal_evidence,NA,1,"Full-text-only sample totals, exact metric definitions, inferential tests and causal assumptions are NI because of HTTP 429. Scores rely on the accessible abstract and official executable artifacts. Multiple real datasets are fitted separately, so external evidence is limited and not frozen. No formal uncertainty calibration, decision task or safety test was verifiable.","Full PDF/HTML access was blocked by bioRxiv HTTP 1015, so exact sample counts, paper tables, numerical findings, complete baselines, statistical procedures, maximum horizon, and frozen-validation status are NI rather than guessed. Counterfactual language is present, but no explicit population intervention estimand or complete causal identification was found in accessible primary artifacts.","Accessible bioRxiv v2 abstract; official GitHub README/docs; experimental_datasets Schiebinger, Semrau and Kameneva; article result scripts figure3.py-figure8.py; wild-type, KO, partial-KO, overexpression, stimulus and weights artifacts. bioRxiv PDF/XML returned HTTP 429 repeatedly on 2026-09-12.","BioRxiv API abstract/version record states joint GRN/protein trajectory reconstruction and prediction of unseen perturbations; official CardamomOT README, configs, tests, dataset modules, and results/figure scripts document mechanistic transcription/translation/degradation, Semrau/Kameneva/Schiebinger data, synthetic networks, AUPR/velocity analyses, dropout/time-point noise, and KO/overexpression/stimulus operators."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",horizon_resolved_results,yes,no,"Full-text-only sample totals, exact metric definitions, inferential tests and causal assumptions are NI because of HTTP 429. Scores rely on the accessible abstract and official executable artifacts. Multiple real datasets are fitted separately, so external evidence is limited and not frozen. No formal uncertainty calibration, decision task or safety test was verifiable.","Full PDF/HTML access was blocked by bioRxiv HTTP 1015, so exact sample counts, paper tables, numerical findings, complete baselines, statistical procedures, maximum horizon, and frozen-validation status are NI rather than guessed. Counterfactual language is present, but no explicit population intervention estimand or complete causal identification was found in accessible primary artifacts.","Accessible bioRxiv v2 abstract; official GitHub README/docs; experimental_datasets Schiebinger, Semrau and Kameneva; article result scripts figure3.py-figure8.py; wild-type, KO, partial-KO, overexpression, stimulus and weights artifacts. bioRxiv PDF/XML returned HTTP 429 repeatedly on 2026-09-12.","BioRxiv API abstract/version record states joint GRN/protein trajectory reconstruction and prediction of unseen perturbations; official CardamomOT README, configs, tests, dataset modules, and results/figure scripts document mechanistic transcription/translation/degradation, Semrau/Kameneva/Schiebinger data, synthetic networks, AUPR/velocity analyses, dropout/time-point noise, and KO/overexpression/stimulus operators."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",frozen_external_validation,no,unclear,"Full-text-only sample totals, exact metric definitions, inferential tests and causal assumptions are NI because of HTTP 429. Scores rely on the accessible abstract and official executable artifacts. Multiple real datasets are fitted separately, so external evidence is limited and not frozen. No formal uncertainty calibration, decision task or safety test was verifiable.","Full PDF/HTML access was blocked by bioRxiv HTTP 1015, so exact sample counts, paper tables, numerical findings, complete baselines, statistical procedures, maximum horizon, and frozen-validation status are NI rather than guessed. Counterfactual language is present, but no explicit population intervention estimand or complete causal identification was found in accessible primary artifacts.","Accessible bioRxiv v2 abstract; official GitHub README/docs; experimental_datasets Schiebinger, Semrau and Kameneva; article result scripts figure3.py-figure8.py; wild-type, KO, partial-KO, overexpression, stimulus and weights artifacts. bioRxiv PDF/XML returned HTTP 429 repeatedly on 2026-09-12.","BioRxiv API abstract/version record states joint GRN/protein trajectory reconstruction and prediction of unseen perturbations; official CardamomOT README, configs, tests, dataset modules, and results/figure scripts document mechanistic transcription/translation/degradation, Semrau/Kameneva/Schiebinger data, synthetic networks, AUPR/velocity analyses, dropout/time-point noise, and KO/overexpression/stimulus operators."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",explicit_causal_estimand,NA,no,"Full-text-only sample totals, exact metric definitions, inferential tests and causal assumptions are NI because of HTTP 429. Scores rely on the accessible abstract and official executable artifacts. Multiple real datasets are fitted separately, so external evidence is limited and not frozen. No formal uncertainty calibration, decision task or safety test was verifiable.","Full PDF/HTML access was blocked by bioRxiv HTTP 1015, so exact sample counts, paper tables, numerical findings, complete baselines, statistical procedures, maximum horizon, and frozen-validation status are NI rather than guessed. Counterfactual language is present, but no explicit population intervention estimand or complete causal identification was found in accessible primary artifacts.","Accessible bioRxiv v2 abstract; official GitHub README/docs; experimental_datasets Schiebinger, Semrau and Kameneva; article result scripts figure3.py-figure8.py; wild-type, KO, partial-KO, overexpression, stimulus and weights artifacts. bioRxiv PDF/XML returned HTTP 429 repeatedly on 2026-09-12.","BioRxiv API abstract/version record states joint GRN/protein trajectory reconstruction and prediction of unseen perturbations; official CardamomOT README, configs, tests, dataset modules, and results/figure scripts document mechanistic transcription/translation/degradation, Semrau/Kameneva/Schiebinger data, synthetic networks, AUPR/velocity analyses, dropout/time-point noise, and KO/overexpression/stimulus operators."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",closed_loop_evaluation,no,offline,"Full-text-only sample totals, exact metric definitions, inferential tests and causal assumptions are NI because of HTTP 429. Scores rely on the accessible abstract and official executable artifacts. Multiple real datasets are fitted separately, so external evidence is limited and not frozen. No formal uncertainty calibration, decision task or safety test was verifiable.","Full PDF/HTML access was blocked by bioRxiv HTTP 1015, so exact sample counts, paper tables, numerical findings, complete baselines, statistical procedures, maximum horizon, and frozen-validation status are NI rather than guessed. Counterfactual language is present, but no explicit population intervention estimand or complete causal identification was found in accessible primary artifacts.","Accessible bioRxiv v2 abstract; official GitHub README/docs; experimental_datasets Schiebinger, Semrau and Kameneva; article result scripts figure3.py-figure8.py; wild-type, KO, partial-KO, overexpression, stimulus and weights artifacts. bioRxiv PDF/XML returned HTTP 429 repeatedly on 2026-09-12.","BioRxiv API abstract/version record states joint GRN/protein trajectory reconstruction and prediction of unseen perturbations; official CardamomOT README, configs, tests, dataset modules, and results/figure scripts document mechanistic transcription/translation/degradation, Semrau/Kameneva/Schiebinger data, synthetic networks, AUPR/velocity analyses, dropout/time-point noise, and KO/overexpression/stimulus operators."
MWM-XD7F5DAFF27,DITTO: A Visual Digital Twin for Interventions and Temporal Treatment Outcomes in Head and Neck Cancer.,dynamics_evidence,2,1,"Clinician workflow evaluation warrants decision evidence 2, but it is an offline prototype rather than prospective utility. Propensity matching and counterfactual displays provide partial causal evidence without an explicit estimand, overlap checks or complete censoring handling. No public code/data path was located; main text and appendix disagree on total n.","The accepted manuscript supports retrospective sequential treatment comparison and clinician-facing utility, not prospective planning efficacy. Main text reports 526 patients while Appendix A.2 reports 536=389+147; this discrepancy is retained. Nominal dropout intervals are not empirically calibrated, and no public code, weights, external validation, action-removal test, or hazard test was found.","arXiv:2407.13107 pp. 3-4 and Appendix pp. 12-16 describe the cohort, 389/147 split, three treatment stages, transition and survival metrics, MC-dropout intervals and limitations; Figs. 5-8 and clinician case studies evaluate the interface.","Accepted manuscript Sections 3-5, quantitative evaluation tables, DITTO workflow/interface figures, two case studies, and Appendix A.2; temporal outputs are shown at 12/24/36/48 months and to 5 years; MC dropout uses at least 20 samples; propensity matching requires at least 5 comparators within a caliper; formative work involved 11 physicians."
MWM-XD7F5DAFF27,DITTO: A Visual Digital Twin for Interventions and Temporal Treatment Outcomes in Head and Neck Cancer.,decision_evidence,2,1,"Clinician workflow evaluation warrants decision evidence 2, but it is an offline prototype rather than prospective utility. Propensity matching and counterfactual displays provide partial causal evidence without an explicit estimand, overlap checks or complete censoring handling. No public code/data path was located; main text and appendix disagree on total n.","The accepted manuscript supports retrospective sequential treatment comparison and clinician-facing utility, not prospective planning efficacy. Main text reports 526 patients while Appendix A.2 reports 536=389+147; this discrepancy is retained. Nominal dropout intervals are not empirically calibrated, and no public code, weights, external validation, action-removal test, or hazard test was found.","arXiv:2407.13107 pp. 3-4 and Appendix pp. 12-16 describe the cohort, 389/147 split, three treatment stages, transition and survival metrics, MC-dropout intervals and limitations; Figs. 5-8 and clinician case studies evaluate the interface.","Accepted manuscript Sections 3-5, quantitative evaluation tables, DITTO workflow/interface figures, two case studies, and Appendix A.2; temporal outputs are shown at 12/24/36/48 months and to 5 years; MC dropout uses at least 20 samples; propensity matching requires at least 5 comparators within a caliper; formative work involved 11 physicians."
MWM-XD7F5DAFF27,DITTO: A Visual Digital Twin for Interventions and Temporal Treatment Outcomes in Head and Neck Cancer.,action_agnostic_comparator,no,yes,"Clinician workflow evaluation warrants decision evidence 2, but it is an offline prototype rather than prospective utility. Propensity matching and counterfactual displays provide partial causal evidence without an explicit estimand, overlap checks or complete censoring handling. No public code/data path was located; main text and appendix disagree on total n.","The accepted manuscript supports retrospective sequential treatment comparison and clinician-facing utility, not prospective planning efficacy. Main text reports 526 patients while Appendix A.2 reports 536=389+147; this discrepancy is retained. Nominal dropout intervals are not empirically calibrated, and no public code, weights, external validation, action-removal test, or hazard test was found.","arXiv:2407.13107 pp. 3-4 and Appendix pp. 12-16 describe the cohort, 389/147 split, three treatment stages, transition and survival metrics, MC-dropout intervals and limitations; Figs. 5-8 and clinician case studies evaluate the interface.","Accepted manuscript Sections 3-5, quantitative evaluation tables, DITTO workflow/interface figures, two case studies, and Appendix A.2; temporal outputs are shown at 12/24/36/48 months and to 5 years; MC dropout uses at least 20 samples; propensity matching requires at least 5 comparators within a caliper; formative work involved 11 physicians."
MWM-XD7F5DAFF27,DITTO: A Visual Digital Twin for Interventions and Temporal Treatment Outcomes in Head and Neck Cancer.,action_perturbation,yes,no,"Clinician workflow evaluation warrants decision evidence 2, but it is an offline prototype rather than prospective utility. Propensity matching and counterfactual displays provide partial causal evidence without an explicit estimand, overlap checks or complete censoring handling. No public code/data path was located; main text and appendix disagree on total n.","The accepted manuscript supports retrospective sequential treatment comparison and clinician-facing utility, not prospective planning efficacy. Main text reports 526 patients while Appendix A.2 reports 536=389+147; this discrepancy is retained. Nominal dropout intervals are not empirically calibrated, and no public code, weights, external validation, action-removal test, or hazard test was found.","arXiv:2407.13107 pp. 3-4 and Appendix pp. 12-16 describe the cohort, 389/147 split, three treatment stages, transition and survival metrics, MC-dropout intervals and limitations; Figs. 5-8 and clinician case studies evaluate the interface.","Accepted manuscript Sections 3-5, quantitative evaluation tables, DITTO workflow/interface figures, two case studies, and Appendix A.2; temporal outputs are shown at 12/24/36/48 months and to 5 years; MC dropout uses at least 20 samples; propensity matching requires at least 5 comparators within a caliper; formative work involved 11 physicians."
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,rollout_evidence,1,2,"Held-out animals are adapted through data assimilation, so external evidence is 1 rather than frozen validation. Stochastic latent sampling is an uncertainty proxy without calibration. Interventions are latent manipulations with no real action comparator, physiological dose validation, decision outcome or safety test.","The held-out animal is evaluated before subsequent assimilation, supporting a frozen population-transfer result, while adapted results are distinguished. Virtual drug action is a latent model perturbation, not administered treatment. Variational uncertainty is not formal calibration; no code, weights, causal estimand, or safety test was reported.","PMC11811282 Methods: leave-one-animal-out ECoG training, online data assimilation and z1/z2/z3 virtual interventions; Figs. 2-5 and Table 1 report prediction, latent organization and intervention classification; public h-idei/pvrnn_sa code.","Methods describe 4 macaques, 20 ECoG channels/10 regions, hierarchical z1/z2/z3 V-RNN, four-fold held-out-animal evaluation, rolling-500-observation/100-update assimilation, and virtual intervention; Results and supplement report power spectra, connectivity, latent clusters, 1-100-step prediction error, and 2,000-step virtual intervention."
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,action_evidence,1,2,"Held-out animals are adapted through data assimilation, so external evidence is 1 rather than frozen validation. Stochastic latent sampling is an uncertainty proxy without calibration. Interventions are latent manipulations with no real action comparator, physiological dose validation, decision outcome or safety test.","The held-out animal is evaluated before subsequent assimilation, supporting a frozen population-transfer result, while adapted results are distinguished. Virtual drug action is a latent model perturbation, not administered treatment. Variational uncertainty is not formal calibration; no code, weights, causal estimand, or safety test was reported.","PMC11811282 Methods: leave-one-animal-out ECoG training, online data assimilation and z1/z2/z3 virtual interventions; Figs. 2-5 and Table 1 report prediction, latent organization and intervention classification; public h-idei/pvrnn_sa code.","Methods describe 4 macaques, 20 ECoG channels/10 regions, hierarchical z1/z2/z3 V-RNN, four-fold held-out-animal evaluation, rolling-500-observation/100-update assimilation, and virtual intervention; Results and supplement report power spectra, connectivity, latent clusters, 1-100-step prediction error, and 2,000-step virtual intervention."
