candidate_id,title,primary_source_url,publication_status,domain,dataset_or_cohort,sample_scale,institution_count,split_strategy,observation_process,missingness,censoring_or_competing_events,state,observation_decoder,action,action_provenance,transition_mechanism,maximum_horizon,rollout_regime,capability_claim,baselines,state_fidelity_metrics,transition_metrics,rollout_stability,action_sensitivity,calibration_and_uncertainty,external_validation,decision_utility,safety_evaluation,statistical_analysis,causal_language,estimand,confounding_strategy,positivity_and_overlap,counterfactual_validation,code_access,weights_access,data_access,preprocessing_reproducibility,randomness,evidence_anchors,appraisal_strengths,appraisal_limitations,source_status,reviewer_confidence
MWM-XBAD327876F,OMG-RL:Offline Model-based Guided Reward Learning for Heparin Treatment,http://arxiv.org/abs/2409.13299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open-access,
MWM-XB062A5A9FB,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.,https://pubmed.ncbi.nlm.nih.gov/37710000/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indexed,
MWM-X7FD0DBDE79,Predictive modeling of hemodynamics during viscerosensory neurostimulation via neural computation mechanism in the brainstem.,https://europepmc.org/article/MED/40269082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indexed,
MWM-XC71FC75483,SimulAD: a dynamical model for personalized simulation and disease staging in Alzheimer's disease.,https://pubmed.ncbi.nlm.nih.gov/35320737/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indexed,
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,https://europepmc.org/article/MED/34085040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indexed,
MWM-X9C071A2447,Structure-aware World Model for Probe Guidance via Large-scale Self-supervised Pre-train,http://arxiv.org/abs/2406.19756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open-access,
MWM-XCC1C1352D9,The Coupled Stochastic Dynamical System: A Generative Model for Simulating and Forecasting Youth Mental Health Trajectories,https://europepmc.org/article/PPR/PPR1288838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indexed,
MWM-X009A6E0F91,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,https://pubmed.ncbi.nlm.nih.gov/37405895/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indexed,
MWM-X5E3C456867,Towards Surgical World-Action Modeling: A Preliminary Joint Visual-Trajectory Forecasting for Surgical Motion Planning,https://arxiv.org/abs/2608.20284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open-access,
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,https://pubmed.ncbi.nlm.nih.gov/38961520/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indexed,
