audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale
ALT-beb122ebb1f2,fresh_alternate_public_search,Development of the simulation-based German albuminuria screening model (S-GASM) for estimating the cost-effectiveness of albuminuria screening in Germany.,"Background Chronic kidney disease is often asymptomatic in its early stages but constitutes a severe burden for patients and causes major healthcare systems costs worldwide. While models for assessing the cost-effectiveness of screening were proposed in the past, they often presented only a limited view. This study aimed to develop a simulation-based German Albuminuria Screening Model (S-GASM) and present some initial applications. Methods The model consists of an individual-based simulation of disease progression, considering age, gender, body mass index, systolic blood pressure, diabetes, albuminuria, glomerular filtration rate, and quality of life, furthermore, costs of testing, therapy, and renal replacement therapy with parameters based on published evidence. Selected screening scenarios were compared in a cost-effectiveness analysis. Results Compared to no testing, a simulation of 10 million individuals with a current age distribution of the adult German population and a follow-up until death or the age of 90 shows that a testing of all individuals with diabetes every two years leads to a reduction of the lifetime prevalence of renal replacement therapy from 2.5% to 2.3%. The undiscounted costs of this intervention would be 1164.10 € / QALY (quality-adjusted life year). Considering saved costs for renal replacement therapy, the overall undiscounted costs would be-12581.95 € / QALY. Testing all individuals with diabetes or hypertension and screening the general population reduced the lifetime prevalence even further (to 2.2% and 1.8%, respectively). Both scenarios were cost-saving (undiscounted, - 7127.10 €/QALY and-5439.23 €/QALY). Conclusions The S-GASM can be used for the comparison of various albuminuria testing strategies. The exemplary analysis demonstrates cost savings through albuminuria testing for individuals with diabetes, diabetes or hypertension, and for population-wide screening.","Kairys P, Frese T, Voigt P, Horn J, Girndt M, Mikolajczyk R.",2022,2022-01-05,,10.1371/journal.pone.0262227,,https://europepmc.org/article/MED/34986199,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,This evidence-parameterized individual disease simulator evaluates longitudinal outcomes under alternative screening interventions.,exclude,not_applicable,no_learned_dynamics,The simulation german albuminuria screening estimating cost effectiveness albuminuria screening germany study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,exclude,not_applicable,no_learned_dynamics,third_full_text_adjudication,"S-GASM is a health-economic microsimulation whose disease transitions are supplied from published sources and assumptions, not learned or calibrated as transition behavior from observed trajectories."
ALT-66d2637db7d6,fresh_alternate_public_search,Digital doppelgangers in psychiatry.,"Digital doppelgangers are individualized, continuously updated digital representations of a person constructed from behavioral, physiological, and contextual data streams, including smartphone metadata, wearable sensor outputs, social media activity, and environmental sensors. Whereas conventional digital twins in physical medicine primarily replicate anatomical structures and physiological parameters, psychiatric digital doppelgangers are designed to capture dynamic mental states, emotional trajectories, and behavioral pathways through aggregated multimodal digital traces. Preliminary research suggests potential clinical utility across several domains, including earlier detection of depressive and bipolar episodes, risk stratification for suicidal crises, and individualized treatment planning; however, most applications remain at the feasibility and proof-of-concept stage and have not yet achieved prospective clinical validation. Implementation raises substantive challenges, including informed-consent complexity under fluctuating decisional capacity, algorithmic bias arising from non-representative training datasets, diagnostic ambiguity in the interpretation of behavioral signals, inequitable access to required technology infrastructure, and the risk of reconfiguring the therapeutic relationship into a surveillance mechanism. Responsible development requires interdisciplinary collaboration among clinicians, technologists, ethicists, regulators, and patient communities, alongside robust ethical frameworks, prospective validation regimes, and genuine patient partnership throughout the development cycle. Digital doppelgangers represent a conceptually distinct but adjacent framework to digital twins, digital phenotyping, and AI-driven cognitive science models; their trajectory in psychiatry depends on whether technological ambition is matched by equally rigorous governance and a primary commitment to patient welfare.","Elbarbary K, Shoib S.",2026,2026-07-23,,10.1007/s44192-026-00517-1,,https://europepmc.org/article/MED/42489964,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This psychiatry-focused synthesis defines dynamic digital doppelgangers and maps clinical applications, validation gaps, and translation risks.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital doppelgangers psychiatry, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"This psychiatry perspective discusses hypothetical digital doppelgangers, ethics, and future validation needs rather than synthesizing evaluated learned dynamic simulators."
ALT-d9b3b5b61cb1,fresh_alternate_public_search,Digital Representation of Patients as Medical Digital Twins: Data-Centric Viewpoint.,"Unlabelled Precision medicine involves a paradigm shift toward personalized data-driven clinical decisions. The concept of a medical ""digital twin"" has recently become popular to designate digital representations of patients as a support for a wide range of data science applications. However, the concept is ambiguous when it comes to practical implementations. Here, we propose a medical digital twin framework with a data-centric approach. We argue that a single digital representation of patients cannot support all the data uses of digital twins for technical and regulatory reasons. Instead, we propose a data architecture leveraging three main families of digital representations: (1) multimodal dashboards integrating various raw health records at points of care to assist with perception and documentation, (2) virtual patients, which provide nonsensitive data for collective secondary uses, and (3) individual predictions that support clinical decisions. For a given patient, multiple digital representations may be generated according to the different clinical pathways the patient goes through, each tailored to balance the trade-offs associated with the respective intended uses. Therefore, our proposed framework conceives the medical digital twin as a data architecture leveraging several digital representations of patients along clinical pathways.",Stanislas Demuth; Jérôme De Sèze; Gilles Edan; Tjalf Ziemssen; Françoise Simon; Pierre-Antoine Gourraud,2025,2025,JMIR medical informatics,10.2196/53542,,https://pubmed.ncbi.nlm.nih.gov/39881430/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,review,include_review,This medical digital-twin viewpoint proposes a taxonomy of patient representations and their clinical-pathway uses.,exclude,not_applicable,review_not_primary,This review centers on digital representation patients as medical digital twins data centric viewpoint rather than evaluated medical learned world-model dynamics as its primary subject.,exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The paper proposes a data architecture for dashboards, virtual patients, and predictors; it neither reports primary dynamic-model evaluation nor centrally reviews learned rollout systems."
ALT-14a9bd382609,fresh_alternate_public_search,Digital Twin Brain Simulator: Harnessing Primate ECoG Data for Real-Time Consciousness Monitoring and Virtual Intervention,"ABSTRACT At the forefront of bridging computational brain modeling with personalized medicine, this study introduces a novel, real-time, electrocorticogram (ECoG) simulator based on the digital twin brain concept. Utilizing advanced data assimilation techniques, specifically a Variational Bayesian Recurrent Neural Network model with hierarchical latent units, the simulator dynamically predicts ECoG signals reflecting real-time brain latent states. By assimilating broad ECoG signals from Macaque monkeys across awake and anesthetized conditions, the model successfully updated its latent states in real-time, enhancing the precision of ECoG signal simulations. Behind the successful data assimilation, a self-organization of latent states in the model was observed, reflecting brain states and individuality. This self-organization facilitated simulation of virtual drug administration and uncovered functional networks underlying changes in brain function during anesthesia. These results show that the proposed model is not only capable of simulating brain signals in real-time with high accuracy, but is also useful for revealing underlying information processing dynamics.",Yuta Takahashi; Hayato Idei; Misako Komatsu; Jun Tani; Hiroaki Tomita; Yuichi Yamashita,2024,2024,openRxiv,10.1101/2024.05.17.594789,,https://doi.org/10.1101/2024.05.17.594789,posted-content,crossref,"""clinical digital twin"" intervention",registered,,include,empirical,include_empirical,A recurrent neural dynamics model assimilates ECoG data and evaluates real-time simulation plus virtual drug interventions.,include,empirical,include_empirical,The digital twin brain simulator harnessing primate ecog data real time study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,exclude,not_applicable,duplicate_publication,third_full_text_adjudication,This bioRxiv record is the earlier version of the retained peer-reviewed Digital Twin Brain Simulator study and adds no separate empirical contribution.
ALT-8fec1f0f96e5,fresh_alternate_public_search,Digital Twin in Health Care,,Sabri Atalay; Ufuk Sönmez,2023,2023,Digital Twin Driven Intelligent Systems and Emerging Metaverse,10.1007/978-981-99-0252-1_10,,https://doi.org/10.1007/978-981-99-0252-1_10,book-chapter,crossref,"""clinical digital twin"" intervention;""medical digital twin"" trajectory",registered,,uncertain,review,insufficient_abstract,"The healthcare digital-twin title appears review-relevant, but no abstract permits assessing substantive scope or contribution.",uncertain,review,insufficient_abstract,"The digital twin health care title plausibly denotes a medical world-model review, but the missing abstract does not establish its primary scope.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,This general book chapter introduces digital twins in healthcare but does not substantially synthesize learned medical transition models and their operational evaluation.
ALT-648756a83407,fresh_alternate_public_search,Digital twin technology for better health,,Puja S. Prasad,2025,2025,Digital Twin Technology for Better Health,10.1201/9781003498117-3,,https://doi.org/10.1201/9781003498117-3,book-chapter,crossref,"""clinical digital twin"" intervention;""medical digital twin"" trajectory",registered,,uncertain,review,insufficient_abstract,"The health digital-twin title is potentially relevant, but its scope and contribution cannot be assessed.",uncertain,review,insufficient_abstract,"The digital twin technology better health title plausibly denotes a medical world-model review, but the missing abstract does not establish its primary scope.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The chapter is a broad introduction to digital-twin technology for health, without a central evidence synthesis of learned state dynamics or rollouts."
ALT-cd8ead69e7e8,fresh_alternate_public_search,Digital twins and digital models of the human circulatory system.,"Digital models and digital twins of human circulatory transport could transform the way cardiovascular and haematological diseases are understood, monitored and treated. Digital twins are dynamic virtual representations of physical systems that continuously assimilate real-world data to simulate and predict system behaviour. However, translating digital twins into clinical practice remains challenging owing to the complexity of human physiology and the need for continuous bidirectional coupling between virtual models and their physical counterparts. Advances in medical-grade sensors, wearable devices, microfluidics, artificial intelligence and high-performance computing are accelerating the evolution of digital models into clinically meaningful digital twins. In this Review, we examine how digital twins can model the human circulatory system across scales, from macroscopic blood flow to molecular and cellular transport. We outline the essential components of a circulatory-transport digital twin, describe the pathophysiological conditions that can be digitally represented, and discuss approaches for acquiring and integrating physiological data, computational modelling strategies and model-based inference. We further survey applications of digital models and digital twins across various types of model inferences, from mechanistic insights to clinical decisions such as disease diagnosis, risk stratification, surgical planning and treatment planning. Finally, we identify key challenges and opportunities for next-generation circulatory digital twins capable of real-time monitoring, predictive simulation and closed-loop therapeutic control.","Wu R, Ferreira G, Khan NS, Mahmud ST, Stoop J, Sohn LL, Leopold JA, Randles A.",2026,2026-04-30,,10.1038/s44222-026-00427-5,,https://europepmc.org/article/MED/42293032,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This review defines circulatory digital twins and synthesizes modeling approaches, applications, and clinical-translation challenges.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins digital human circulatory system, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,The review centers multiscale circulatory transport and predominantly mechanistic computational models; learned transition and rollout evaluations are not its central evidence category.
ALT-19924e20f5f0,fresh_alternate_public_search,Digital twins as global learning health and disease models for preventive and personalized medicine.,"Ineffective medication is a major healthcare problem causing significant patient suffering and economic costs. This issue stems from the complex nature of diseases, which involve altered interactions among thousands of genes across multiple cell types and organs. Disease progression can vary between patients and over time, influenced by genetic and environmental factors. To address this challenge, digital twins have emerged as a promising approach, which have led to international initiatives aiming at clinical implementations. Digital twins are virtual representations of health and disease processes that can integrate real-time data and simulations to predict, prevent, and personalize treatments. Early clinical applications of DTs have shown potential in areas like artificial organs, cancer, cardiology, and hospital workflow optimization. However, widespread implementation faces several challenges: (1) characterizing dynamic molecular changes across multiple biological scales; (2) developing computational methods to integrate data into DTs; (3) prioritizing disease mechanisms and therapeutic targets; (4) creating interoperable DT systems that can learn from each other; (5) designing user-friendly interfaces for patients and clinicians; (6) scaling DT technology globally for equitable healthcare access; (7) addressing ethical, regulatory, and financial considerations. Overcoming these hurdles could pave the way for more predictive, preventive, and personalized medicine, potentially transforming healthcare delivery and improving patient outcomes.","Li X, Loscalzo J, Mahmud AKMF, Aly DM, Rzhetsky A, Zitnik M, Benson M.",2025,2025-02-07,,10.1186/s13073-025-01435-7,,https://europepmc.org/article/MED/39920778,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This healthcare digital-twin review synthesizes clinical applications, implementation barriers, and requirements for personalized medicine.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins as global learning health disease preventive personalized medicine, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"This agenda article surveys applications, infrastructure, and implementation challenges at a broad level rather than substantially synthesizing evaluated learned medical dynamics."
ALT-36f6d95f9f66,fresh_alternate_public_search,Digital Twins as the Implementation Layer of Precision Medicine in Pediatric Neurosurgery.,"Pediatric neurosurgery increasingly utilizes precision medicine, but practitioners encounter challenges in translating complex data into individualized care. Digital twin (DT) bridges this gap by linking real-world data to a dynamic patient in-silico model, facilitating prediction and adaptive management as new data emerge. This narrative review explores the essential features of DTs, highlighting their relevance and associated risks in pediatric neurosurgery. The DT framework is structured around five components : the patient, a data connection, a patient-in-silico model, a clinician interface, and temporal synchronization. Foundational modeling approaches are summarized, spanning mechanistic simulations, artificial intelligence, and hybrid models that combine mechanistic structure with datadriven inference. Clinical translation is framed around uncertainty and calibration, along with interpretability and detection of distribution shifts. Potential applications are organized by concrete clinical questions in epilepsy surgery, pediatric neuro-oncology, cerebrovascular disease, hydrocephalus, and craniosynostosis. A translational pathway is outlined that progresses from decision-oriented prototypes and retrospective validation to prospective evaluation and interventional studies within learning health systems, supported by robust governance and auditable workflows. With meticulous validation and cautious deployment tailored to pediatric populations, DTs may enhance transparency, testability, and shared decision-making in precision pediatric neurosurgery.",Koh EJ.,2026,2026-05-15,,10.3340/jkns.2026.0060,,https://europepmc.org/article/MED/42135038,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,This pediatric-neurosurgery review defines digital-twin components and provides a staged clinical-translation framework.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins as implementation layer precision medicine pediatric neurosurgery, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The narrative review offers a translational framework and hypothetical pediatric neurosurgical uses, while noting that decision-oriented twins still require validation; learned rollout evidence is not central."
ALT-386154555f3d,fresh_alternate_public_search,Digital Twins for Personalized Medicine Require Epidemiological Data and Mathematical Modeling: Viewpoint.,"Digital twin (DT) technology is revolutionizing clinical practice by integrating diverse epidemiological data sources to create dynamic, patient-specific simulations. By leveraging data from genomics, proteomics, imaging, sociodemographics, and real-world behaviors, DTs provide a computational framework to model disease progression, optimize treatments, and personalize health care interventions. Through artificial intelligence (AI) and mathematical modeling, DTs facilitate predictive analytics for disease risk assessment, early diagnosis, and treatment response forecasting. This viewpoint explores the mathematical foundations of DTs, including differential equations for health trajectory modeling, Bayesian networks for multiomics integration, Markov models for disease progression, and reinforcement learning for treatment optimization. In addition, machine learning techniques such as recurrent neural networks and transformers enhance the predictive power of DTs by analyzing time-series clinical data and predicting future health events. The potential applications of DTs extend beyond individual patient care to public health surveillance, hospital resource management, and epidemiological modeling. However, several challenges persist, including data privacy concerns, computational infrastructure requirements, validation of predictive models, and regulatory compliance. Addressing these limitations requires interdisciplinary collaboration among health care providers, data scientists, and policy makers. With advancements in AI, wearable technology, and multiomics data integration, DTs are poised to reshape precision medicine. Future research should focus on refining computational efficiency, standardizing data interoperability, and ensuring ethical AI-driven decision-making. The continued evolution of DTs offers a transformative approach to proactive and personalized health care, reducing disease burden and enhancing patient outcomes.",Vallée A.,2025,2025-08-05,,10.2196/72411,,https://europepmc.org/article/MED/40762974,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This medical digital-twin viewpoint synthesizes modeling foundations, clinical applications, and implementation challenges.",exclude,not_applicable,review_not_primary,This review centers on digital twins personalized medicine require epidemiological data mathematical viewpoint rather than evaluated medical learned world-model dynamics as its primary subject.,exclude,not_applicable,review_not_primary,third_full_text_adjudication,This viewpoint explains mathematical and AI building blocks for future digital twins but is not a substantial evidence synthesis of evaluated learned dynamic simulators.
ALT-5fbea853f1dc,fresh_alternate_public_search,"Digital Twins for Predictive, Preventive Personalized, and Participatory Treatment of Immune-Mediated Diseases.","Digital twins are computational models of complex systems, which aim to understand and optimize those systems more effectively than would be possible in real life. Ideally, digital twins can be translated to individual patients, to characterize and computationally treat their diseases with thousands of drugs, to select the drug or drugs that cure the patients. The background problem is that many patients do not respond adequately to drug treatment. This problem reflects a wide gap between the complexity of diseases and clinical practice. Each disease may involve altered interactions between thousands of genes that vary between different cell types in different organs. To our knowledge, these altered interactions have not been characterized on a genome-, cellulome-, and organ-wide scale in any disease. Thus, clinical translation of the digital twin ideal for predictive, preventive, personalized and participatory treatment involves formidable challenges, which are close to the limits of, or beyond today's technologies. Here, I discuss recent developments and challenges in relation to that ideal focusing on immune-mediated inflammatory diseases, as well as examples from other diseases.",Benson M.,2023,2023-01-26,,10.1161/atvbaha.122.318331,,https://europepmc.org/article/MED/36700428,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,This disease-focused review synthesizes digital-twin applications and translation challenges for personalized immune-disease treatment.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins predictive preventive personalized participatory treatment immune mediated diseases, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The short review discusses the digital-twin ideal and technological challenges in immune-mediated disease, with few examples and no central synthesis of learned transition evaluations."
ALT-1d78c0c833ef,fresh_alternate_public_search,Digital twins in urology: a vision for the future of urological practice.,"Digital twins, dynamic, patient-specific virtual replicas of physical systems are gaining momentum across various medical fields. Their capacity to simulate and predict biological behavior offers unprecedented opportunities for personalized care. While their utility has been demonstrated in oncology, their application in urology remains nascent, and there is still a significant gap in literature findings. This review explores the theoretical framework, current evidence, and future potential of digital twins technology in managing urological conditions such as urolithiasis, benign prostatic hyperplasia (BPH), and nonmuscle invasive bladder cancer. A narrative literature review, guided by SANRA criteria, was conducted using PubMed and Scopus databases to identify relevant studies on the application of digital twins in healthcare, with a focus on urology and related fields. Additional sources from AI, imaging, and computational modelling were incorporated to support technological and theoretical concepts. Real-world use cases and clinical scenarios were constructed to illustrate the conceptual application of digital twins in endourology. Although limited in number, preliminary studies have shown promising results in uro-oncology, particularly for prostate and renal cancers. No models have yet been developed for benign urological diseases. Hypothetical applications in endourology include personalized procedural planning, dynamic follow-up, prediction of obstruction or recurrence, and real-time intraoperative guidance. Integration of imaging, functional data, and AI algorithms could create continuously adaptive simulations to support decision-making and improve treatment outcomes. However, barriers such as data complexity, cost, lack of validation frameworks, and clinician trust persist. Digital twins hold transformative potential for the future of urology, promising to personalize care across diagnosis, treatment, and surveillance. While the path to clinical integration is challenged by technical, ethical, and infrastructural hurdles, collaborative efforts and real-world validation studies are critical to realizing their full potential in clinical practice.","Nedbal C, Madaan S, Nabi G, Somani BK.",2026,2026-01-01,,10.1177/17562872261419592,,https://europepmc.org/article/MED/41684950,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,This urology review assesses current evidence and provides disease-specific applications and clinical-translation challenges.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins urology vision future urological practice, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,The urology review reports very limited existing evidence and develops hypothetical clinical scenarios; it does not centrally synthesize evaluated learned dynamics.
ALT-2ff62462ed4f,fresh_alternate_public_search,Digital Twins: From Personalised Medicine to Precision Public Health.,"A digital twin is a virtual model of a physical entity, with dynamic, bi-directional links between the physical entity and its corresponding twin in the digital domain. Digital twins are increasingly used today in different industry sectors. Applied to medicine and public health, digital twin technology can drive a much-needed radical transformation of traditional electronic health/medical records (focusing on individuals) and their aggregates (covering populations) to make them ready for a new era of precision (and accuracy) medicine and public health. Digital twins enable learning and discovering new knowledge, new hypothesis generation and testing, and in silico experiments and comparisons. They are poised to play a key role in formulating highly personalised treatments and interventions in the future. This paper provides an overview of the technology's history and main concepts. A number of application examples of digital twins for personalised medicine, public health, and smart healthy cities are presented, followed by a brief discussion of the key technical and other challenges involved in such applications, including ethical issues that arise when digital twins are applied to model humans.","Kamel Boulos MN, Zhang P.",2021,2021-07-29,,10.3390/jpm11080745,,https://europepmc.org/article/MED/34442389,,europe_pmc,europe_pmc_core,indexed,,exclude,review,review_not_primary,"This generic overview spans medicine, public health, and cities without focused healthcare world-model evidence synthesis.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins personalised medicine precision public health, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"This broad overview covers digital-twin concepts, public health examples, and ethics rather than learned medical transition or rollout evidence as a central category."
ALT-6557539979ea,fresh_alternate_public_search,Digital-twin Healthcare: A Gateway to Future Medicine (Preprint),"UNSTRUCTURED With the development of the world economy and improvements in living standards, people are paying more attention to their healthcare. As simulation is playing an increasingly important role in the field of medicine, providing the individual patient with a customised diagnosis and treatment is envisage as part of future precision medicine. Such customisation will become possible through the emergence of digital twin (DT) technology. As an engineering concept that reflects the true mirror image of a physical entity, the DT is increasingly being used in the field of precision health and personalised medicine. This review summarises the progress of prominent research on DT technology in the medical field and forecasts potential applications and future opportunities and discusses several challenges remaining in digital healthcare. The author hopes that the review encourages additional efforts towards the development and acceptance of DT techniques.",Zhonghai Li,2022,2022,JMIR Publications Inc.,10.2196/preprints.36867,,https://doi.org/10.2196/preprints.36867,posted-content,crossref,"""medical digital twin"" trajectory",registered,,exclude,review,review_not_primary,Reviews medical digital twins broadly rather than healthcare world models with an operational taxonomy or evidence map.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twin healthcare gateway future medicine, including prediction, simulation, or intervention use.",exclude,not_applicable,duplicate_publication,third_full_text_adjudication,This preprint is an earlier version of the subsequently published Digital-twin Healthcare article and is not retained separately.
ALT-38a784f6d7ac,fresh_alternate_public_search,Disease progression simulation via generative AI: assessing the credibility of a conditional longitudinal autoencoder via a case study in Alzheimer’s Disease,,Nick Henscheid; Jagdeep Podichetty,2026,2026,Disease progression simulation via generative AI: assessing the credibility of a conditional longitudinal autoencoder via a case study in Alzheimer’s Disease,10.70534/sxwc6774,,https://doi.org/10.70534/sxwc6774,proceedings-article,crossref,"""disease progression model"" generative intervention",registered,,uncertain,empirical,insufficient_abstract,"The title suggests learned longitudinal simulation, but no abstract confirms transition learning or future-state evaluation.",uncertain,empirical,insufficient_abstract,"The disease progression simulation generative ai assessing credibility conditional longitudinal autoencoder title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",exclude,not_applicable,inaccessible_full_text,third_full_text_adjudication,"A stable conference record and poster link exist, but accessible primary text was insufficient to verify the conditional autoencoder data, rollout protocol, and reported credibility results."
ALT-436d568a61b6,fresh_alternate_public_search,"Drug Development Digital Twins for Drug Discovery, Testing and Repurposing: A Schema for Requirements and Development.","There has been a great deal of interest in the concept, development and implementation of medical digital twins. This interest has led to wide ranging perceptions of what constitutes a medical digital twin. This Perspectives article will provide 1) a description of fundamental features of industrial digital twins, the source of the digital twin concept, 2) aspects of biology that challenge the implementation of medical digital twins, 3) a schematic program of how a specific medical digital twin project could be defined, and 4) an example description within that schematic program for a specific type of medical digital twin intended for drug discovery, testing and repurposing, the Drug Development Digital Twin (DDDT).",Gary An; Chase Cockrell,2022,2022,Frontiers in systems biology,10.3389/fsysb.2022.928387,,https://pubmed.ncbi.nlm.nih.gov/35935475/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,exclude,not_applicable,no_primary_empirical_evaluation,This perspective proposes a digital-twin schema without primary empirical model evaluation.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for drug digital twins drug discovery testing repurposing schema requirements, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,This Perspectives article specifies requirements and a development schema for a future drug-development twin rather than reviewing or reporting evaluated learned dynamics.
ALT-4d8c92d03168,fresh_alternate_public_search,DYNAMIC CLASSIFICATION OF LATENT DISEASE PROGRESSION WITH AUXILIARY SURROGATE LABELS.,"Disease progression prediction based on patients' evolving health information is challenging when true disease states are unknown due to diagnostic capabilities or high costs. For example, the absence of gold-standard neurological diagnoses hinders distinguishing Alzheimer's disease (AD) from related conditions such as AD-related dementias (ADRDs), including Lewy body dementia (LBD). Combining temporally dependent surrogate labels and health markers may improve disease prediction. However, existing literature models informative surrogate labels and observed variables that reflect the underlying states using purely generative approaches, often posing unrealistic assumptions on the outcomes and suffering from misspecification thereof. We propose integrating the conventional hidden Markov model as a generative model with a time-varying discriminative classification model to simultaneously handle potentially misspecified surrogate labels and incorporate important markers of disease progression. We develop an adaptive forward-backward algorithm with subjective labels for estimation, and utilize the modified posterior and Viterbi algorithms to predict the progression of future states or new patients based on objective markers only. Importantly, the adaptation eliminates the need to model the marginal distribution of longitudinal markers, a requirement in traditional algorithms. Asymptotic properties are established, and significant improvements in finite samples are demonstrated via simulation studies. Analysis of the neuropathological dataset of the National Alzheimer's Coordinating Center (NACC) shows much improved accuracy in distinguishing LBD from AD.","Cai Z, Zeng D, Marder KS, Honig LS, Wang Y.",2026,2026-03-20,,10.1214/26-aoas2150,,https://europepmc.org/article/MED/41867350,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,A hidden Markov transition model predicts future disease states and is evaluated in simulations and NACC data.,exclude,not_applicable,no_learned_dynamics,The dynamic classification latent disease progression auxiliary surrogate labels study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,The latent model is evaluated mainly by current-state classification from accumulated markers; its empirical tests do not assess free-running future trajectories or action-conditioned transitions.
ALT-5da29b0ea727,fresh_alternate_public_search,Editorial: The future of oncology: digital twins and precision cancer care.,,"Stahlberg E, Deng J, Hernandez-Boussard T, Wang Q, Liu H, Syeda-Mahmood T, Aguilar B, Wu H, Zhang A.",2026,2026-07-29,,10.3389/frai.2026.1912241,,https://europepmc.org/article/MED/42591663,,europe_pmc,europe_pmc_core,indexed,,uncertain,review,insufficient_abstract,"The oncology digital-twin editorial may offer clinical-translation synthesis, but absent content prevents eligibility assessment.",exclude,not_applicable,no_primary_empirical_evaluation,"The editorial future oncology digital twins precision cancer care record is editorial, corrective, conceptual, or consensus-based and lacks a primary learned-dynamics evaluation.",exclude,not_applicable,no_primary_empirical_evaluation,reviewer_consensus,A: Is an editorial on oncology digital twins; contains no primary methods and results evaluation. B: The record lacks a complete primary empirical evaluation sufficient to verify eligible dynamics and results.
ALT-95ce497fab31,fresh_alternate_public_search,EE221 ECONOMIC IMPACT OF AN AI-ENABLED DIGITAL TWIN INTERVENTION IN TYPE 2 DIABETES,,Caleb Brooks; Aleksandra V. Schifman; Tyler Koep,2026,2026,Value in Health,10.1016/j.jval.2026.03.516,,https://doi.org/10.1016/j.jval.2026.03.516,journal-article,crossref,"""clinical digital twin"" intervention",registered,,uncertain,empirical,insufficient_abstract,"The title mentions a diabetes digital twin, but no abstract permits assessment of learned dynamics or rollout evaluation.",exclude,not_applicable,no_learned_dynamics,"The ee221 economic impact ai enabled digital twin intervention type 2 record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",exclude,not_applicable,no_primary_empirical_evaluation,third_full_text_adjudication,The record is a short economic conference abstract and does not expose sufficient model methods or results to verify learned transition dynamics and direct simulation evaluation.
