audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale
ALT-8b76200f7bab,fresh_alternate_public_search,Development and validation of a chronic kidney disease progression model using patient-level simulations.,"Chronic disease progression models are available for several highly prevalent conditions. For chronic kidney disease (CKD), the scope of existing progression models is limited to the risk of kidney failure and major cardiovascular (CV) events. The aim of this project was to develop a comprehensive CKD progression model (CKD-PM) that simulates the risk of CKD progression and a broad range of complications in patients with CKD. A series of literature reviews informed the selection of risk factors and identified existing risk equations/algorithms for kidney replacement therapy (KRT), CV events, other CKD-related complications, and mortality. Risk equations and transition probabilities were primarily sourced from publications produced by large US and international CKD registries. A patient-level, state-transition model was developed with health states defined by the Kidney Disease Improving Global Outcomes categories. Model validation was performed by comparing predicted outcomes with observed outcomes in the source cohorts used in model development (internal validation) and other cohorts (external validation). The CKD-PM demonstrated satisfactory modeling properties. Accurate prediction of all-cause and CV mortality was achieved without calibration, while prediction of CV events through CKD-specific equations required implementation of a calibration factor to balance time-dependent versus baseline risk. Predicted annual changes in estimated glomerular filtration rate (eGFR) and urine albumin-creatinine ratio were acceptable in comparison to external values. A flexible eGFR threshold for KRT equations enabled accurate prediction of these events. This CKD-PM demonstrated reliable modeling properties. Both internal and external validation revealed robust outcomes.",Mafalda Ramos; Laetitia Gerlier; Anastasia Uster; Louise Muttram; Dominik Steubl; Andrew H Frankel; Mark Lamotte,2024,2024,Renal failure,10.1080/0886022x.2024.2406402,,https://pubmed.ncbi.nlm.nih.gov/39431558/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,A data-informed patient-level state-transition model simulates and validates longitudinal CKD progression and complications.,exclude,not_applicable,review_not_primary,This review centers on validation chronic kidney disease progression patient level simulations rather than evaluated medical learned world-model dynamics as its primary subject.,include,empirical,include_empirical,reviewer_consensus,"A: Combines cohort-derived CKD risks in patient-level transitions; validates simulated complications against internal and external cohorts. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-872c15448450,fresh_alternate_public_search,Development of a model-based clinical trial simulation platform to optimize the design of clinical trials for Duchenne muscular dystrophy.,"Early clinical trials of therapies to treat Duchenne muscular dystrophy (DMD), a fatal genetic X-linked pediatric disease, have been designed based on the limited understanding of natural disease progression and variability in clinical measures over different stages of the continuum of the disease. The objective was to inform the design of DMD clinical trials by developing a disease progression model-based clinical trial simulation (CTS) platform based on measures commonly used in DMD trials. Data were integrated from past studies through the Duchenne Regulatory Science Consortium founded by the Critical Path Institute (15 clinical trials and studies, 1505 subjects, 27,252 observations). Using a nonlinear mixed-effects modeling approach, longitudinal dynamics of five measures were modeled (NorthStar Ambulatory Assessment, forced vital capacity, and the velocities of the following three timed functional tests: time to stand from supine, time to climb 4 stairs, and 10 meter walk-run time). The models were validated on external data sets and captured longitudinal changes in the five measures well, including both early disease when function improves as a result of growth and development and the decline in function in later stages. The models can be used in the CTS platform to perform trial simulations to optimize the selection of inclusion/exclusion criteria, selection of measures, and other trial parameters. The data sets and models have been reviewed by the US Food and Drug Administration and the European Medicines Agency; have been accepted into the Fit-for-Purpose and Qualification for Novel Methodologies pathways, respectively; and will be submitted for potential endorsement by both agencies.",Karthik Lingineni; Varun Aggarwal; Juan Francisco Morales; Daniela J Conrado; Diane Corey; Camille Vong; Jackson Burton; Jane Larkindale; Klaus Romero; Stephan Schmidt; Sarah Kim; Cooperative International Neuromuscular Research Group investigators and Duchenne Regulatory Science Consortium members,2022,2022,CPT: pharmacometrics & systems pharmacology,10.1002/psp4.12753,,https://pubmed.ncbi.nlm.nih.gov/34877803/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Data-fitted longitudinal dynamics are externally validated and used for multi-outcome clinical-trial simulations.,include,empirical,include_empirical,The clinical trial simulation platform optimize design clinical trials duchenne muscular study learns or calibrates temporal dynamics and directly evaluates temporal rollouts or simulated trajectories.,include,empirical,include_empirical,reviewer_consensus,"A: Fits longitudinal DMD functional progression models; externally validates trajectories and clinical-trial simulations. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-d6d9b0f712ec,fresh_alternate_public_search,Development of a Novel Machine Learning Method for Estimation of Life-Long Chronic Disease Progression and Its Application to Type 2 Diabetes.,"Individual predictions of long-term chronic disease progression from data of limited duration provide valuable insights into estimating patient outcomes and therapeutic needs. Statistical Restoration of Fragmented Time course (SReFT) was developed to address this challenge, yet it is computationally too intensive for large-scale datasets. Although diabetes is a representative chronic disease with significant medical needs, it has been challenging to analyze long-term changes using large-scale patient data due to this limitation. In this study, we aimed to develop a new method (SReFT-machine learning, SReFT-ML) by applying machine learning to the concept of SReFT, and to confirm its performance using synthetic data and the data from a clinical trial, the Action to Control Cardiovascular Risk in Diabetes (ACCORD) trial (N = 10,251). SReFT-ML has successfully analyzed both synthetic and clinical data, and reconstructed biomarker trajectories over a 30-year period in patients with diabetes. Decreases in diastolic blood pressure and renal function may be important indicators of disease progression. Furthermore, although age and mortality data were not included in the model, survival analysis demonstrated a clear trend of hazard increases in mortality and diabetes-related outcomes with disease progression. This study introduced machine learning to enhance long-term disease progression modeling. The resulting model characterized a 30-year trajectory of disease risk in diabetes. The results provide a clinically meaningful hypothesis that incorporating systemic factors such as renal function and blood pressure, in addition to classic glycemic control, may enhance comprehensive diabetes care. Trial Registration: ClinicalTrials.gov number: NCT00000620.","Sano Y, Jin R, Yoshioka H, Nakazato Y, Sato H, Hisaka A.",2025,2025-10-01,,10.1111/cts.70351,,https://europepmc.org/article/MED/41127917,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,The machine-learned model reconstructs and evaluates thirty-year biomarker trajectories from longitudinal clinical data.,exclude,not_applicable,no_learned_dynamics,The machine learning method estimation life long chronic disease progression its study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,include,empirical,include_empirical,reviewer_consensus,"A: Learns lifetime diabetes biomarker progression from fragmented records; tests reconstructed trajectories on synthetic and clinical data. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-1305c7353fe7,fresh_alternate_public_search,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,"Abstract At the forefront of bridging computational brain modeling with personalized medicine, this study introduces a novel, real-time, electrocorticogram (ECoG) simulator, based on the digital twin brain concept. Utilizing advanced data assimilation techniques, specifically a Variational Bayesian Recurrent Neural Network model with hierarchical latent units, the simulator dynamically predicts ECoG signals reflecting real-time brain latent states. By assimilating broad ECoG signals from macaque monkeys across awake and anesthetized conditions, the model successfully updated its latent states in real-time, enhancing precision of ECoG signal simulations. Behind successful data assimilation, self-organization of latent states in the model was observed, reflecting brain states and individuality. This self-organization facilitated simulation of virtual drug administration and uncovered functional networks underlying changes in brain function during anesthesia. These results show that the proposed model can simulate brain signals in real-time with high accuracy and is also useful for revealing underlying information processing dynamics.",Yuta Takahashi; Hayato Idei; Misako Komatsu; Jun Tani; Hiroaki Tomita; Yuichi Yamashita,2025,2025,npj Digital Medicine,10.1038/s41746-025-01444-1,,https://doi.org/10.1038/s41746-025-01444-1,journal-article,crossref,"""clinical digital twin"" intervention",registered,,include,empirical,include_empirical,A recurrent neural dynamics model assimilates ECoG data and evaluates real-time simulation plus virtual drug interventions.,include,empirical,include_empirical,The digital twin brain simulator real time consciousness monitoring virtual intervention study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus,"A: Assimilates primate ECoG into recurrent latent brain dynamics; tests real-time simulation and virtual anesthetic intervention. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-f38cea90635e,fresh_alternate_public_search,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,"Therapeutic toxicity, which can be life-threatening, presents a major challenge in treating patients with acute myeloid leukemia (AML). Medical digital twins, which are virtual representations of patient disease, have the potential to forecast disease progression and simulate potential treatments. Using neutrophil counts and blast percentages, we developed mechanistic models to predict toxicity (neutropenia) in AML patients receiving combination venetoclax and azacitidine treatment. We identified a best-fitting model, though patient-specific accuracy was highly variable. To address this variability, we investigated subsets of patients based on their accordance with model assumptions, and were able to identify features predictive of model fit. In addition, we found that continuous updating over time improves model accuracy. The model evaluated in this study could be further validated in a larger clinical setting and may support a digital twin for decision making in forecasting therapeutic toxicity of venetoclax and azacitidine treatment.","Zhang Y, Martinez J, Tercan B, Kuusanmäki H, Emmert-Streib F, Chandraseelan JG, Farea A, Yli-Harja O, Heckman CA, Gibbs DL, Thorsson V, Shmulevich I, Kontro M, Qin G, Aguilar B.",2025,2025-10-06,,10.1038/s41746-025-01978-4,,https://europepmc.org/article/MED/41053343,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Patient-updated mechanistic dynamics forecast treatment-induced neutropenia and evaluate individualized predictive accuracy.,include,empirical,include_empirical,The digital twin predicting venetoclax azacitidine induced neutropenia patients acute myeloid study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus,"A: Fits patient-specific AML neutropenia dynamics under treatment; tests toxicity forecasts and continuous model updating. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-0c7ca3990ee0,fresh_alternate_public_search,"Digital Twins in Neurology Care: Evidence, Limitations, and a Path Forward.","Digital twins are increasingly promoted in neurology as an advancement beyond conventional artificial intelligence, yet the term is often applied without conceptual or methodological rigor. Strict definitions describe digital twins as dynamically updated, bidirectionally linked models that generate predictive, decision-relevant value, criteria rarely met by current neurological applications. This Opinion critically examines the state of digital twins across major neurological domains, including dementia, multiple sclerosis, Parkinson's disease, epilepsy, stroke, pain, and migraine. We argue that most existing systems are more accurately described as twin-inspired longitudinal decision-support or trial-analytics models rather than true clinical digital twins. While neurology is well-suited to digital twin approaches due to disease heterogeneity, multimodal data, and iterative care pathways, progress is limited by gaps in measurement validity, uncertainty handling, prospective evaluation, and governance. A pragmatic path forward is proposed, emphasizing question-specific, validated neurological digital twins over overgeneralized brain twin narratives, and suggesting that much of the current field is better understood as twin-inspired modeling rather than true clinical digital twin implementation.",Parisa Gazerani,2026,2026,Journal of integrative neuroscience,10.31083/jin50563,,https://pubmed.ncbi.nlm.nih.gov/42216639/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,review,include_review,"This neurology review provides a strict definition, evidence assessment, limitations, and clinical-translation pathway.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins neurology care evidence limitations path forward, including prediction, simulation, or intervention use.",include,review,include_review,reviewer_consensus,A: Critically reviews dynamic twin-inspired systems across neurology; synthesizes predictive evidence limitations and validation gaps. B: Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.
ALT-b5ebc3599d50,fresh_alternate_public_search,"Digital twins in precision pharmacotherapy: emerging applications, challenges, and future directions.","Digital twin technology, defined as dynamic digital models that represent individual patients, is emerging as a promising paradigm in precision pharmacotherapy. The integration of pharmacokinetic and pharmacodynamic (PK/PD) modeling, clinical data, genomic information, and real-time patient monitoring enables digital twins to shift drug therapy away from population-based averages toward individualized, adaptive decisions. This narrative review explores conceptual frameworks, emerging applications, methodological approaches, clinical value, limitations, and future directions of digital twins in pharmacotherapy, with particular emphasis on the role of clinical pharmacists. Unlike broader digital twin reviews that primarily emphasize technical architectures, disease-specific applications, or pharmaceutical research and development, this review focuses on the clinical-pharmacy translation layer: how digital twin outputs can be interpreted, validated, communicated, and converted into actionable medication decisions at the bedside and across ambulatory care settings. Key applications include precision dosing, polypharmacy management, antimicrobial stewardship, and the optimization of complex therapies, alongside important ethical, regulatory, and implementation challenges.","Jarab AS, Al-Qerem W, Jarab H, Jrab O, Elsherif R, Al Meslamani AZ, Al Hamarneh Y, Aburuz S.",2026,2026-08-18,,10.3389/fdgth.2026.1881217,,https://europepmc.org/article/MED/42682858,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This pharmacotherapy review synthesizes digital-twin methods, medication applications, validation, and bedside translation.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins precision pharmacotherapy emerging applications challenges future directions, including prediction, simulation, or intervention use.",include,review,include_review,reviewer_consensus,A: Reviews PK-PD and adaptive twins for precision pharmacotherapy; synthesizes treatment-response simulation and medication optimization. B: Substantially synthesizes medical dynamic twins or closely equivalent learned simulation systems and their evaluation.
ALT-f58f7b29b390,fresh_alternate_public_search,Disease Modeling and External Model Evaluation Through Clinical Data Sharing Platform for HR+/HER2- Breast Cancer.,"Predictive models for disease progression are valuable for clinical trial design and interpretation; however, suitable data are needed for the development of such models. This study aimed to develop a Tumor Growth Inhibition-Overall Survival (TGI-OS) model for hormone receptor-positive (HR+)/human epidermal growth factor receptor 2 negative (HER2-) breast cancer using clinical trial data available through Vivli, a clinical trial data sharing platform. The CONFIRM study (Phase 3 study comparing fulvestrant 250 vs. 500 mg) was used for model development, and the PALOMA-3 and SANDPIPER Phase 3 studies (palbociclib and taselisib) were used for external model qualifications. Longitudinal tumor size profiles were first analyzed with the TGI model. The TGI-OS model, a parametric model linking TGI metrics and baseline predictors of survival outcomes, was then developed using data from the CONFIRM study and showed successful internal qualification, including the prediction of the survival difference between two dose groups. The TGI-OS model showed large underestimation for the OS for PALOMA-3; nevertheless, the predicted treatment effect (hazard ratio of OS) was in good agreement with the observation for both studies, suggesting its potential as a tool to support drug development decisions. While integrating shared clinical trial data from multiple sources, facilitated by platforms like Vivli, is crucial for advancing predictive modeling efforts, caution should be exercised when such models are applied for new studies, especially when there are breakthroughs in the treatment landscape.","Yoshida K, Bruno R, Chanu P.",2025,2025-07-17,,10.1002/psp4.70073,,https://europepmc.org/article/MED/40671643,,europe_pmc,europe_pmc_core,indexed,,exclude,empirical,no_learned_dynamics,This pharmacometric tumor-growth and survival model lacks learned state-transition dynamics.,include,empirical,include_empirical,The disease external through clinical data sharing platform hr her2 breast study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus,"A: Fits longitudinal tumor-growth and survival dynamics; externally evaluates dose-group and survival predictions. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-d7f5daff27f0,fresh_alternate_public_search,DITTO: A Visual Digital Twin for Interventions and Temporal Treatment Outcomes in Head and Neck Cancer.,"Digital twin models are of high interest to Head and Neck Cancer (HNC) oncologists, who have to navigate a series of complex treatment decisions that weigh the efficacy of tumor control against toxicity and mortality risks. Evaluating individual risk profiles necessitates a deeper understanding of the interplay between different factors such as patient health, spatial tumor location and spread, and risk of subsequent toxicities that can not be adequately captured through simple heuristics. To support clinicians in better understanding tradeoffs when deciding on treatment courses, we developed DITTO, a digital-twin and visual computing system that allows clinicians to analyze detailed risk profiles for each patient, and decide on a treatment plan. DITTO relies on a sequential Deep Reinforcement Learning digital twin (DT) to deliver personalized risk of both long-term and short-term disease outcome and toxicity risk for HNC patients. Based on a participatory collaborative design alongside oncologists, we also implement several visual explainability methods to promote clinical trust and encourage healthy skepticism when using our system. We evaluate the efficacy of DITTO through quantitative evaluation of performance and case studies with qualitative feedback. Finally, we discuss design lessons for developing clinical visual XAI applications for clinical end users.","Wentzel A, Attia S, Zhang X, Canahuate G, Fuller CD, Marai GE.",2025,2024-11-25,,10.1109/tvcg.2024.3456160,,https://europepmc.org/article/MED/39255169,,europe_pmc,europe_pmc_core,indexed,,exclude,empirical,no_learned_dynamics,The sequential reinforcement-learning twin predicts risks but does not describe a learned dynamics model.,include,empirical,include_empirical,The ditto visual digital twin interventions temporal treatment outcomes head neck study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus,"A: Learns sequential treatment-conditioned cancer outcome dynamics; evaluates personalized toxicity and disease-outcome predictions. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-531d7f078a79,fresh_alternate_public_search,EczemaPred: A computational framework for personalised prediction of eczema severity dynamics.,"BACKGROUND: Atopic dermatitis (AD) is a chronic inflammatory skin disease leading to substantial quality of life impairment with heterogeneous treatment responses. People with AD would benefit from personalised treatment strategies, whose design requires predicting how AD severity evolves for each individual. OBJECTIVE: This study aims to develop a computational framework for personalised prediction of AD severity dynamics. METHODS: We introduced EczemaPred, a computational framework to predict patient-dependent dynamic evolution of AD severity using Bayesian state-space models that describe latent dynamics of AD severity items and how they are measured. We used EczemaPred to predict the dynamic evolution of validated patient-oriented scoring atopic dermatitis (PO-SCORAD) by combining predictions from the models for the nine severity items of PO-SCORAD (six intensity signs, extent of eczema, and two subjective symptoms). We validated this approach using longitudinal data from two independent studies: a published clinical study in which PO-SCORAD was measured twice weekly for 347 AD patients over 17 weeks, and another one in which PO-SCORAD was recorded daily by 16 AD patients for 12 weeks. RESULTS: EczemaPred achieved good performance for personalised predictions of PO-SCORAD and its severity items daily to weekly. EczemaPred outperformed standard time-series forecasting models such as a mixed effect autoregressive model. The uncertainty in predicting PO-SCORAD was mainly attributed to that in predicting intensity signs (75% of the overall uncertainty). CONCLUSIONS: EczemaPred serves as a computational framework to make a personalised prediction of AD severity dynamics relevant to clinical practice. EczemaPred is available as an R package.",Guillem Hurault; Jean François Stalder; Sophie Mery; Alain Delarue; Markéta Saint Aroman; Gwendal Josse; Reiko J Tanaka,2022,2022,Clinical and translational allergy,10.1002/clt2.12140,,https://pubmed.ncbi.nlm.nih.gov/35344305/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Bayesian state-space transitions are learned from longitudinal eczema data and evaluated for multi-horizon future severity prediction.,include,empirical,include_empirical,The eczemapred computational personalised prediction eczema severity dynamics study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,include,empirical,include_empirical,reviewer_consensus,"A: Fits Bayesian latent eczema severity dynamics; validates personalized future severity trajectories in two studies. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-75c423c80690,fresh_alternate_public_search,Exploring the suitability of piecewise-linear dynamical system models for cognitive neural dynamics.,"Dynamical system models have proven useful for decoding the current brain state from neural activity. So far, neuroscience has largely relied on either linear models or non-linear models based on artificial neural networks (ANNs). Piecewise linear approximations of non-linear dynamics have proven useful in other technical applications. Moreover, such explicit models provide a clear advantage over ANN-based models when the dynamical system is not only supposed to be observed, but also controlled, in particular when a controller with guarantees is needed. Here we explore whether piecewise-linear dynamical system models (recurrent Switching Linear Dynamical System or rSLDS models) could be useful for modeling brain dynamics, in particular in the context of cognitive tasks. These models have the advantage that they can be estimated not only from continuous observations like field potentials or smoothed firing rates, but also from sparser single-unit spiking data. We first generate artificial neural data based on a non-linear computational model of perceptual decision-making and demonstrate that piecewise-linear dynamics can be successfully recovered from these observations. We then demonstrate that the piecewise-linear model outperforms a linear model in terms of predicting future states of the system and associated neural activity. Finally, we apply our approach to a publicly available dataset recorded from monkeys performing perceptual decisions. Much to our surprise, the piecewise-linear model did not provide a significant advantage over a linear model for these particular data, although linear models that were estimated from different trial epochs showed qualitatively different dynamics. In summary, we present a dynamical system modeling approach that could prove useful in situations, where the brain state needs to be controlled in a closed-loop fashion, for example, in new neuromodulation applications for treating cognitive deficits. Future work will have to show under what conditions the brain dynamics are sufficiently non-linear to warrant the use of a piecewise-linear model over a linear one.","Wu J, Asamoah B, Kong Z, Ditterich J.",2025,2025-05-12,,10.3389/fnins.2025.1582080,,https://europepmc.org/article/MED/40421134,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Data-fitted rSLDS models predict future neural states and are evaluated on simulated and monkey recordings.,exclude,not_applicable,no_future_or_action_evaluation,"The exploring suitability piecewise linear dynamical system cognitive neural dynamics study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",include,empirical,include_empirical,reviewer_consensus,"A: Learns switching latent dynamics of cognitive neural activity; tests future neural-state prediction on simulated and recorded data. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-27768d84fbdd,fresh_alternate_public_search,Exposure-safety Markov modeling of ocular adverse events in patient populations treated with tisotumab vedotin.,"Tisotumab vedotin (TV), a tissue factor-directed antibody-drug conjugate (ADC), is approved in the US at 2.0 mg/kg every 3 weeks (Q3W) for adult patients with recurrent or metastatic cervical cancer following disease progression on or after chemotherapy. Previous logistic regression analysis showed a positive association between TV exposure and ocular adverse events (OAEs), which were identified as prespecified AEs of interest in TV clinical studies. To further optimize TV dose from a safety perspective, we developed a discrete-time Markov model (DTMM) to characterize exposure-response (E-R) relationships of exposures of both ADC and the microtubule-disrupting agent monomethyl auristatin E to the incidence, severity, and longitudinal time course of grade ≥ 2 OAEs in patients with advanced solid tumors. A total of 757 patients who received TV as monotherapy or combination (with carboplatin, bevacizumab, or pembrolizumab) across seven clinical studies were included in this analysis. Of multiple covariates modeled, implementation of an eye care plan was the only covariate to significantly reduce risk of grade ≥ 2 OAEs. The DTMM suggested an association between ADC exposure and risk of grade ≥ 2 OAEs. Based on the totality of data from clinical outcomes, pharmacokinetics, and E-R analyses, as well as DTMM modeling results, TV 1.7 mg/kg every 2 weeks may provide higher efficacy with slightly increased risk of OAEs compared with 2.0 mg/kg Q3W, although these OAEs are manageable with an appropriate eye care plan. ClinicalTrials.gov ID (first submission): NCT03485209 (2018-03-08), NCT03657043 (2018-08-22), NCT03438396 (2018-02-08), NCT03786081 (2018-12-13), NCT03913741 (2019-03-29), NCT02001623 (2013-11-14), and NCT02552121 (2015-09-14).","Feng S, Gunawan R, Passey C, Voellinger J, Polhamus D, Gerritsen A, O'Day C, Carret AS, Soumaoro I, Gupta M, Hanley WD.",2025,2025-10-03,,10.1007/s10928-025-10003-w,,https://europepmc.org/article/MED/41044356,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,A data-fitted Markov transition model evaluates longitudinal ocular-state responses under alternative drug exposures.,exclude,not_applicable,review_not_primary,This review centers on exposure safety markov ocular adverse events patient populations treated tisotumab rather than evaluated medical learned world-model dynamics as its primary subject.,include,empirical,include_empirical,reviewer_consensus,"A: Fits drug-exposure-dependent ocular adverse-event transitions; evaluates longitudinal severity and recovery dynamics. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-a34805bc05f7,fresh_alternate_public_search,Fast-acting insulin aspart (Fiasp®) improves glycemic outcomes when used with MiniMed,"INTRODUCTION: Medtronic has developed a virtual patient simulator for modeling and predicting insulin therapy outcomes for people with type 1 diabetes (T1D). An enhanced simulator was created to estimate outcomes when using the MiniMedTM 670G system with standard NovoLog® (EU: NovoRapid, US: NovoLog) versus Fiasp ® by using clinical data. METHODS: Sixty-seven participants' PK profiles were generated per type of insulin (Total of 134 PK profiles). 7,485 virtual patients' PK measurements was matched with one of the 67 NovoLog® PK Tmax values. These 7,485 virtual patients were then simulated using the Medtronic MiniMed™ 670G algorithm following an in-silico protocol of 90 days: 14 days in open loop (Manual Mode) followed by 76 days in closed loop (Auto Mode). Simulation study was repeated with each NovoLog® PK profile being replaced by its corresponding Fiasp® PK profile in the same virtual patient. To validate our in-silico analysis, we compared the results of ""actual"" 19 ""real life"" patients from a clinical study RESULTS: Simulated overall and postprandial glycemic outcomes improved in all age groups with Fiasp®. The percentage of time in the euglycemic range increased by about ~2.2% with Fiasp®, in all age groups (p < 0.01). The percentage of time spent at <70 mg/dL was reduced by about ~0.6% with insulin Fiasp® (p < 0.01) and the mean glucose was reduced by about 1.3 mg/dL (p < 0.01), excluding those age <7 years. The simulated mean postprandial SG was reduced by ~5 mg/dL, a significant difference for all age groups. A clinical study results showed similar improvements with MiniMedTM 670G system when switching from NovoLog® to Fiasp®. CONCLUSIONS: The simulation studies indicate that using Fiasp® in place of NovoLog® with the MiniMedTM 670G system will significantly improve the time spent in the healthy, euglycemic range and reduce exposure to hyperglycemia and hypoglycemia in most patients.",Benyamin Grosman; Di Wu; Neha Parikh; Anirban Roy; Gayane Voskanyan; Natalie Kurtz; Jeppe Sturis; Ohad Cohen; Magnus Ekelund; Robert Vigersky,2021,2021,Computer methods and programs in biomedicine,10.1016/j.cmpb.2021.106087,,https://pubmed.ncbi.nlm.nih.gov/33873075/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,The clinically adapted virtual-patient simulator compares insulin substitutions through validated 90-day closed-loop rollouts.,exclude,not_applicable,no_primary_empirical_evaluation,"The fast acting insulin aspart improves glycemic outcomes when used minimed record is editorial, corrective, conceptual, or consensus-based and lacks a primary learned-dynamics evaluation.",include,empirical,include_empirical,reviewer_consensus,"A: Adapts a diabetes virtual-patient simulator with clinical PK profiles; validates long-horizon insulin-response simulations against patients. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
ALT-0cdd85000e2e,fresh_alternate_public_search,Forecasting Alzheimer’s Disease Progression via Identity-preserved Denoising Diffusion Generative Adversarial Network,"Abstract Forecasting the progression of Alzheimer’s disease (AD) is essential for evaluating secondary prevention measures thought to modify the disease trajectory. However, accurate prediction of longitudinal MRIs remains challenging, particularly in preserving subject identity, as deep generative models may potentially generate plausible future MRIs of different individuals from a single baseline scan. In the present study, we developed a novel identity-preserved denoising diffusion generative adversarial network (IP-DDGAN) capable of rapidly generating subject-specific longitudinal MRIs conditioned on metadata. Concretely, we developed an identity-preservation strategy with a metadata-guided module and identity-preserved regularization terms to maintain subject identity in synthetic longitudinal MRIs. Furthermore, we comprehensively integrated the morphometrics, subject identity consistency and image-level quality metrics to evaluate the fidelity and biological plausibility of synthetic longitudinal MRIs. The results demonstrate that the synthetic MRIs generated by IP-DDGAN retain biological and disease-related phenotypes, exhibiting sufficient realism to support their application in downstream tasks. Our proposed model is capable of capturing temporal biological and disease-related changes and forecasting the different progression trajectories, including critical transitions from cognitively normal (CN) to mild cognitive impairment (MCI) and from MCI to AD.",Zhuangzhuang Li; Tongtong Che; Shaozhen Yan; Dong Wang; Yong Liu; Kun Zhao,2025,2025,Springer Science and Business Media LLC,10.21203/rs.3.rs-7846693/v1,,https://doi.org/10.21203/rs.3.rs-7846693/v1,posted-content,crossref,"""disease progression model"" generative intervention",registered,,include,empirical,include_empirical,IP-DDGAN learns subject-specific temporal MRI transitions and directly evaluates generated longitudinal disease trajectories.,include,empirical,include_empirical,The forecasting alzheimer s disease progression identity preserved denoising diffusion generative study learns or calibrates temporal dynamics and directly evaluates held-out future states or multi-step forecasts.,include,empirical,include_empirical,reviewer_consensus,"A: Learns subject-specific longitudinal MRI generation; evaluates temporal biological fidelity and future-scan realism. B: Primary methods and results establish data-adapted medical or biomedical dynamics with direct trajectory, simulator, or action-response evaluation."
