split,model,seed,horizon_hours,constraint,violations_per_1000_states
external_test,grud,20260912,12,SaO2_bounds,51.216748768472904
external_test,grud,20260912,12,emitted_FiO2_bounds,13.898193760262728
external_test,grud,20260912,12,emitted_O2Sat_bounds,135.66174055829228
external_test,grud,20260912,12,emitted_SaO2_bounds,189.98686371100163
external_test,grud,20260912,12,emitted_pressure_order,144.82266009852216
external_test,grud,20260912,12,pressure_order,151.73563218390805
external_test,grud,20260912,24,FiO2_bounds,5.9786535303776684
external_test,grud,20260912,24,O2Sat_bounds,133.6206896551724
external_test,grud,20260912,24,SaO2_bounds,79.00821018062398
external_test,grud,20260912,24,emitted_FiO2_bounds,13.344827586206897
external_test,grud,20260912,24,emitted_O2Sat_bounds,134.311986863711
external_test,grud,20260912,24,emitted_SaO2_bounds,186.22331691297208
external_test,grud,20260912,24,emitted_pressure_order,164.56650246305418
external_test,grud,20260912,24,pressure_order,171.14285714285714
internal_test,grud,20260912,1,FiO2_bounds,1.924946529263076
internal_test,grud,20260912,1,O2Sat_bounds,131.50884697647288
internal_test,grud,20260912,1,SaO2_bounds,10.198327824227103
internal_test,grud,20260912,1,emitted_FiO2_bounds,14.932918530040832
internal_test,grud,20260912,1,emitted_O2Sat_bounds,145.38207272020222
internal_test,grud,20260912,1,emitted_SaO2_bounds,198.5028193661287
internal_test,grud,20260912,1,emitted_pressure_order,131.71300797200078
internal_test,grud,20260912,1,pressure_order,90.48220882753256
internal_test,grud,20260912,3,FiO2_bounds,4.015166245382073
internal_test,grud,20260912,3,O2Sat_bounds,148.1333851837449
internal_test,grud,20260912,3,SaO2_bounds,25.034026832587983
internal_test,grud,20260912,3,emitted_FiO2_bounds,14.45654287380906
internal_test,grud,20260912,3,emitted_O2Sat_bounds,150.2624927085359
internal_test,grud,20260912,3,emitted_SaO2_bounds,196.0431654676259
internal_test,grud,20260912,3,emitted_pressure_order,139.55862337157302
internal_test,grud,20260912,3,pressure_order,102.97491736340658
internal_test,grud,20260912,6,FiO2_bounds,5.0359712230215825
internal_test,grud,20260912,6,O2Sat_bounds,148.85280964417657
internal_test,grud,20260912,6,SaO2_bounds,40.82247715341241
internal_test,grud,20260912,6,emitted_FiO2_bounds,13.5426793700175
internal_test,grud,20260912,6,emitted_O2Sat_bounds,150.4374878475598
internal_test,grud,20260912,6,emitted_SaO2_bounds,190.9391405794283
internal_test,grud,20260912,6,emitted_pressure_order,146.10149718063388
internal_test,grud,20260912,6,pressure_order,113.1343573789617
internal_test,grud,20260912,12,FiO2_bounds,5.81372739646121
internal_test,grud,20260912,12,O2Sat_bounds,147.25840948862532
internal_test,grud,20260912,12,SaO2_bounds,61.714952362434374
internal_test,grud,20260912,12,emitted_FiO2_bounds,12.346879253354071
internal_test,grud,20260912,12,emitted_O2Sat_bounds,148.5125413182967
internal_test,grud,20260912,12,emitted_SaO2_bounds,186.89480847754228
internal_test,grud,20260912,12,emitted_pressure_order,151.76939529457516
internal_test,grud,20260912,12,pressure_order,124.68403655454016
internal_test,grud,20260912,24,FiO2_bounds,6.105385961501069
internal_test,grud,20260912,24,O2Sat_bounds,143.40851643009916
internal_test,grud,20260912,24,SaO2_bounds,87.38090608594206
internal_test,grud,20260912,24,emitted_FiO2_bounds,12.531596344545983
internal_test,grud,20260912,24,emitted_O2Sat_bounds,144.85708730313047
internal_test,grud,20260912,24,emitted_SaO2_bounds,184.27960334435156
internal_test,grud,20260912,24,emitted_pressure_order,157.95255687342018
internal_test,grud,20260912,24,pressure_order,138.25588178106165
external_test,grud,20260913,1,FiO2_bounds,1.922824302134647
external_test,grud,20260913,1,O2Sat_bounds,124.67651888341544
external_test,grud,20260913,1,SaO2_bounds,6.694581280788177
external_test,grud,20260913,1,emitted_FiO2_bounds,16.087027914614122
external_test,grud,20260913,1,emitted_O2Sat_bounds,137.51067323481118
external_test,grud,20260913,1,emitted_SaO2_bounds,206.49096880131364
external_test,grud,20260913,1,emitted_pressure_order,112.70771756978654
external_test,grud,20260913,1,pressure_order,102.63218390804596
external_test,grud,20260913,3,FiO2_bounds,3.4564860426929394
external_test,grud,20260913,3,O2Sat_bounds,135.3448275862069
external_test,grud,20260913,3,SaO2_bounds,17.298850574712645
external_test,grud,20260913,3,emitted_FiO2_bounds,13.472906403940886
external_test,grud,20260913,3,emitted_O2Sat_bounds,136.2167487684729
external_test,grud,20260913,3,emitted_SaO2_bounds,201.6584564860427
external_test,grud,20260913,3,emitted_pressure_order,128.65024630541873
external_test,grud,20260913,3,pressure_order,128.57635467980296
external_test,grud,20260913,6,FiO2_bounds,4.51559934318555
external_test,grud,20260913,6,O2Sat_bounds,133.42528735632183
external_test,grud,20260913,6,SaO2_bounds,30.761904761904763
external_test,grud,20260913,6,emitted_FiO2_bounds,12.183908045977011
external_test,grud,20260913,6,emitted_O2Sat_bounds,133.4351395730706
external_test,grud,20260913,6,emitted_SaO2_bounds,198.7668308702791
external_test,grud,20260913,6,emitted_pressure_order,144.5615763546798
external_test,grud,20260913,6,pressure_order,147.33825944170772
external_test,grud,20260913,12,FiO2_bounds,5.300492610837439
external_test,grud,20260913,12,O2Sat_bounds,127.6206896551724
external_test,grud,20260913,12,SaO2_bounds,52.66009852216749
external_test,grud,20260913,12,emitted_FiO2_bounds,11.114942528735632
external_test,grud,20260913,12,emitted_O2Sat_bounds,127.82922824302136
external_test,grud,20260913,12,emitted_SaO2_bounds,195.79146141215108
external_test,grud,20260913,12,emitted_pressure_order,162.76190476190476
external_test,grud,20260913,12,pressure_order,168.22824302134646
external_test,grud,20260913,24,FiO2_bounds,5.801313628899836
external_test,grud,20260913,24,O2Sat_bounds,118.14449917898192
external_test,grud,20260913,24,SaO2_bounds,84.18062397372742
external_test,grud,20260913,24,emitted_FiO2_bounds,10.26272577996716
external_test,grud,20260913,24,emitted_O2Sat_bounds,118.5665024630542
external_test,grud,20260913,24,emitted_SaO2_bounds,191.06732348111657
external_test,grud,20260913,24,emitted_pressure_order,178.82922824302133
external_test,grud,20260913,24,pressure_order,185.60262725779967
internal_test,grud,20260913,1,FiO2_bounds,1.866614816255104
internal_test,grud,20260913,1,O2Sat_bounds,128.39782228271437
internal_test,grud,20260913,1,SaO2_bounds,10.130274159051137
internal_test,grud,20260913,1,emitted_FiO2_bounds,13.678786700369434
internal_test,grud,20260913,1,emitted_O2Sat_bounds,141.94050165273188
internal_test,grud,20260913,1,emitted_SaO2_bounds,198.1236632315769
internal_test,grud,20260913,1,emitted_pressure_order,143.70017499513904
internal_test,grud,20260913,1,pressure_order,96.2278825588178
internal_test,grud,20260913,3,FiO2_bounds,3.4804588761423294
internal_test,grud,20260913,3,O2Sat_bounds,138.67392572428545
internal_test,grud,20260913,3,SaO2_bounds,24.431265798172273
internal_test,grud,20260913,3,emitted_FiO2_bounds,12.638537818393932
internal_test,grud,20260913,3,emitted_O2Sat_bounds,140.35582344934863
internal_test,grud,20260913,3,emitted_SaO2_bounds,195.96538985028192
internal_test,grud,20260913,3,emitted_pressure_order,156.28038110052498
internal_test,grud,20260913,3,pressure_order,114.49543068248104
internal_test,grud,20260913,6,FiO2_bounds,4.569317518957806
internal_test,grud,20260913,6,O2Sat_bounds,135.66984250437488
internal_test,grud,20260913,6,SaO2_bounds,40.394711258020614
internal_test,grud,20260913,6,emitted_FiO2_bounds,11.510791366906474
internal_test,grud,20260913,6,emitted_O2Sat_bounds,136.35037915613455
internal_test,grud,20260913,6,emitted_SaO2_bounds,194.6043165467626
internal_test,grud,20260913,6,emitted_pressure_order,163.1149134746257
internal_test,grud,20260913,6,pressure_order,127.52284658759478
internal_test,grud,20260913,12,FiO2_bounds,5.2012444098775035
internal_test,grud,20260913,12,O2Sat_bounds,130.07972000777755
internal_test,grud,20260913,12,SaO2_bounds,62.04549873614622
internal_test,grud,20260913,12,emitted_FiO2_bounds,11.10246937585067
internal_test,grud,20260913,12,emitted_O2Sat_bounds,130.89636398988918
internal_test,grud,20260913,12,emitted_SaO2_bounds,195.13902391600232
internal_test,grud,20260913,12,emitted_pressure_order,172.84658759478904
internal_test,grud,20260913,12,pressure_order,142.77658953917947
internal_test,grud,20260913,24,FiO2_bounds,5.774839587789228
internal_test,grud,20260913,24,O2Sat_bounds,126.19093914057945
internal_test,grud,20260913,24,SaO2_bounds,89.07252576317325
internal_test,grud,20260913,24,emitted_FiO2_bounds,10.314991250243049
internal_test,grud,20260913,24,emitted_O2Sat_bounds,126.49231965778728
internal_test,grud,20260913,24,emitted_SaO2_bounds,192.25160412210772
internal_test,grud,20260913,24,emitted_pressure_order,179.01030526929807
internal_test,grud,20260913,24,pressure_order,158.69142523818783
external_test,grud,20260914,1,FiO2_bounds,2.380952380952381
external_test,grud,20260914,1,O2Sat_bounds,122.6568144499179
external_test,grud,20260914,1,SaO2_bounds,6.532019704433497
external_test,grud,20260914,1,emitted_FiO2_bounds,20.374384236453203
external_test,grud,20260914,1,emitted_O2Sat_bounds,133.88341543513957
external_test,grud,20260914,1,emitted_SaO2_bounds,209.67651888341544
external_test,grud,20260914,1,emitted_pressure_order,111.21182266009852
external_test,grud,20260914,1,pressure_order,98.38259441707716
external_test,grud,20260914,3,FiO2_bounds,4.267651888341543
external_test,grud,20260914,3,O2Sat_bounds,134.04597701149424
external_test,grud,20260914,3,SaO2_bounds,17.18062397372742
external_test,grud,20260914,3,emitted_FiO2_bounds,18.75205254515599
external_test,grud,20260914,3,emitted_O2Sat_bounds,134.9392446633826
external_test,grud,20260914,3,emitted_SaO2_bounds,209.6600985221675
external_test,grud,20260914,3,emitted_pressure_order,125.07553366174056
external_test,grud,20260914,3,pressure_order,123.38587848932676
external_test,grud,20260914,6,FiO2_bounds,5.48440065681445
external_test,grud,20260914,6,O2Sat_bounds,134.11822660098522
external_test,grud,20260914,6,SaO2_bounds,30.307060755336614
external_test,grud,20260914,6,emitted_FiO2_bounds,17.551724137931036
external_test,grud,20260914,6,emitted_O2Sat_bounds,134.3070607553366
external_test,grud,20260914,6,emitted_SaO2_bounds,207.4022988505747
external_test,grud,20260914,6,emitted_pressure_order,138.4630541871921
external_test,grud,20260914,6,pressure_order,139.9064039408867
external_test,grud,20260914,12,FiO2_bounds,6.269293924466338
external_test,grud,20260914,12,O2Sat_bounds,132.95566502463055
external_test,grud,20260914,12,SaO2_bounds,50.55993431855501
external_test,grud,20260914,12,emitted_FiO2_bounds,16.32512315270936
external_test,grud,20260914,12,emitted_O2Sat_bounds,133.1871921182266
external_test,grud,20260914,12,emitted_SaO2_bounds,200.20689655172413
external_test,grud,20260914,12,emitted_pressure_order,155.743842364532
external_test,grud,20260914,12,pressure_order,158.26929392446633
external_test,grud,20260914,24,FiO2_bounds,6.399014778325123
external_test,grud,20260914,24,O2Sat_bounds,131.44827586206895
external_test,grud,20260914,24,SaO2_bounds,80.42528735632185
external_test,grud,20260914,24,emitted_FiO2_bounds,14.305418719211822
external_test,grud,20260914,24,emitted_O2Sat_bounds,131.72742200328406
external_test,grud,20260914,24,emitted_SaO2_bounds,194.7668308702791
external_test,grud,20260914,24,emitted_pressure_order,172.2216748768473
external_test,grud,20260914,24,pressure_order,176.71100164203614
internal_test,grud,20260914,1,FiO2_bounds,2.5471514680147775
internal_test,grud,20260914,1,O2Sat_bounds,127.45479292241882
internal_test,grud,20260914,1,SaO2_bounds,9.760839976667317
internal_test,grud,20260914,1,emitted_FiO2_bounds,19.62862142718258
internal_test,grud,20260914,1,emitted_O2Sat_bounds,140.55026249270853
internal_test,grud,20260914,1,emitted_SaO2_bounds,201.16663426015944
internal_test,grud,20260914,1,emitted_pressure_order,145.93622399377796
internal_test,grud,20260914,1,pressure_order,98.3181022749368
internal_test,grud,20260914,3,FiO2_bounds,4.987361462181606
internal_test,grud,20260914,3,O2Sat_bounds,142.30993583511568
internal_test,grud,20260914,3,SaO2_bounds,24.29515846782034
internal_test,grud,20260914,3,emitted_FiO2_bounds,18.675870114719036
internal_test,grud,20260914,3,emitted_O2Sat_bounds,144.21543846004278
internal_test,grud,20260914,3,emitted_SaO2_bounds,199.1347462570484
internal_test,grud,20260914,3,emitted_pressure_order,157.0775811783006
internal_test,grud,20260914,3,pressure_order,114.1551623566012
internal_test,grud,20260914,6,FiO2_bounds,6.484542096052888
internal_test,grud,20260914,6,O2Sat_bounds,141.97938946140383
internal_test,grud,20260914,6,SaO2_bounds,39.87944779311686
internal_test,grud,20260914,6,emitted_FiO2_bounds,16.585650398600038
internal_test,grud,20260914,6,emitted_O2Sat_bounds,142.13494069609175
internal_test,grud,20260914,6,emitted_SaO2_bounds,198.80419988333657
internal_test,grud,20260914,6,emitted_pressure_order,163.1440793311297
internal_test,grud,20260914,6,pressure_order,125.37429515846782
internal_test,grud,20260914,12,FiO2_bounds,6.747034804588761
internal_test,grud,20260914,12,O2Sat_bounds,137.8767256465098
internal_test,grud,20260914,12,SaO2_bounds,61.219132801866614
internal_test,grud,20260914,12,emitted_FiO2_bounds,15.263464903752674
internal_test,grud,20260914,12,emitted_O2Sat_bounds,138.42115496791754
internal_test,grud,20260914,12,emitted_SaO2_bounds,196.8403655454015
internal_test,grud,20260914,12,emitted_pressure_order,169.3564067664787
internal_test,grud,20260914,12,pressure_order,138.63503791561345
internal_test,grud,20260914,24,FiO2_bounds,6.047054248493097
internal_test,grud,20260914,24,O2Sat_bounds,135.0087497569512
internal_test,grud,20260914,24,SaO2_bounds,87.40034999027804
internal_test,grud,20260914,24,emitted_FiO2_bounds,13.299630565817615
internal_test,grud,20260914,24,emitted_O2Sat_bounds,135.12541318296715
internal_test,grud,20260914,24,emitted_SaO2_bounds,194.7890336379545
internal_test,grud,20260914,24,emitted_pressure_order,175.52012444098776
internal_test,grud,20260914,24,pressure_order,154.90958584483764
external_test,grud,20260915,1,FiO2_bounds,2.026272577996716
external_test,grud,20260915,1,O2Sat_bounds,115.92118226600984
external_test,grud,20260915,1,SaO2_bounds,6.247947454844007
external_test,grud,20260915,1,emitted_FiO2_bounds,15.80295566502463
external_test,grud,20260915,1,emitted_O2Sat_bounds,129.47947454844007
external_test,grud,20260915,1,emitted_SaO2_bounds,206.45977011494253
external_test,grud,20260915,1,emitted_pressure_order,104.57471264367815
external_test,grud,20260915,1,pressure_order,91.311986863711
external_test,grud,20260915,3,FiO2_bounds,3.784893267651889
external_test,grud,20260915,3,O2Sat_bounds,120.67651888341544
external_test,grud,20260915,3,SaO2_bounds,16.328407224958948
external_test,grud,20260915,3,emitted_FiO2_bounds,16.110016420361248
external_test,grud,20260915,3,emitted_O2Sat_bounds,122.02627257799672
external_test,grud,20260915,3,emitted_SaO2_bounds,198.69622331691295
external_test,grud,20260915,3,emitted_pressure_order,124.67980295566502
external_test,grud,20260915,3,pressure_order,119.08702791461413
external_test,grud,20260915,6,FiO2_bounds,5.088669950738916
external_test,grud,20260915,6,O2Sat_bounds,113.48604269293924
external_test,grud,20260915,6,SaO2_bounds,27.89983579638752
external_test,grud,20260915,6,emitted_FiO2_bounds,16.55993431855501
external_test,grud,20260915,6,emitted_O2Sat_bounds,113.94417077175696
external_test,grud,20260915,6,emitted_SaO2_bounds,190.1904761904762
external_test,grud,20260915,6,emitted_pressure_order,143.2216748768473
external_test,grud,20260915,6,pressure_order,141.0706075533662
external_test,grud,20260915,12,FiO2_bounds,6.610837438423645
external_test,grud,20260915,12,O2Sat_bounds,102.16256157635468
external_test,grud,20260915,12,SaO2_bounds,45.139573070607554
external_test,grud,20260915,12,emitted_FiO2_bounds,17.32512315270936
external_test,grud,20260915,12,emitted_O2Sat_bounds,102.73891625615764
external_test,grud,20260915,12,emitted_SaO2_bounds,179.7783251231527
external_test,grud,20260915,12,emitted_pressure_order,164.5270935960591
external_test,grud,20260915,12,pressure_order,166.17077175697867
external_test,grud,20260915,24,FiO2_bounds,8.042692939244663
external_test,grud,20260915,24,O2Sat_bounds,92.05418719211822
external_test,grud,20260915,24,SaO2_bounds,68.04433497536945
external_test,grud,20260915,24,emitted_FiO2_bounds,18.279146141215108
external_test,grud,20260915,24,emitted_O2Sat_bounds,92.46633825944171
external_test,grud,20260915,24,emitted_SaO2_bounds,167.83415435139574
external_test,grud,20260915,24,emitted_pressure_order,192.22331691297208
external_test,grud,20260915,24,pressure_order,197.1264367816092
internal_test,grud,20260915,1,FiO2_bounds,1.9055026249270857
internal_test,grud,20260915,1,O2Sat_bounds,122.934085164301
internal_test,grud,20260915,1,SaO2_bounds,8.944195994555706
internal_test,grud,20260915,1,emitted_FiO2_bounds,15.428738090608594
internal_test,grud,20260915,1,emitted_O2Sat_bounds,136.4573206299825
internal_test,grud,20260915,1,emitted_SaO2_bounds,195.761228854754
internal_test,grud,20260915,1,emitted_pressure_order,142.20299436126774
internal_test,grud,20260915,1,pressure_order,93.10713591289132
internal_test,grud,20260915,3,FiO2_bounds,4.112385767062026
internal_test,grud,20260915,3,O2Sat_bounds,129.72000777756173
internal_test,grud,20260915,3,SaO2_bounds,23.507680342212716
internal_test,grud,20260915,3,emitted_FiO2_bounds,15.467625899280575
internal_test,grud,20260915,3,emitted_O2Sat_bounds,131.60606649815284
internal_test,grud,20260915,3,emitted_SaO2_bounds,190.25860392766867
internal_test,grud,20260915,3,emitted_pressure_order,156.0081664398211
internal_test,grud,20260915,3,pressure_order,110.96636204549874
internal_test,grud,20260915,6,FiO2_bounds,5.726229826949251
internal_test,grud,20260915,6,O2Sat_bounds,123.3229632510208
internal_test,grud,20260915,6,SaO2_bounds,39.69473070192495
internal_test,grud,20260915,6,emitted_FiO2_bounds,14.466264825977056
internal_test,grud,20260915,6,emitted_O2Sat_bounds,123.81878281158856
internal_test,grud,20260915,6,emitted_SaO2_bounds,183.1907447015361
internal_test,grud,20260915,6,emitted_pressure_order,163.38712813532956
internal_test,grud,20260915,6,pressure_order,122.0882753256854
internal_test,grud,20260915,12,FiO2_bounds,6.698425043748784
internal_test,grud,20260915,12,O2Sat_bounds,110.29554734590704
internal_test,grud,20260915,12,SaO2_bounds,62.27882558817811
internal_test,grud,20260915,12,emitted_FiO2_bounds,14.25238187828116
internal_test,grud,20260915,12,emitted_O2Sat_bounds,110.92747423682675
internal_test,grud,20260915,12,emitted_SaO2_bounds,181.13941279408905
internal_test,grud,20260915,12,emitted_pressure_order,175.57845615399572
internal_test,grud,20260915,12,pressure_order,140.66692591872447
internal_test,grud,20260915,24,FiO2_bounds,7.651176356212328
internal_test,grud,20260915,24,O2Sat_bounds,97.23896558428932
internal_test,grud,20260915,24,SaO2_bounds,86.74897919502236
internal_test,grud,20260915,24,emitted_FiO2_bounds,15.778728368656424
internal_test,grud,20260915,24,emitted_O2Sat_bounds,97.67645343184913
internal_test,grud,20260915,24,emitted_SaO2_bounds,174.47015360684426
internal_test,grud,20260915,24,emitted_pressure_order,190.0349990278048
internal_test,grud,20260915,24,pressure_order,165.54540151662454
external_test,grud,20260916,1,FiO2_bounds,1.7668308702791462
external_test,grud,20260916,1,O2Sat_bounds,122.8128078817734
external_test,grud,20260916,1,SaO2_bounds,7.399014778325123
external_test,grud,20260916,1,emitted_FiO2_bounds,13.014778325123151
external_test,grud,20260916,1,emitted_O2Sat_bounds,134.9704433497537
external_test,grud,20260916,1,emitted_SaO2_bounds,208.08374384236453
external_test,grud,20260916,1,emitted_pressure_order,103.45484400656814
external_test,grud,20260916,1,pressure_order,92.57963875205256
external_test,grud,20260916,3,FiO2_bounds,3.1888341543513956
external_test,grud,20260916,3,O2Sat_bounds,133.00492610837438
external_test,grud,20260916,3,SaO2_bounds,19.310344827586206
external_test,grud,20260916,3,emitted_FiO2_bounds,12.699507389162562
external_test,grud,20260916,3,emitted_O2Sat_bounds,133.98357963875205
external_test,grud,20260916,3,emitted_SaO2_bounds,207.94581280788177
external_test,grud,20260916,3,emitted_pressure_order,119.66666666666669
external_test,grud,20260916,3,pressure_order,120.7471264367816
external_test,grud,20260916,6,FiO2_bounds,4.300492610837439
external_test,grud,20260916,6,O2Sat_bounds,127.54022988505749
external_test,grud,20260916,6,SaO2_bounds,33.26108374384236
external_test,grud,20260916,6,emitted_FiO2_bounds,12.561576354679802
external_test,grud,20260916,6,emitted_O2Sat_bounds,127.70607553366176
external_test,grud,20260916,6,emitted_SaO2_bounds,203.13957307060755
external_test,grud,20260916,6,emitted_pressure_order,133.36453201970443
external_test,grud,20260916,6,pressure_order,139.73563218390805
external_test,grud,20260916,12,FiO2_bounds,5.382594417077176
external_test,grud,20260916,12,O2Sat_bounds,116.91954022988506
external_test,grud,20260916,12,SaO2_bounds,54.433497536945815
external_test,grud,20260916,12,emitted_FiO2_bounds,13.147783251231528
external_test,grud,20260916,12,emitted_O2Sat_bounds,117.1822660098522
external_test,grud,20260916,12,emitted_SaO2_bounds,198.04597701149424
external_test,grud,20260916,12,emitted_pressure_order,151.0344827586207
external_test,grud,20260916,12,pressure_order,160.9293924466338
external_test,grud,20260916,24,FiO2_bounds,6.4926108374384235
external_test,grud,20260916,24,O2Sat_bounds,108.54515599343186
external_test,grud,20260916,24,SaO2_bounds,82.58292282430213
external_test,grud,20260916,24,emitted_FiO2_bounds,13.203612479474549
external_test,grud,20260916,24,emitted_O2Sat_bounds,108.79474548440064
external_test,grud,20260916,24,emitted_SaO2_bounds,191.7504105090312
external_test,grud,20260916,24,emitted_pressure_order,166.95073891625617
external_test,grud,20260916,24,pressure_order,177.67651888341544
internal_test,grud,20260916,1,FiO2_bounds,2.18743923779895
internal_test,grud,20260916,1,O2Sat_bounds,121.4660703869337
internal_test,grud,20260916,1,SaO2_bounds,10.713591289130855
internal_test,grud,20260916,1,emitted_FiO2_bounds,14.41765506513708
internal_test,grud,20260916,1,emitted_O2Sat_bounds,134.66848143107137
internal_test,grud,20260916,1,emitted_SaO2_bounds,201.58467820338325
internal_test,grud,20260916,1,emitted_pressure_order,134.22127163134357
internal_test,grud,20260916,1,pressure_order,86.68092552984639
internal_test,grud,20260916,3,FiO2_bounds,4.024888197550068
internal_test,grud,20260916,3,O2Sat_bounds,131.18802255492903
internal_test,grud,20260916,3,SaO2_bounds,25.947890336379544
internal_test,grud,20260916,3,emitted_FiO2_bounds,13.309352517985612
internal_test,grud,20260916,3,emitted_O2Sat_bounds,132.87964223216022
internal_test,grud,20260916,3,emitted_SaO2_bounds,203.80128329768615
internal_test,grud,20260916,3,emitted_pressure_order,140.55998444487653
internal_test,grud,20260916,3,pressure_order,98.15282908808088
internal_test,grud,20260916,6,FiO2_bounds,4.987361462181606
internal_test,grud,20260916,6,O2Sat_bounds,129.3700174995139
internal_test,grud,20260916,6,SaO2_bounds,42.99047248687536
internal_test,grud,20260916,6,emitted_FiO2_bounds,12.356601205522068
internal_test,grud,20260916,6,emitted_O2Sat_bounds,129.9727785339296
internal_test,grud,20260916,6,emitted_SaO2_bounds,199.39723896558428
internal_test,grud,20260916,6,emitted_pressure_order,144.08905308185885
internal_test,grud,20260916,6,pressure_order,106.36787867003694
internal_test,grud,20260916,12,FiO2_bounds,5.629010305269298
internal_test,grud,20260916,12,O2Sat_bounds,123.47851448570871
internal_test,grud,20260916,12,SaO2_bounds,65.75928446432043
internal_test,grud,20260916,12,emitted_FiO2_bounds,11.6663426015944
internal_test,grud,20260916,12,emitted_O2Sat_bounds,123.83822671592456
internal_test,grud,20260916,12,emitted_SaO2_bounds,196.59731674120164
internal_test,grud,20260916,12,emitted_pressure_order,149.46529263076025
internal_test,grud,20260916,12,pressure_order,119.1425238187828
internal_test,grud,20260916,24,FiO2_bounds,5.8331713007972
internal_test,grud,20260916,24,O2Sat_bounds,120.72720202216604
internal_test,grud,20260916,24,SaO2_bounds,90.48220882753256
internal_test,grud,20260916,24,emitted_FiO2_bounds,11.77328407544235
internal_test,grud,20260916,24,emitted_O2Sat_bounds,122.1077192300214
internal_test,grud,20260916,24,emitted_SaO2_bounds,191.0071942446043
internal_test,grud,20260916,24,emitted_pressure_order,156.98036165662066
internal_test,grud,20260916,24,pressure_order,135.95177911724673
external_test,transformer,20260912,1,FiO2_bounds,2.5779967159277506
external_test,transformer,20260912,1,O2Sat_bounds,119.85385878489326
